gamma,omega,seed,trajectory_length,burn_in,dt,analytic_covariance_diff,empirical_covariance_diff,cov_a_target_diff,cov_b_target_diff,normalized_generator_difference,normalized_current_difference,c_only_predictor_difference,lagged_antisymmetric_a,lagged_antisymmetric_b,lagged_antisymmetric_delta,orientation_a,orientation_b
0.25,0.0,61,5000,1000,0.01,0.0,1.155072006221947,0.488249166259246,0.36838466705661843,0.0,0.0,0.5589174685682593,0.001183287798461372,0.0009804835215737608,-0.00020280427688761115,-0.0016990795693764967,-0.0009030209693612949
0.25,0.0,62,5000,1000,0.01,0.0,0.9157403428224982,0.5108905348765493,0.4047344900212324,0.0,0.0,0.6891951780059906,0.00045196905940909194,0.0009114048960548848,0.00045943583664579286,-0.0006216011561883111,-0.001042162834825801
0.25,0.0,63,5000,1000,0.01,0.0,0.6933677262251119,0.35544065231621347,0.3728613360826562,0.0,0.0,0.5015379986917994,0.0006819312995123875,0.00045583173667799895,-0.00022609956283438858,-0.00041141192326849153,-0.0002654716746581496
0.25,0.0,64,5000,1000,0.01,0.0,0.43096308084302504,0.3424844631186804,0.2796321361196024,0.0,0.0,0.4934302280670809,0.0022153692409122576,0.001962979419363435,-0.00025238982154882246,-0.001468257711688354,-0.0015883207405241505
0.25,0.0,65,5000,1000,0.01,0.0,0.51731756175528,0.37978749579632887,0.2908178348562315,0.0,0.0,0.6274670602194699,0.0006850855752021425,0.0007909230202114736,0.00010583744500933104,0.0006832593620972152,-0.0007682441856657989
0.25,0.0,66,5000,1000,0.01,0.0,0.4181435072227471,0.2846343945423478,0.4060976107010099,0.0,0.0,0.35520631969780725,0.0020839631619518134,0.0017876375658206708,-0.00029632559613114256,-0.0015915567889786659,-0.0017456641263642694
0.25,0.0,67,5000,1000,0.01,0.0,0.4999244936316597,0.26567474999871354,0.41913213259783705,0.0,0.0,0.3068402719482746,0.0014063732084461237,0.0014226718610817627,1.6298652635638984e-05,0.0011974853911383438,-0.0006020848971968473
0.25,0.0,68,5000,1000,0.01,0.0,0.6088975870262461,0.17884090248164672,0.38267717417644975,0.0,0.0,0.564150052523077,0.00230464491976186,0.0011370900589106052,-0.001167554860851255,0.0024072824195586415,0.0010584516792180678
0.25,0.0,69,5000,1000,0.01,0.0,1.3130065575114063,0.5358871787069511,0.45462746627524464,0.0,0.0,0.4732822382827223,5.8129932892051564e-05,0.0012180382918702797,0.001159908358978228,8.131832457432005e-05,-0.0005202969052694169
0.25,0.0,70,5000,1000,0.01,0.0,0.4226412267195684,0.4785525812726024,0.3816885779170223,0.0,0.0,0.3376425602521731,0.0022950294306155745,0.002209927853546962,-8.51015770686127e-05,-0.002676399738286376,-0.0018843155327199726
0.25,0.0,71,5000,1000,0.01,0.0,0.41893941141896274,0.2962666246971615,0.25083939041788234,0.0,0.0,0.42489750820169486,0.003235707982384245,0.002506199044515112,-0.0007295089378691333,0.002914105543615452,-0.0021192031731543932
