gamma,omega,seed,trajectory_length,burn_in,dt,analytic_covariance_diff,empirical_covariance_diff,cov_a_target_diff,cov_b_target_diff,normalized_generator_difference,normalized_current_difference,c_only_predictor_difference,lagged_antisymmetric_a,lagged_antisymmetric_b,lagged_antisymmetric_delta,orientation_a,orientation_b
0.25,1.0,88,5000,1000,0.01,0.0,0.480590174706883,0.30250493872387324,0.5144163738393622,4.0,0.9701425001453319,1.1611816704079532,0.0006165794885724606,0.020242224698466763,0.019625645209894304,-0.0011588191201020812,0.030530994904567343
0.25,1.0,89,5000,1000,0.01,0.0,0.5747798662866008,0.4649389581214611,0.4281361363520303,4.0,0.9701425001453319,2.101680003790245,0.0017873321820330943,0.01990069147219475,0.018113359290161654,-0.0014608395221888024,0.02822084814634223
0.25,1.0,90,5000,1000,0.01,0.0,0.45332496360237123,0.4609208664677657,0.2977059923255916,4.0,0.9701425001453319,0.6349058586609896,0.0038415881227581673,0.01801347989676251,0.014171891774004342,-0.0021623813609288147,0.013663807598719158
0.25,1.0,91,5000,1000,0.01,0.0,0.45130991423237254,0.3788813971992664,0.13378743964894083,4.0,0.9701425001453319,0.8607907517218041,0.0010983336748520015,0.019331766492539617,0.018233432817687616,-0.000654930949554015,0.021673773721332515
0.25,1.0,92,5000,1000,0.01,0.0,0.29879838125309927,0.36022137959321787,0.14549777551744617,4.0,0.9701425001453319,0.43259680594659744,0.0014099293235889433,0.019984438194462106,0.018574508870873162,-0.001710509012239132,0.02278880567913466
0.25,1.0,93,5000,1000,0.01,0.0,0.47537877687028424,0.5089251503553074,0.08080904787287198,4.0,0.9701425001453319,1.016313837003749,0.0014801909086660993,0.020724604418311702,0.019244413509645602,-0.000719534400484121,0.019105693215201492
0.25,1.0,94,5000,1000,0.01,0.0,0.3005480359479408,0.3186905822836897,0.3004280472514272,4.0,0.9701425001453319,0.30106293865949096,6.06464115599829e-05,0.019813289107701155,0.019752642696141173,2.2200007785692366e-05,0.013994606694915989
0.25,1.0,95,5000,1000,0.01,0.0,0.48857338355726887,0.5110388076789155,0.1507088786772199,4.0,0.9701425001453319,1.5456090303726289,0.003714469521186073,0.019023877262512572,0.015309407741326499,0.002452320055657131,0.020087150020363896
0.25,1.0,96,5000,1000,0.01,0.0,0.2568861223106806,0.10310322245493962,0.2054819695162613,4.0,0.9701425001453319,0.3274329408924526,0.0009529660458218496,0.021074274832343934,0.020121308786522085,-0.0007539223204895574,0.024967448791192694
0.25,1.0,97,5000,1000,0.01,0.0,0.47647766521916335,0.4791476955401012,0.22365031929407236,4.0,0.9701425001453319,0.5754756304779874,0.0006078547985258311,0.021264045908602393,0.020656191110076563,0.0007530439572924663,0.01989909246539098
0.25,1.0,98,5000,1000,0.01,0.0,0.43749717844887115,0.44637684835201696,0.10164609243133943,4.0,0.9701425001453319,0.6340979146791313,0.0008425817804877834,0.021043201285208122,0.020200619504720338,-0.0008845621285658343,0.021630587103135448
0.25,1.0,99,5000,1000,0.01,0.0,0.4184761862723866,0.46264052021717395,0.11907631119475195,4.0,0.9701425001453319,0.24201166627128226,4.816801955606158e-05,0.020366913381586006,0.020318745362029943,-1.805530654404936e-05,0.019616726038753595
0.25,2.0,0,5000,1000,0.01,0.0,0.6653723725860915,0.3740467997066328,0.33190386949256145,8.0,0.9922778767136677,0.2929893929498502,0.002443811192319836,0.04206863894277915,0.039624827750459314,-0.0027172525420803262,0.028654163016354383
0.25,2.0,1,5000,1000,0.01,0.0,0.6940431719292167,0.3791815787242379,0.2852902314839182,8.0,0.9922778767136677,0.3558113306249872,0.0019192863016069181,0.03965713475498184,0.03773784845337492,-0.0021727741786411675,0.028234946933850376
0.25,2.0,2,5000,1000,0.01,0.0,0.4944231916590546,0.3910700596274965,0.20451042113247836,8.0,0.9922778767136677,1.079823511207521,0.0022208843948432083,0.03788335904403619,0.035662474649192984,-0.0015154497891421818,0.04544997222795448
0.25,2.0,3,5000,1000,0.01,0.0,0.339055900183971,0.41732930754679154,0.22262480034337817,8.0,0.9922778767136677,0.6079074807503212,0.0009630117491428925,0.042125020062186734,0.04116200831304384,-0.0007163513640712764,0.03289142771184753
0.25,2.0,4,5000,1000,0.01,0.0,0.33073903874384286,0.3153616702332321,0.16772137952631716,8.0,0.9922778767136677,0.6769244514076944,6.591232613440033e-06,0.0409761244708635,0.040969533238250054,-0.0001208413815817891,0.04753487220201744
0.25,2.0,5,5000,1000,0.01,0.0,0.6794669032822914,0.5241493198214723,0.12837969996065202,8.0,0.9922778767136677,0.3599882080484674,0.0006024774419621575,0.03921554267736896,0.0386130652354068,-0.0010274809832153617,0.034127792741892475
0.25,2.0,6,5000,1000,0.01,0.0,0.3463196490598802,0.3289106795422619,0.056572175059121904,8.0,0.9922778767136677,0.5235915189911827,0.004249148026115052,0.04071676006094787,0.036467612034832814,-0.0027800176392973287,0.04166422221605921
0.25,2.0,7,5000,1000,0.01,0.0,1.2402543230478862,0.6693141397984476,0.3613344709326555,8.0,0.9922778767136677,0.41070133220921956,0.0004737728122351422,0.036306797081183194,0.03583302426894805,-0.000717130228264929,0.023293544399743408
0.25,2.0,8,5000,1000,0.01,0.0,0.9902322553931624,0.2916557379420622,0.41055463795509217,8.0,0.9922778767136677,0.45633243359402975,0.0022640979955224575,0.04050926426293829,0.03824516626741584,-0.0028619944283751215,0.02386669626339184
0.25,2.0,9,5000,1000,0.01,0.0,0.3814297797898427,0.3828877085064859,0.013227062710941208,8.0,0.9922778767136677,0.5577995662497435,0.0026795841788113035,0.04042196193873339,0.037742377759922084,-0.0026972397162937593,0.040130055994266195
0.25,2.0,10,5000,1000,0.01,0.0,0.5538082043873251,0.3542854526153323,0.5369309839902735,8.0,0.9922778767136677,0.3137599243079799,0.002104747863190356,0.04234445811175664,0.040239710248566284,-0.001433855667146862,0.01948978009223263
0.25,2.0,11,5000,1000,0.01,0.0,0.13235081256592368,0.4484779610675162,0.3012597012653123,8.0,0.9922778767136677,0.11559589247953189,0.0020487040719231317,0.041027514777878644,0.03897881070595551,-0.0029483818588674064,0.0532158500103679
0.25,2.0,12,5000,1000,0.01,0.0,0.3118546575671125,0.3485504131080283,0.05736368246469479,8.0,0.9922778767136677,0.6413247305645362,0.002205038650725301,0.04052235829311772,0.03831731964239242,-0.001808385368628798,0.04042594012570049
0.25,2.0,13,5000,1000,0.01,0.0,0.3664630839018934,0.367835629369967,0.03190495590681804,8.0,0.9922778767136677,0.6763721180357085,0.001684045819052216,0.037730593023958675,0.03604654720490646,0.0015972192387742566,0.03661141565401069
0.25,2.0,14,5000,1000,0.01,0.0,0.44732963077392013,0.43121176531323013,0.08128663798599135,8.0,0.9922778767136677,1.0826100620991963,0.0010500622629600876,0.0401361468884239,0.03908608462546381,0.0006582535086956943,0.04264158932233841
0.25,2.0,15,5000,1000,0.01,0.0,0.31782832714926573,0.3273727389508707,0.1133598647851809,8.0,0.9922778767136677,0.4912179456422786,0.00015765437115033022,0.03981697672061858,0.03965932234946825,3.0162652852329895e-05,0.03637564427745359
0.25,2.0,16,5000,1000,0.01,0.0,0.28107786708750165,0.4367043863784045,0.22345281946930753,8.0,0.9922778767136677,0.4038739360727936,0.00048596826595055426,0.03964754279720635,0.039161574531255794,0.00026877989935132846,0.03084738543611919
0.25,2.0,17,5000,1000,0.01,0.0,0.20546392863369606,0.3883230024305979,0.23306246827206406,8.0,0.9922778767136677,0.26754038194327723,0.0018652177669056067,0.04218339433197542,0.040318176565069815,-0.0011497272715609364,0.03223552967923711
0.25,2.0,18,5000,1000,0.01,0.0,0.24593307286797111,0.28891714741141516,0.06216702856652404,8.0,0.9922778767136677,0.40856527706090084,0.0004330687192466901,0.040289023577495954,0.03985595485824926,0.0003336746550262905,0.038501958629924844
0.25,2.0,19,5000,1000,0.01,0.0,1.0421969786067333,1.0216265996471483,0.028281397366535562,8.0,0.9922778767136677,0.48166995280385044,0.00021355989923786637,0.04273235629443155,0.04251879639519368,0.00040253462955109454,0.0421841733223144
0.25,2.0,20,5000,1000,0.01,0.0,0.4794187618895221,0.38578346596775914,0.5148501901991798,8.0,0.9922778767136677,1.3044337162038335,0.00038274342872712726,0.04153919571067263,0.041156452281945505,0.0003343095373059216,0.06278665418216745
0.25,2.0,21,5000,1000,0.01,0.0,0.5600731132560222,0.43950017669528235,0.2888657239328588,8.0,0.9922778767136677,1.363550580206422,0.002515922975308072,0.039650839149715164,0.03713491617440709,0.0015239569437187476,0.050997849871316746
0.25,2.0,22,5000,1000,0.01,0.0,0.7502582194991834,0.6037162824433401,0.1728502547413416,8.0,0.9922778767136677,0.7776656591348869,0.0013956053844187614,0.03818922231899261,0.03679361693457385,-0.0016576799158807907,0.03159583375423292
0.25,2.0,23,5000,1000,0.01,0.0,0.38178467626350304,0.3065517283557614,0.15189899806873014,8.0,0.9922778767136677,0.6156419827202103,0.0015297174731796032,0.0362003340285937,0.03467061655541409,0.0015061148635330996,0.04089147998978607
0.25,2.0,24,5000,1000,0.01,0.0,0.3438126106544528,0.09435442081071248,0.29358197207193076,8.0,0.9922778767136677,0.2553102974480624,0.001229667712522809,0.039739523496504794,0.038509855783981986,0.0011670078330755064,0.02816501600673551
0.25,2.0,25,5000,1000,0.01,0.0,0.20423442149187893,0.2208159237260058,0.022586550619576453,8.0,0.9922778767136677,0.2600565265639094,0.0011288396514452005,0.037336154189278166,0.03620731453783296,0.0008501247532373718,0.03650352505711854
0.25,2.0,26,5000,1000,0.01,0.0,0.40340682814635637,0.36326888432091065,0.09204603579110981,8.0,0.9922778767136677,0.7012441819246054,0.0015399140349377216,0.041182033129336396,0.03964211909439867,-0.0012796163808975604,0.039160496749835585
0.25,2.0,27,5000,1000,0.01,0.0,0.6025551209757312,0.35639571013950094,0.18662324602569377,8.0,0.9922778767136677,0.3420515466064106,0.0013534771865711694,0.039941488827032384,0.03858801164046122,0.0017261922736603052,0.0324993701463525
0.25,2.0,28,5000,1000,0.01,0.0,0.5302846979483888,0.5665922127866333,0.2951382376806025,8.0,0.9922778767136677,2.0226864445229036,0.0008409358993552306,0.04011966916430415,0.03927873326494892,-0.0009481681370141172,0.051862225710957575
0.25,2.0,29,5000,1000,0.01,0.0,0.513739121761929,0.46682984460638893,0.10001669359744125,8.0,0.9922778767136677,1.2725261539571322,0.001700105862165,0.041262399338215086,0.03956229347605009,0.0009240587088130197,0.04524604757341352
0.25,2.0,30,5000,1000,0.01,0.0,0.24051009944575721,0.2184982336288682,0.0777743907340688,8.0,0.9922778767136677,0.3754808933609368,0.0013292070272331823,0.04186659449246963,0.04053738746523645,0.0012066727606285317,0.044950485616077
0.25,2.0,31,5000,1000,0.01,0.0,0.5759560943757778,0.44790276719617794,0.7923997221520247,8.0,0.9922778767136677,2.2152430242997125,0.0014464255008168855,0.041236815628278384,0.0397903901274615,-0.0015880833389712364,0.07386489182403663
0.25,2.0,32,5000,1000,0.01,0.0,0.3672014606589897,0.4156320409171321,0.1248435957469532,8.0,0.9922778767136677,0.7688264750554427,0.0029864589784225322,0.039602529155202425,0.03661607017677989,0.001991278944634942,0.0347447583141306
0.25,2.0,33,5000,1000,0.01,0.0,0.18730627141721373,0.14225097992558428,0.04838892066140828,8.0,0.9922778767136677,0.1552974425750102,0.0017382339342568308,0.04039643869724138,0.03865820476298455,0.001973138745006445,0.03850639807179191
0.25,2.0,34,5000,1000,0.01,0.0,0.4322910734222344,0.5383448647848228,0.6390702343125629,8.0,0.9922778767136677,1.0995995462186283,0.0016163290327710013,0.0414490391966561,0.0398327101638851,0.002058642778395444,0.06776877453220717
0.25,2.0,35,5000,1000,0.01,0.0,1.1000975619441293,0.818082110626456,0.15782364287450593,8.0,0.9922778767136677,0.448803891969322,0.000256541810437389,0.038961254399367866,0.038704712588930476,0.0003518091738191993,0.032853858231997754
0.25,2.0,36,5000,1000,0.01,0.0,0.20405242368428447,0.21185202186561136,0.0635558922833513,8.0,0.9922778767136677,0.2979326137871778,0.0012765912181048628,0.04113371374904877,0.03985712253094391,0.001188284998153359,0.0434613756110925
0.25,2.0,37,5000,1000,0.01,0.0,0.3948997477866078,0.39314058283951936,0.2434227010093489,8.0,0.9922778767136677,0.4399200044368614,4.352084305267043e-05,0.0390477045992728,0.03900418375622013,3.446360269494576e-05,0.02970118389152335
0.25,2.0,38,5000,1000,0.01,0.0,0.5267203745287856,0.4594460802697572,0.15364609403171028,8.0,0.9922778767136677,1.359136940487844,0.0018596232927220427,0.0406328880687938,0.03877326477607176,0.0014864141798906318,0.046734193900414125
0.25,2.0,39,5000,1000,0.01,0.0,0.39709383857896097,0.3853094954634388,0.08546628708345613,8.0,0.9922778767136677,0.8927540142532794,0.0014350034323413314,0.04055218028383282,0.039117176851491485,-0.0012517048186978183,0.04320850210840201
0.25,2.0,40,5000,1000,0.01,0.0,0.3082880453676663,0.266803952884407,0.0934200770819888,8.0,0.9922778767136677,0.5191884617939,0.0012686877043384258,0.04168204185576262,0.04041335415142419,-0.000995709278995243,0.044917496833410314
0.25,2.0,41,5000,1000,0.01,0.0,0.7124308291756787,0.3949091184633058,0.3723989051992542,8.0,0.9922778767136677,0.36420480675921885,0.00046583848350726384,0.04177584627425438,0.041310007790747116,-0.00027487864726463164,0.026149153810600456
0.25,2.0,42,5000,1000,0.01,0.0,0.4514775761421688,0.41479024017852073,0.156849764723401,8.0,0.9922778767136677,1.1003346488110175,0.0014666009742504602,0.04099840359120175,0.039531802616951286,-0.001349102596588772,0.04716150627852673
0.25,2.0,43,5000,1000,0.01,0.0,0.8637021256616906,0.271103399108276,0.4909282056050889,8.0,0.9922778767136677,0.45010704278742236,0.0005741028441205244,0.039268760275229436,0.03869465743110891,0.0005820605258433028,0.020262202104791394
0.25,2.0,44,5000,1000,0.01,0.0,0.5466248394058187,0.46279325864837173,0.2558776906510304,8.0,0.9922778767136677,1.6299992205201503,0.00016486336038065927,0.03967338603465673,0.03950852267427607,-7.374146046705584e-05,0.04953503202272924
0.25,2.0,45,5000,1000,0.01,0.0,0.35845649180262046,0.38140419423971655,0.066901554085889,8.0,0.9922778767136677,0.7065470657635089,0.0006226558036239685,0.03815375212127045,0.037531096317646485,-0.00042474424741246563,0.03572919934073847
0.25,2.0,46,5000,1000,0.01,0.0,0.4392415312356652,0.6146490391114161,0.33629252166829526,8.0,0.9922778767136677,1.2682310228453944,0.0011836856232257044,0.03852350833818722,0.037339822714961515,0.0012288527526900942,0.051068195139861314
0.25,2.0,47,5000,1000,0.01,0.0,0.33550395078200834,0.22120203665994315,0.2174806558542575,8.0,0.9922778767136677,0.5675642913970611,0.0023329000120287636,0.04093516272345305,0.038602262711424286,-0.0022079331838624444,0.04966485108151467
0.25,2.0,48,5000,1000,0.01,0.0,0.42446598833914684,0.4142926338860197,0.208603341744251,8.0,0.9922778767136677,1.0916782957490783,0.00018672150890022393,0.04084695485127482,0.0406602333423746,0.0001710293680732009,0.049263462989404164
0.25,2.0,49,5000,1000,0.01,0.0,0.3546341575076199,0.32000457100687196,0.17696536795894632,8.0,0.9922778767136677,0.7422069980128095,0.00041203971222927437,0.03790627463532543,0.037494234923096156,-1.3997873821976042e-05,0.04447760648766398
0.25,2.0,50,5000,1000,0.01,0.0,0.855168615901848,0.9351772337572835,0.09623238268352911,8.0,0.9922778767136677,1.1771755855931545,0.00040292424090956636,0.03974872389475418,0.03934579965384461,-0.0003572151360201989,0.0424597299674585
0.25,2.0,51,5000,1000,0.01,0.0,0.3151403619108056,0.311057488129899,0.11405066919136321,8.0,0.9922778767136677,0.3132879081022543,0.0020305822331641893,0.0402846844368103,0.038254102203646105,0.0018270111262908215,0.03579253859078887
0.25,2.0,52,5000,1000,0.01,0.0,0.42102818524579155,0.5067181950937678,0.14880126309424876,8.0,0.9922778767136677,1.3030629312842177,0.00019333484774638273,0.03813762447141505,0.037944289623668664,-0.00021430371809665855,0.03354612733382289
0.25,2.0,53,5000,1000,0.01,0.0,0.3462365063707972,0.3116395563730817,0.06987546221048707,8.0,0.9922778767136677,0.5908065966085383,0.0010567278564359657,0.04119680666487557,0.0401400788084396,0.000813893081593693,0.043790908858549644
0.25,2.0,54,5000,1000,0.01,0.0,0.2546070006583406,0.26283109758870893,0.06754601985023616,8.0,0.9922778767136677,0.18083601673410926,0.000961983085604788,0.041785045936542545,0.04082306285093776,-0.0010586793912617655,0.03966696437795968
0.25,2.0,55,5000,1000,0.01,0.0,0.5673614345741961,0.5252914520557745,0.1188808486752537,8.0,0.9922778767136677,0.5010115307756128,0.0006206201251620444,0.04237571445501836,0.041755094329856315,-0.0007577590439275075,0.03768369639186345
0.25,2.0,56,5000,1000,0.01,0.0,0.4569028414286011,0.4185068549519707,0.07466140991167182,8.0,0.9922778767136677,0.9555137613873104,0.0026129678359784005,0.03785494383424933,0.03524197599827093,0.0015169590901317582,0.0404205356860012
0.25,2.0,57,5000,1000,0.01,0.0,0.5319710901361212,0.41748326158580107,0.2592932338948088,8.0,0.9922778767136677,1.3296562905292622,0.0024112744068947043,0.039720578805997366,0.03730930439910266,0.0014705086284251716,0.049841688494761546
0.25,2.0,58,5000,1000,0.01,0.0,0.3175918325057633,0.4848788578443453,0.25038971320676656,8.0,0.9922778767136677,0.47573739342590504,0.0012804335888494697,0.03844876949898469,0.03716833591013522,-0.0008743831276537616,0.02872786363006241
0.25,2.0,59,5000,1000,0.01,0.0,0.3387702031898836,0.16030803915558037,0.44358717047160406,8.0,0.9922778767136677,0.5614990049548477,0.0012717727820550342,0.04023434905010147,0.03896257626804643,-0.001250366922900536,0.057907683682030815
0.25,2.0,60,5000,1000,0.01,0.0,0.1812112830614313,0.19584621268358846,0.14027009583372266,8.0,0.9922778767136677,0.1800442375718986,0.001157394610610223,0.0386753976742484,0.03751800306363818,-0.0010972224328880638,0.03311008860134606
0.25,2.0,61,5000,1000,0.01,0.0,0.3714384800453016,0.3742682399892164,0.15170535122282114,8.0,0.9922778767136677,0.9074329103409096,0.001560587475523446,0.0417116155673235,0.04015102809180005,0.001591274557710374,0.047342746085996444
0.25,2.0,62,5000,1000,0.01,0.0,0.39442725019987634,0.4031014705905571,0.04902413148598106,8.0,0.9922778767136677,0.7528663983579164,2.6946993245944567e-05,0.036296508349701176,0.03626956135645523,7.148156614738333e-05,0.03485294741791954
0.25,2.0,63,5000,1000,0.01,0.0,0.7639812658630543,0.41190459822513265,0.2887409589625791,8.0,0.9922778767136677,0.3824779659168566,0.0003921873691469298,0.03830438699182629,0.03791219962267936,-0.0004370643713094325,0.027284673927097488
0.25,2.0,64,5000,1000,0.01,0.0,0.6755203783538237,0.7806866633583095,0.09122374333055465,8.0,0.9922778767136677,0.35888008040272634,0.00014866633215082859,0.03885663473612086,0.03870796840397003,0.0005825418309312109,0.042107942761881664
0.25,2.0,65,5000,1000,0.01,0.0,0.34127665609461305,0.3418840841132,0.05707276669703785,8.0,0.9922778767136677,0.5862678625907596,0.0015576014929863523,0.038581702169715903,0.03702410067672955,-0.001106107711382791,0.03697002825305787
0.25,2.0,66,5000,1000,0.01,0.0,0.546234393526082,0.4313275253315196,0.2639754698006936,8.0,0.9922778767136677,0.639051043114238,0.0030168282186049888,0.04100415361106426,0.037987325392459276,0.002648107975017325,0.030140025771890535
0.25,2.0,67,5000,1000,0.01,0.0,0.6613186940943772,0.47667303978901526,0.6569744148158322,8.0,0.9922778767136677,2.78515740793933,0.0012485255689303274,0.03976753653565246,0.03851901096672213,0.0007207589811610133,0.06574157574621413
0.25,2.0,68,5000,1000,0.01,0.0,0.43493022243142376,0.4683624463868368,0.05938443181172427,8.0,0.9922778767136677,1.0262693751629763,0.003033423134079126,0.03919240091798336,0.036158977783904235,0.0014572815350620983,0.036859187405688124
0.25,2.0,69,5000,1000,0.01,0.0,0.5348050614970186,0.47526131672545646,0.13553867343869333,8.0,0.9922778767136677,1.188025764930277,0.0023332279333233745,0.041485136682015374,0.039151908748691996,-0.001193102143950988,0.04672705293026592
0.25,2.0,70,5000,1000,0.01,0.0,1.2372215891918503,0.29579130266339954,0.4657081253309538,8.0,0.9922778767136677,0.5349454826945117,0.0016659991060585012,0.04060319321274894,0.038937194106690436,-0.0018983328256092047,0.0218077825077905
0.25,2.0,71,5000,1000,0.01,0.0,0.4891894796689935,0.39934252106577467,0.1781145022855693,8.0,0.9922778767136677,0.5539094185693879,0.0038219503536774287,0.03870967455972658,0.034887724206049145,0.0034923866291948677,0.032087386290714344
0.25,2.0,72,5000,1000,0.01,0.0,0.49806122544154346,0.6141898620008673,0.44196851792658215,8.0,0.9922778767136677,1.871634350416385,0.0012389292478478479,0.03918822432552234,0.03794929507767449,-0.0014329433517919733,0.05632355402174706
0.25,2.0,73,5000,1000,0.01,0.0,0.2558110926922697,0.2412180082324064,0.02558540401160748,8.0,0.9922778767136677,0.31124938662832025,0.0007653579092990968,0.042686775490519385,0.04192141758122029,-0.0008749560741904525,0.04336103325031555
0.25,2.0,74,5000,1000,0.01,0.0,0.5279135451679564,0.4884370208257822,0.15341196538004248,8.0,0.9922778767136677,1.9036356833068642,0.00026531325919701323,0.03661932414795217,0.03635401088875516,-0.00022417988262201096,0.04207779549564526
0.25,2.0,75,5000,1000,0.01,0.0,0.20674388903487265,0.2179663488186353,0.07791391049511705,8.0,0.9922778767136677,0.2502537365023018,7.170187153981587e-05,0.04068028934882792,0.040608587477288106,-0.000281989390071311,0.037468708420071356
0.25,2.0,76,5000,1000,0.01,0.0,0.44330772553288844,0.43340641354738135,0.06548810536946713,8.0,0.9922778767136677,0.7773786823213562,0.0003944052640090471,0.03970998564393625,0.039315580379927204,0.0002213438267311156,0.04004961643498109
0.25,2.0,77,5000,1000,0.01,0.0,0.4348466835679448,0.36554192835981403,0.19204102059418834,8.0,0.9922778767136677,0.49302804796131844,0.00012875378390297094,0.04311064134640546,0.042981887562502485,1.3218958220294715e-05,0.03542762172013927
0.25,2.0,78,5000,1000,0.01,0.0,0.33643639988941343,0.421977752017461,0.15164922827280838,8.0,0.9922778767136677,0.7513766895873368,0.0009084477862789048,0.042044946644961986,0.041136498858683083,-0.0005028709063963684,0.03637849939715022
0.25,2.0,79,5000,1000,0.01,0.0,0.47964762197169175,0.18465002839310565,0.44720124409111367,8.0,0.9922778767136677,0.3292607824129474,0.0037267413983189945,0.039368746399213145,0.03564200500089415,-0.003027912909232524,0.021749489114347847
0.25,2.0,80,5000,1000,0.01,0.0,0.3318033985725099,0.3588090521457696,0.029913006355385064,8.0,0.9922778767136677,0.3096773649453055,0.0017610255103517433,0.0439710195400464,0.04220999402969465,-0.0023201306493418074,0.0450660975336474
0.25,2.0,81,5000,1000,0.01,0.0,0.24288197672376408,0.2596523627165774,0.10887806942838708,8.0,0.9922778767136677,0.3177718174271797,0.0029311502279674483,0.04277469728949468,0.03984354706152723,-0.002520452457101321,0.03809489672227868
0.25,2.0,82,5000,1000,0.01,0.0,0.524189138316513,0.2669784253734147,0.3037764362116403,8.0,0.9922778767136677,0.31889792515040805,0.0014751743444147193,0.03881254952729095,0.03733737518287623,0.0014381824731602775,0.027050060925394265
0.25,2.0,83,5000,1000,0.01,0.0,0.16476359874211186,0.15206005060759864,0.016709780635130695,8.0,0.9922778767136677,0.21132800158917048,0.0017206530018805013,0.04131199987153703,0.039591346869656534,-0.0016347306229722823,0.04182155246528084
0.25,2.0,84,5000,1000,0.01,0.0,0.3520349030595158,0.284390178567252,0.15924774664752803,8.0,0.9922778767136677,0.611210693385829,0.0013878562877682771,0.039973226689522426,0.03858537040175415,0.0012768515620761617,0.045906375675460326
0.25,2.0,85,5000,1000,0.01,0.0,0.4347901015392659,0.38042110954490804,0.09377927217220483,8.0,0.9922778767136677,0.8190429777775187,0.0011642205596231498,0.03884403544979581,0.037679814890172664,0.0008506943236786525,0.04084972784389884
0.25,2.0,86,5000,1000,0.01,0.0,0.9269989687892043,0.697850884661345,0.15808983534957347,8.0,0.9922778767136677,0.7954980966913113,0.0005476990122716061,0.041686618812321836,0.04113891980005023,-0.0008445071993797213,0.03559185210054815
0.25,2.0,87,5000,1000,0.01,0.0,0.38545309313127135,0.28939985043834815,0.11334233495481896,8.0,0.9922778767136677,0.33846599664708765,0.001731249496723137,0.03780771848699141,0.03607646899026827,0.0015814075032783799,0.03404848109924748
0.25,2.0,88,5000,1000,0.01,0.0,0.3631185919217259,0.1604390044727624,0.3513825042889729,8.0,0.9922778767136677,0.59590910023807,0.0033969535595325838,0.039598958344594926,0.036202004785062344,0.0030425176664559206,0.053435837859603014
0.25,2.0,89,5000,1000,0.01,0.0,0.48343674861215535,0.47521901855771,0.07990142918484691,8.0,0.9922778767136677,0.9150708787471094,0.00040835218859342013,0.04178098740761323,0.041372635219019814,-0.0004976246257765279,0.04418905447874267
0.25,2.0,90,5000,1000,0.01,0.0,0.4236691594452525,0.37022348847297576,0.09364082062721368,8.0,0.9922778767136677,0.7708962083109726,0.0005230835515198952,0.042052732132534625,0.04152964858101473,-0.0001402027398895697,0.04575387914741977
0.25,2.0,91,5000,1000,0.01,0.0,0.5515212613755167,0.5641085152846901,0.09887021090848742,8.0,0.9922778767136677,0.5213071574211573,0.00216958797686457,0.040516330453732874,0.038346742476868305,0.0035033354229570724,0.04366610836345914
0.25,2.0,92,5000,1000,0.01,0.0,0.40788585676604,0.3667789434693663,0.16570356821917087,8.0,0.9922778767136677,0.9312379210721389,0.0021309670357987686,0.03726934058295717,0.035138373547158396,-0.0017105620388387338,0.04323319847975
0.25,2.0,93,5000,1000,0.01,0.0,0.49343897500684736,0.435108788298835,0.13327597245800576,8.0,0.9922778767136677,0.8780081568982621,0.0004282080622244529,0.03943510127567534,0.03900689321345088,0.00016702052913658777,0.03474211535671715
0.25,2.0,94,5000,1000,0.01,0.0,0.4913804174188185,0.4857548851994038,0.06549981759557047,8.0,0.9922778767136677,1.3008988636945922,0.002270889254783133,0.03904641597918396,0.03677552672440083,-0.001424042399805609,0.0376122598078234
0.25,2.0,95,5000,1000,0.01,0.0,0.34182313794297725,0.27777608900977646,0.08195119509562897,8.0,0.9922778767136677,0.2879163957532303,0.001125574363291036,0.03934228193393304,0.03821670757064201,0.0012020720628110875,0.036233175844997106
0.25,2.0,96,5000,1000,0.01,0.0,0.5430138254269694,0.21123265549365655,0.29789140227561994,8.0,0.9922778767136677,0.31642292263039423,0.0035835517115362877,0.042504371931988576,0.03892082022045229,-0.0036352185090662795,0.02973069331373483
0.25,2.0,97,5000,1000,0.01,0.0,0.3541199971590358,0.39021966756960347,0.18456846531047053,8.0,0.9922778767136677,0.5358215062176742,0.000317442259377691,0.04083736701431472,0.04051992475493703,-0.00039844564630323953,0.04809826181011087
0.25,2.0,98,5000,1000,0.01,0.0,0.6088545437132187,0.6334424857849612,0.05862778226245349,8.0,0.9922778767136677,1.2581347259943907,0.0009194785203560317,0.04029987682119554,0.03938039830083951,-0.0011185029308238823,0.042273581771608476
0.25,2.0,99,5000,1000,0.01,0.0,0.47732766334580823,0.43879930615182905,0.06543462469376866,8.0,0.9922778767136677,0.6874459654796119,0.001095429563570274,0.04184711434137765,0.04075168477780738,-0.0011626794622622305,0.0396091230785107
0.5,0.0,0,5000,1000,0.01,0.0,0.42376556891021994,0.3154253906809212,0.3339366629646785,0.0,0.0,0.4753293129771477,0.0002862022483379781,0.00012013403809924424,-0.00016606821023873388,0.0002974391642069246,0.0001825380692481047
0.5,0.0,1,5000,1000,0.01,0.0,0.20556119225717645,0.30759058802240846,0.20496517258908895,0.0,0.0,0.40985933691369053,0.0001497105281841046,0.0004761417983828141,0.0003264312701987095,-0.00033878920757217276,0.00035269209398659367
0.5,0.0,2,5000,1000,0.01,0.0,0.1950326380360613,0.03454868418652367,0.1946278214518937,0.0,0.0,0.21182519060126487,0.0029681499862728106,0.0016815647284838722,-0.0012865852577889384,0.0031029892119071685,-0.0014886292643219393
