dimension,condition,beta,sample_size,seed,scale,generator_error,vector_field_cosine,orbit_shape_error,frequency_error,trajectory_error
2,1.5,0.5,500,20,0.9048206509419376,0.0671142561372143,0.9987535610773659,0.024964363827605675,0.03361242928798692,0.010670207471574177
2,1.5,0.5,500,21,0.9453405767238326,0.018938402585500103,0.9998935242180866,0.007296430014506985,0.003864167755264285,0.003004395761320933
2,1.5,0.5,500,22,0.9636722424501538,0.013282482327249491,0.9999532246073697,0.004836082744862647,0.0045575979281575465,0.0021088914509104564
2,1.5,0.5,500,23,1.0889177158507728,0.01894599996805998,0.9998956321439698,0.0072238444068987015,0.0072754732784880835,0.0030090864417276395
2,1.5,0.5,500,24,1.0396492572988878,0.07269895803101012,0.9985751239938473,0.026691534296033503,0.02187092897058166,0.011539365687429044
2,1.5,0.5,500,25,0.975283608245755,0.01742223212734964,0.9999059108419239,0.006858905090322122,0.002358084996985351,0.002763177519198259
2,1.5,0.5,500,26,0.9872314298444151,0.017506280959555233,0.999901104682376,0.007031902929644369,0.004169300147997036,0.0027776552819804372
2,1.5,0.5,500,27,1.0141578989156852,0.0771082354237777,0.9984881557991012,0.027494037543608445,0.017395185231667835,0.012233847009656657
2,1.5,0.5,500,28,1.0144551057739641,0.09540927713646309,0.9974615668814207,0.03562606572847508,0.04172703362596984,0.015159035131117911
2,1.5,0.5,500,29,0.9834344013058983,0.053445016716882704,0.9990765530764005,0.021487751436568316,0.0050802673077114755,0.008475553452590804
2,1.5,0.5,500,30,0.9826237440134322,0.03118480350122008,0.9997181480197729,0.011871225299588532,0.006190232167069495,0.004947071730338834
2,1.5,0.5,500,31,1.0851426742363968,0.04978398383877775,0.9992628697484995,0.01919805005072762,0.013846980771511279,0.007900913815106657
2,1.5,0.5,500,32,1.0240976540461584,0.0330893496362892,0.9997120766977919,0.0119984020229378,0.0046556948203775855,0.005248079535104714
2,1.5,0.5,500,33,1.0620125022554439,0.02790936675783552,0.9997934184372412,0.010163207238829443,0.00986766735480419,0.004431618565229824
