seed,forward_reverse_symmetric_feature_difference,forward_reverse_transition_difference,current_sign_reversal_error,symmetric_information_accuracy,symmetric_information_AUC,asymmetric_current_accuracy,asymmetric_current_AUC,entropy_production_AUC,entropy_production_forward,entropy_production_reverse,detailed_balance_residual_forward,detailed_balance_residual_reverse,reversible_negative_control_current_norm,probability_current_baseline_accuracy,input_A_has_asymmetric_information,input_B_has_explicit_current,timestamps_hidden,forward_reverse_metadata_stripped,stage
20049,0.0,0.15755758003206008,0.0,0.5,0.5,1.0,1.0,0.5,0.0613957754162824,0.0613957754162824,0.03938939500801502,0.03938939500801502,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20050,0.0,0.14520753380020876,0.0,0.5,0.5,1.0,1.0,0.5,0.048225180061571594,0.048225180061571594,0.03630188345005219,0.03630188345005219,0.0,1.0,False,True,True,True,confirmation
20051,0.0,0.14196619012077352,0.0,0.5,0.5,1.0,1.0,0.5,0.04892690813463246,0.04892690813463246,0.03549154753019338,0.03549154753019338,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20052,0.0,0.1649414113850516,0.0,0.5,0.5,1.0,1.0,0.5,0.06294211190493307,0.06294211190493307,0.0412353528462629,0.0412353528462629,0.0,1.0,False,True,True,True,confirmation
20053,0.0,0.1427837398460784,0.0,0.5,0.5,1.0,1.0,0.5,0.045792804315741224,0.045792804315741224,0.0356959349615196,0.0356959349615196,0.0,1.0,False,True,True,True,confirmation
20054,0.0,0.15184417800253414,0.0,0.5,0.5,1.0,1.0,0.5,0.0519377269867687,0.0519377269867687,0.037961044500633534,0.037961044500633534,0.0,1.0,False,True,True,True,confirmation
20055,0.0,0.1441487975555377,0.0,0.5,0.5,1.0,1.0,0.5,0.04959656281997003,0.04959656281997003,0.036037199388884424,0.036037199388884424,0.0,1.0,False,True,True,True,confirmation
20056,0.0,0.15732696923570982,0.0,0.5,0.5,1.0,1.0,0.5,0.05921307407485027,0.05921307407485027,0.039331742308927456,0.039331742308927456,0.0,1.0,False,True,True,True,confirmation
20057,0.0,0.15796560424403008,0.0,0.5,0.5,1.0,1.0,0.5,0.05864095686557142,0.05864095686557142,0.03949140106100752,0.03949140106100752,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20058,0.0,0.16442858629394513,0.0,0.5,0.5,1.0,1.0,0.5,0.06495326370798733,0.06495326370798733,0.04110714657348628,0.04110714657348628,0.0,1.0,False,True,True,True,confirmation
20059,0.0,0.1421588632181394,0.0,0.5,0.5,1.0,1.0,0.5,0.048291138138538754,0.048291138138538754,0.03553971580453485,0.03553971580453485,0.0,1.0,False,True,True,True,confirmation
20060,0.0,0.16730197655431203,0.0,0.5,0.5,1.0,1.0,0.5,0.06649233065639326,0.06649233065639326,0.04182549413857801,0.04182549413857801,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20061,0.0,0.16292816121423997,0.0,0.5,0.5,1.0,1.0,0.5,0.06315860775198615,0.06315860775198615,0.040732040303559994,0.040732040303559994,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20062,0.0,0.14578100694077115,0.0,0.5,0.5,1.0,1.0,0.5,0.05048993172493385,0.05048993172493385,0.03644525173519279,0.03644525173519279,0.0,1.0,False,True,True,True,confirmation
20063,0.0,0.15757751969139314,0.0,0.5,0.5,1.0,1.0,0.5,0.056802868692314025,0.056802868692314025,0.039394379922848284,0.039394379922848284,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20064,0.0,0.15311556346740526,0.0,0.5,0.5,1.0,1.0,0.5,0.056228554955346656,0.056228554955346656,0.038278890866851316,0.038278890866851316,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20065,0.0,0.16563074338063266,0.0,0.5,0.5,1.0,1.0,0.5,0.06441877398156469,0.06441877398156469,0.041407685845158165,0.041407685845158165,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20066,0.0,0.16340596299505786,0.0,0.5,0.5,1.0,1.0,0.5,0.061609124597993344,0.061609124597993344,0.040851490748764464,0.040851490748764464,0.0,1.0,False,True,True,True,confirmation
20067,0.0,0.14925421814043038,0.0,0.5,0.5,1.0,1.0,0.5,0.05309076678506734,0.05309076678506734,0.037313554535107596,0.037313554535107596,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20068,0.0,0.14669375222697095,0.0,0.5,0.5,1.0,1.0,0.5,0.0508507925817571,0.0508507925817571,0.03667343805674274,0.03667343805674274,0.0,1.0,False,True,True,True,confirmation
20069,0.0,0.1626869661400385,0.0,0.5,0.5,1.0,1.0,0.5,0.06424518116222586,0.06424518116222586,0.040671741535009624,0.040671741535009624,0.0,1.0,False,True,True,True,confirmation
20070,0.0,0.1652465785749802,0.0,0.5,0.5,1.0,1.0,0.5,0.06273812971365124,0.06273812971365124,0.04131164464374505,0.04131164464374505,0.0,1.0,False,True,True,True,confirmation
20071,0.0,0.16606255493978248,0.0,0.5,0.5,1.0,1.0,0.5,0.06358615971801901,0.06358615971801901,0.04151563873494562,0.04151563873494562,0.0,1.0,False,True,True,True,confirmation
20072,0.0,0.15475983998918072,0.0,0.5,0.5,1.0,1.0,0.5,0.05478399766835319,0.05478399766835319,0.03868995999729518,0.03868995999729518,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20073,0.0,0.16554728584935585,0.0,0.5,0.5,1.0,1.0,0.5,0.06824366777067478,0.06824366777067478,0.04138682146233896,0.04138682146233896,0.0,1.0,False,True,True,True,confirmation
20074,0.0,0.15391204649842669,0.0,0.5,0.5,1.0,1.0,0.5,0.05834627762107977,0.05834627762107977,0.03847801162460667,0.03847801162460667,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20075,0.0,0.15436707829907095,0.0,0.5,0.5,1.0,1.0,0.5,0.05611467060248308,0.05611467060248308,0.03859176957476774,0.03859176957476774,0.0,1.0,False,True,True,True,confirmation
20076,0.0,0.14460484693709874,0.0,0.5,0.5,1.0,1.0,0.5,0.047219712104193214,0.047219712104193214,0.036151211734274685,0.036151211734274685,0.0,1.0,False,True,True,True,confirmation
20077,0.0,0.16959727673791497,0.0,0.5,0.5,1.0,1.0,0.5,0.06960443947138162,0.06960443947138162,0.04239931918447874,0.04239931918447874,0.0,1.0,False,True,True,True,confirmation
20078,0.0,0.16589860304358195,0.0,0.5,0.5,1.0,1.0,0.5,0.06289001136559558,0.06289001136559558,0.04147465076089549,0.04147465076089549,0.0,1.0,False,True,True,True,confirmation
20079,0.0,0.16851971989995604,0.0,0.5,0.5,1.0,1.0,0.5,0.06517204856908364,0.06517204856908364,0.04212992997498901,0.04212992997498901,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20080,0.0,0.1550784063010632,0.0,0.5,0.5,1.0,1.0,0.5,0.054524849455145796,0.054524849455145796,0.0387696015752658,0.0387696015752658,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20081,0.0,0.16878316560107587,0.0,0.5,0.5,1.0,1.0,0.5,0.06676091190249236,0.06676091190249236,0.04219579140026897,0.04219579140026897,0.0,1.0,False,True,True,True,confirmation
20082,0.0,0.15911433557283086,0.0,0.5,0.5,1.0,1.0,0.5,0.05854141483324976,0.05854141483324976,0.039778583893207715,0.039778583893207715,0.0,1.0,False,True,True,True,confirmation
20083,0.0,0.1451694969397345,0.0,0.5,0.5,1.0,1.0,0.5,0.0506797336549103,0.0506797336549103,0.03629237423493362,0.03629237423493362,0.0,1.0,False,True,True,True,confirmation
20084,0.0,0.14483341825185458,0.0,0.5,0.5,1.0,1.0,0.5,0.04675387490308398,0.04675387490308398,0.036208354562963646,0.036208354562963646,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20085,0.0,0.14510854977211848,0.0,0.5,0.5,1.0,1.0,0.5,0.05155671115503718,0.05155671115503718,0.03627713744302962,0.03627713744302962,0.0,1.0,False,True,True,True,confirmation
20086,0.0,0.14723784339520457,0.0,0.5,0.5,1.0,1.0,0.5,0.049873958109748893,0.049873958109748893,0.03680946084880114,0.03680946084880114,0.0,1.0,False,True,True,True,confirmation
20087,0.0,0.14815817887300634,0.0,0.5,0.5,1.0,1.0,0.5,0.05071786312452439,0.05071786312452439,0.037039544718251584,0.037039544718251584,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20088,0.0,0.1627649658526562,0.0,0.5,0.5,1.0,1.0,0.5,0.06675799401396619,0.06675799401396619,0.04069124146316405,0.04069124146316405,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20089,0.0,0.16612638253374498,0.0,0.5,0.5,1.0,1.0,0.5,0.06459568837325641,0.06459568837325641,0.041531595633436245,0.041531595633436245,0.0,1.0,False,True,True,True,confirmation
20090,0.0,0.15443469744252192,0.0,0.5,0.5,1.0,1.0,0.5,0.05911426770248912,0.05911426770248912,0.03860867436063048,0.03860867436063048,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20091,0.0,0.1414322190497395,0.0,0.5,0.5,1.0,1.0,0.5,0.04685662519104185,0.04685662519104185,0.03535805476243487,0.03535805476243487,0.0,1.0,False,True,True,True,confirmation
20092,0.0,0.16831052427174079,0.0,0.5,0.5,1.0,1.0,0.5,0.06734014678469266,0.06734014678469266,0.042077631067935196,0.042077631067935196,0.0,1.0,False,True,True,True,confirmation
20093,0.0,0.14420780416816378,0.0,0.5,0.5,1.0,1.0,0.5,0.05086463600760624,0.05086463600760624,0.036051951042040946,0.036051951042040946,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20094,0.0,0.1439942563065224,0.0,0.5,0.5,1.0,1.0,0.5,0.049869703521589856,0.049869703521589856,0.0359985640766306,0.0359985640766306,0.0,1.0,False,True,True,True,confirmation
20095,0.0,0.1487289713798198,0.0,0.5,0.5,1.0,1.0,0.5,0.05047956279413424,0.05047956279413424,0.03718224284495495,0.03718224284495495,0.0,1.0,False,True,True,True,confirmation
20096,0.0,0.16504595564318053,0.0,0.5,0.5,1.0,1.0,0.5,0.06585572300320863,0.06585572300320863,0.04126148891079513,0.04126148891079513,0.0,1.0,False,True,True,True,confirmation
20097,0.0,0.16105668276878088,0.0,0.5,0.5,1.0,1.0,0.5,0.06387955365945518,0.06387955365945518,0.04026417069219522,0.04026417069219522,0.0,1.0,False,True,True,True,confirmation
20098,0.0,0.1496163619188227,0.0,0.5,0.5,1.0,1.0,0.5,0.05072850843926953,0.05072850843926953,0.03740409047970567,0.03740409047970567,0.0,1.0,False,True,True,True,confirmation
20099,0.0,0.16748905078719542,0.0,0.5,0.5,1.0,1.0,0.5,0.06821504914939859,0.06821504914939859,0.041872262696798855,0.041872262696798855,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20100,0.0,0.15775381668241228,0.0,0.5,0.5,1.0,1.0,0.5,0.060120559957920726,0.060120559957920726,0.03943845417060307,0.03943845417060307,0.0,1.0,False,True,True,True,confirmation
20101,0.0,0.1497727789171478,0.0,0.5,0.5,1.0,1.0,0.5,0.05355795033925768,0.05355795033925768,0.03744319472928695,0.03744319472928695,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20102,0.0,0.15802160560522416,0.0,0.5,0.5,1.0,1.0,0.5,0.056752200927518086,0.056752200927518086,0.03950540140130604,0.03950540140130604,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20103,0.0,0.14330522467317042,0.0,0.5,0.5,1.0,1.0,0.5,0.04826635354230556,0.04826635354230556,0.035826306168292604,0.035826306168292604,0.0,1.0,False,True,True,True,confirmation
20104,0.0,0.16079377625490926,0.0,0.5,0.5,1.0,1.0,0.5,0.06376369940418572,0.06376369940418572,0.040198444063727315,0.040198444063727315,0.0,1.0,False,True,True,True,confirmation
20105,0.0,0.14481782659404419,0.0,0.5,0.5,1.0,1.0,0.5,0.04807708328916048,0.04807708328916048,0.036204456648511046,0.036204456648511046,0.0,1.0,False,True,True,True,confirmation
20106,0.0,0.14407577587430923,0.0,0.5,0.5,1.0,1.0,0.5,0.048431856564005005,0.048431856564005005,0.036018943968577306,0.036018943968577306,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20107,0.0,0.15647431160478661,0.0,0.5,0.5,1.0,1.0,0.5,0.058576758986917776,0.058576758986917776,0.039118577901196654,0.039118577901196654,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20108,0.0,0.14244738436889268,0.0,0.5,0.5,1.0,1.0,0.5,0.04594795355730162,0.04594795355730162,0.03561184609222317,0.03561184609222317,0.0,1.0,False,True,True,True,confirmation
20109,0.0,0.15095076307015698,0.0,0.5,0.5,1.0,1.0,0.5,0.05342417979511621,0.05342417979511621,0.037737690767539245,0.037737690767539245,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20110,0.0,0.1672537930878277,0.0,0.5,0.5,1.0,1.0,0.5,0.06544256708700828,0.06544256708700828,0.041813448271956925,0.041813448271956925,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20111,0.0,0.16428747725514464,0.0,0.5,0.5,1.0,1.0,0.5,0.06759695543823843,0.06759695543823843,0.04107186931378616,0.04107186931378616,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20112,0.0,0.14163991819907706,0.0,0.5,0.5,1.0,1.0,0.5,0.04518319831198496,0.04518319831198496,0.035409979549769266,0.035409979549769266,0.0,1.0,False,True,True,True,confirmation
20113,0.0,0.15114267547651153,0.0,0.5,0.5,1.0,1.0,0.5,0.05289058479682982,0.05289058479682982,0.03778566886912788,0.03778566886912788,0.0,1.0,False,True,True,True,confirmation
20114,0.0,0.16166242952058152,0.0,0.5,0.5,1.0,1.0,0.5,0.06411735250237655,0.06411735250237655,0.04041560738014538,0.04041560738014538,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20115,0.0,0.16838489086092512,0.0,0.5,0.5,1.0,1.0,0.5,0.06587287057752746,0.06587287057752746,0.04209622271523128,0.04209622271523128,0.0,1.0,False,True,True,True,confirmation
20116,0.0,0.16037562574659156,0.0,0.5,0.5,1.0,1.0,0.5,0.05956972511476856,0.05956972511476856,0.04009390643664789,0.04009390643664789,0.0,1.0,False,True,True,True,confirmation
20117,0.0,0.1586476800333516,0.0,0.5,0.5,1.0,1.0,0.5,0.05881432616156734,0.05881432616156734,0.0396619200083379,0.0396619200083379,0.0,1.0,False,True,True,True,confirmation
20118,0.0,0.15065652264965423,0.0,0.5,0.5,1.0,1.0,0.5,0.051607338448439385,0.051607338448439385,0.03766413066241356,0.03766413066241356,0.0,1.0,False,True,True,True,confirmation
20119,0.0,0.14212383425167688,0.0,0.5,0.5,1.0,1.0,0.5,0.04673971483068296,0.04673971483068296,0.03553095856291922,0.03553095856291922,0.0,1.0,False,True,True,True,confirmation
20120,0.0,0.16387993252342276,0.0,0.5,0.5,1.0,1.0,0.5,0.06606739552415897,0.06606739552415897,0.04096998313085569,0.04096998313085569,0.0,1.0,False,True,True,True,confirmation
20121,0.0,0.16170419313791387,0.0,0.5,0.5,1.0,1.0,0.5,0.0621447586027894,0.0621447586027894,0.04042604828447847,0.04042604828447847,0.0,1.0,False,True,True,True,confirmation
20122,0.0,0.16431244502817233,0.0,0.5,0.5,1.0,1.0,0.5,0.06368635110504303,0.06368635110504303,0.04107811125704308,0.04107811125704308,0.0,1.0,False,True,True,True,confirmation
20123,0.0,0.1638954909767725,0.0,0.5,0.5,1.0,1.0,0.5,0.06537001292913383,0.06537001292913383,0.040973872744193125,0.040973872744193125,0.0,1.0,False,True,True,True,confirmation
20124,0.0,0.15081472248962025,0.0,0.5,0.5,1.0,1.0,0.5,0.05463293866504948,0.05463293866504948,0.03770368062240506,0.03770368062240506,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20125,0.0,0.1511683682681473,0.0,0.5,0.5,1.0,1.0,0.5,0.05184347310044662,0.05184347310044662,0.03779209206703683,0.03779209206703683,0.0,1.0,False,True,True,True,confirmation
20126,0.0,0.1535134615189744,0.0,0.5,0.5,1.0,1.0,0.5,0.05552897146386962,0.05552897146386962,0.0383783653797436,0.0383783653797436,0.0,1.0,False,True,True,True,confirmation
20127,0.0,0.14159973485359145,0.0,0.5,0.5,1.0,1.0,0.5,0.04498364467795403,0.04498364467795403,0.03539993371339786,0.03539993371339786,0.0,1.0,False,True,True,True,confirmation
20128,0.0,0.15742991883979354,0.0,0.5,0.5,1.0,1.0,0.5,0.05914656993555767,0.05914656993555767,0.039357479709948386,0.039357479709948386,0.0,1.0,False,True,True,True,confirmation
20129,0.0,0.1628959860168663,0.0,0.5,0.5,1.0,1.0,0.5,0.06319669986271244,0.06319669986271244,0.04072399650421658,0.04072399650421658,0.0,1.0,False,True,True,True,confirmation
20130,0.0,0.16949124546599525,0.0,0.5,0.5,1.0,1.0,0.5,0.06730548871270187,0.06730548871270187,0.042372811366498814,0.042372811366498814,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20131,0.0,0.16819736383201267,0.0,0.5,0.5,1.0,1.0,0.5,0.0698403985226193,0.0698403985226193,0.04204934095800317,0.04204934095800317,0.0,1.0,False,True,True,True,confirmation
20132,0.0,0.1626274500748516,0.0,0.5,0.5,1.0,1.0,0.5,0.06348439426000532,0.06348439426000532,0.0406568625187129,0.0406568625187129,0.0,1.0,False,True,True,True,confirmation
20133,0.0,0.15042384538810907,0.0,0.5,0.5,1.0,1.0,0.5,0.054117317860410345,0.054117317860410345,0.03760596134702727,0.03760596134702727,0.0,1.0,False,True,True,True,confirmation
20134,0.0,0.16798794584818488,0.0,0.5,0.5,1.0,1.0,0.5,0.06470762980626363,0.06470762980626363,0.04199698646204622,0.04199698646204622,0.0,1.0,False,True,True,True,confirmation
20135,0.0,0.15065053797141714,0.0,0.5,0.5,1.0,1.0,0.5,0.05554054688059624,0.05554054688059624,0.037662634492854286,0.037662634492854286,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20136,0.0,0.14405401752957422,0.0,0.5,0.5,1.0,1.0,0.5,0.04917417599383332,0.04917417599383332,0.036013504382393556,0.036013504382393556,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20137,0.0,0.16730098137370603,0.0,0.5,0.5,1.0,1.0,0.5,0.06652376235278973,0.06652376235278973,0.041825245343426506,0.041825245343426506,0.0,1.0,False,True,True,True,confirmation
20138,0.0,0.14424513005821252,0.0,0.5,0.5,1.0,1.0,0.5,0.04760428673539409,0.04760428673539409,0.03606128251455313,0.03606128251455313,0.0,1.0,False,True,True,True,confirmation
20139,0.0,0.15086079684390424,0.0,0.5,0.5,1.0,1.0,0.5,0.051511213528954894,0.051511213528954894,0.03771519921097606,0.03771519921097606,0.0,1.0,False,True,True,True,confirmation
20140,0.0,0.1572887788709808,0.0,0.5,0.5,1.0,1.0,0.5,0.05628980511146067,0.05628980511146067,0.0393221947177452,0.0393221947177452,0.0,1.0,False,True,True,True,confirmation
20141,0.0,0.14735179886721375,0.0,0.5,0.5,1.0,1.0,0.5,0.0490500378050288,0.0490500378050288,0.03683794971680344,0.03683794971680344,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20142,0.0,0.15254182285786222,0.0,0.5,0.5,1.0,1.0,0.5,0.05438548450245254,0.05438548450245254,0.038135455714465555,0.038135455714465555,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20143,0.0,0.15616741502872528,0.0,0.5,0.5,1.0,1.0,0.5,0.05528491060979538,0.05528491060979538,0.03904185375718132,0.03904185375718132,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20144,0.0,0.16693847916501703,0.0,0.5,0.5,1.0,1.0,0.5,0.06700432843064671,0.06700432843064671,0.04173461979125426,0.04173461979125426,0.0,1.0,False,True,True,True,confirmation
20145,0.0,0.16380124267821836,0.0,0.5,0.5,1.0,1.0,0.5,0.06399928483397978,0.06399928483397978,0.04095031066955459,0.04095031066955459,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20146,0.0,0.1505040472769003,0.0,0.5,0.5,1.0,1.0,0.5,0.05560876667647385,0.05560876667647385,0.03762601181922508,0.03762601181922508,0.0,1.0,False,True,True,True,confirmation
20147,0.0,0.15401291239000497,0.0,0.5,0.5,1.0,1.0,0.5,0.05587523594348151,0.05587523594348151,0.038503228097501244,0.038503228097501244,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20148,0.0,0.16710062637673107,0.0,0.5,0.5,1.0,1.0,0.5,0.06878616016634129,0.06878616016634129,0.041775156594182766,0.041775156594182766,0.0,1.0,False,True,True,True,confirmation
20149,0.0,0.1672861634847494,0.0,0.5,0.5,1.0,1.0,0.5,0.06665626948281904,0.06665626948281904,0.04182154087118735,0.04182154087118735,0.0,1.0,False,True,True,True,confirmation
20150,0.0,0.15755964513059903,0.0,0.5,0.5,1.0,1.0,0.5,0.06070716788235145,0.06070716788235145,0.03938991128264976,0.03938991128264976,0.0,1.0,False,True,True,True,confirmation
20151,0.0,0.14186721656331644,0.0,0.5,0.5,1.0,1.0,0.5,0.04743243946802173,0.04743243946802173,0.03546680414082911,0.03546680414082911,0.0,1.0,False,True,True,True,confirmation
20152,0.0,0.16207716913446274,0.0,0.5,0.5,1.0,1.0,0.5,0.06043263357660829,0.06043263357660829,0.040519292283615685,0.040519292283615685,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20153,0.0,0.16520173345292913,0.0,0.5,0.5,1.0,1.0,0.5,0.062252829014608546,0.062252829014608546,0.04130043336323228,0.04130043336323228,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20154,0.0,0.14985278729883844,0.0,0.5,0.5,1.0,1.0,0.5,0.0504668140826417,0.0504668140826417,0.03746319682470961,0.03746319682470961,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20155,0.0,0.15997846095826673,0.0,0.5,0.5,1.0,1.0,0.5,0.06297755697587637,0.06297755697587637,0.03999461523956668,0.03999461523956668,0.0,1.0,False,True,True,True,confirmation
20156,0.0,0.1678307663242891,0.0,0.5,0.5,1.0,1.0,0.5,0.06568944541882372,0.06568944541882372,0.04195769158107227,0.04195769158107227,0.0,1.0,False,True,True,True,confirmation
20157,0.0,0.16761384574160854,0.0,0.5,0.5,1.0,1.0,0.5,0.06700100746523258,0.06700100746523258,0.041903461435402134,0.041903461435402134,0.0,1.0,False,True,True,True,confirmation
20158,0.0,0.1571149780449292,0.0,0.5,0.5,1.0,1.0,0.5,0.05608965969380981,0.05608965969380981,0.0392787445112323,0.0392787445112323,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20159,0.0,0.1485488065142052,0.0,0.5,0.5,1.0,1.0,0.5,0.05121075224183274,0.05121075224183274,0.0371372016285513,0.0371372016285513,0.0,1.0,False,True,True,True,confirmation
20160,0.0,0.14706635304055546,0.0,0.5,0.5,1.0,1.0,0.5,0.05243765315251487,0.05243765315251487,0.036766588260138865,0.036766588260138865,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20161,0.0,0.1486724958967203,0.0,0.5,0.5,1.0,1.0,0.5,0.05072692398159652,0.05072692398159652,0.037168123974180074,0.037168123974180074,0.0,1.0,False,True,True,True,confirmation
20162,0.0,0.15540485185899908,0.0,0.5,0.5,1.0,1.0,0.5,0.05520924355716332,0.05520924355716332,0.03885121296474977,0.03885121296474977,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20163,0.0,0.1552928204733429,0.0,0.5,0.5,1.0,1.0,0.5,0.05928629516699238,0.05928629516699238,0.03882320511833572,0.03882320511833572,0.0,1.0,False,True,True,True,confirmation
20164,0.0,0.14593668886695077,0.0,0.5,0.5,1.0,1.0,0.5,0.051417988467964026,0.051417988467964026,0.03648417221673769,0.03648417221673769,0.0,1.0,False,True,True,True,confirmation
20165,0.0,0.16712426249472978,0.0,0.5,0.5,1.0,1.0,0.5,0.06854195328807941,0.06854195328807941,0.041781065623682445,0.041781065623682445,0.0,1.0,False,True,True,True,confirmation
20166,0.0,0.15102866168146312,0.0,0.5,0.5,1.0,1.0,0.5,0.05573261549117829,0.05573261549117829,0.03775716542036578,0.03775716542036578,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20167,0.0,0.16197635494644808,0.0,0.5,0.5,1.0,1.0,0.5,0.06450307264241736,0.06450307264241736,0.04049408873661202,0.04049408873661202,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20168,0.0,0.16890226365850994,0.0,0.5,0.5,1.0,1.0,0.5,0.0702229368379973,0.0702229368379973,0.042225565914627484,0.042225565914627484,0.0,1.0,False,True,True,True,confirmation
20169,0.0,0.14254259122858082,0.0,0.5,0.5,1.0,1.0,0.5,0.047210896174443955,0.047210896174443955,0.035635647807145204,0.035635647807145204,0.0,1.0,False,True,True,True,confirmation
20170,0.0,0.14191542114666192,0.0,0.5,0.5,1.0,1.0,0.5,0.04742037571717978,0.04742037571717978,0.03547885528666548,0.03547885528666548,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20171,0.0,0.166349500527419,0.0,0.5,0.5,1.0,1.0,0.5,0.06352594844343148,0.06352594844343148,0.04158737513185475,0.04158737513185475,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20172,0.0,0.1502585421145877,0.0,0.5,0.5,1.0,1.0,0.5,0.05153790169210419,0.05153790169210419,0.037564635528646924,0.037564635528646924,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20173,0.0,0.1577531369060128,0.0,0.5,0.5,1.0,1.0,0.5,0.05815853938880713,0.05815853938880713,0.0394382842265032,0.0394382842265032,0.0,1.0,False,True,True,True,confirmation
20174,0.0,0.14529883892277823,0.0,0.5,0.5,1.0,1.0,0.5,0.048896796609621776,0.048896796609621776,0.03632470973069456,0.03632470973069456,0.0,1.0,False,True,True,True,confirmation
20175,0.0,0.15130617949077693,0.0,0.5,0.5,1.0,1.0,0.5,0.0525357658950121,0.0525357658950121,0.03782654487269423,0.03782654487269423,0.0,1.0,False,True,True,True,confirmation
20176,0.0,0.1443217252855621,0.0,0.5,0.5,1.0,1.0,0.5,0.04869317370706808,0.04869317370706808,0.03608043132139053,0.03608043132139053,0.0,1.0,False,True,True,True,confirmation
20177,0.0,0.15761911268401646,0.0,0.5,0.5,1.0,1.0,0.5,0.05680204809433504,0.05680204809433504,0.039404778171004115,0.039404778171004115,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20178,0.0,0.15088135441389505,0.0,0.5,0.5,1.0,1.0,0.5,0.053603552634007845,0.053603552634007845,0.03772033860347376,0.03772033860347376,0.0,1.0,False,True,True,True,confirmation
20179,0.0,0.16423980100887006,0.0,0.5,0.5,1.0,1.0,0.5,0.06654873552758162,0.06654873552758162,0.041059950252217516,0.041059950252217516,0.0,1.0,False,True,True,True,confirmation
20180,0.0,0.14297290162778087,0.0,0.5,0.5,1.0,1.0,0.5,0.04947914591187052,0.04947914591187052,0.03574322540694522,0.03574322540694522,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20181,0.0,0.15036859261644517,0.0,0.5,0.5,1.0,1.0,0.5,0.05449894628562719,0.05449894628562719,0.03759214815411129,0.03759214815411129,0.0,1.0,False,True,True,True,confirmation
20182,0.0,0.166770844763423,0.0,0.5,0.5,1.0,1.0,0.5,0.06745139365768252,0.06745139365768252,0.04169271119085575,0.04169271119085575,0.0,1.0,False,True,True,True,confirmation
20183,0.0,0.15598571472388212,0.0,0.5,0.5,1.0,1.0,0.5,0.05625080813005502,0.05625080813005502,0.03899642868097053,0.03899642868097053,0.0,1.0,False,True,True,True,confirmation
20184,0.0,0.15007694651966763,0.0,0.5,0.5,1.0,1.0,0.5,0.054993593981461884,0.054993593981461884,0.03751923662991691,0.03751923662991691,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20185,0.0,0.16224298549829996,0.0,0.5,0.5,1.0,1.0,0.5,0.06585229713392032,0.06585229713392032,0.04056074637457499,0.04056074637457499,0.0,1.0,False,True,True,True,confirmation
