seed,forward_reverse_symmetric_feature_difference,forward_reverse_transition_difference,current_sign_reversal_error,symmetric_information_accuracy,symmetric_information_AUC,asymmetric_current_accuracy,asymmetric_current_AUC,entropy_production_AUC,entropy_production_forward,entropy_production_reverse,detailed_balance_residual_forward,detailed_balance_residual_reverse,reversible_negative_control_current_norm,probability_current_baseline_accuracy,input_A_has_asymmetric_information,input_B_has_explicit_current,timestamps_hidden,forward_reverse_metadata_stripped,stage
20186,0.0,0.16808373732099421,0.0,0.5,0.5,1.0,1.0,0.5,0.06892810915179903,0.06892810915179903,0.042020934330248554,0.042020934330248554,0.0,1.0,False,True,True,True,confirmation
20187,0.0,0.15597437766913005,0.0,0.5,0.5,1.0,1.0,0.5,0.060288427697829564,0.060288427697829564,0.038993594417282514,0.038993594417282514,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20188,0.0,0.14385885280693353,0.0,0.5,0.5,1.0,1.0,0.5,0.04664233434537726,0.04664233434537726,0.03596471320173338,0.03596471320173338,0.0,1.0,False,True,True,True,confirmation
20189,0.0,0.14378138587471082,0.0,0.5,0.5,1.0,1.0,0.5,0.049808525027151246,0.049808525027151246,0.035945346468677704,0.035945346468677704,0.0,1.0,False,True,True,True,confirmation
20190,0.0,0.15458582112937252,0.0,0.5,0.5,1.0,1.0,0.5,0.0558733571645245,0.0558733571645245,0.03864645528234313,0.03864645528234313,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20191,0.0,0.16741791950464702,0.0,0.5,0.5,1.0,1.0,0.5,0.06504335322465349,0.06504335322465349,0.041854479876161754,0.041854479876161754,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20192,0.0,0.1553788430838868,0.0,0.5,0.5,1.0,1.0,0.5,0.05879637361703101,0.05879637361703101,0.0388447107709717,0.0388447107709717,0.0,1.0,False,True,True,True,confirmation
20193,0.0,0.1680317139622755,0.0,0.5,0.5,1.0,1.0,0.5,0.0716703706851896,0.0716703706851896,0.04200792849056888,0.04200792849056888,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20194,0.0,0.15582729903019485,0.0,0.5,0.5,1.0,1.0,0.5,0.0549445655130971,0.0549445655130971,0.03895682475754871,0.03895682475754871,0.0,1.0,False,True,True,True,confirmation
20195,0.0,0.16645800957577328,0.0,0.5,0.5,1.0,1.0,0.5,0.0694761071838575,0.0694761071838575,0.04161450239394332,0.04161450239394332,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20196,0.0,0.1550025574207654,0.0,0.5,0.5,1.0,1.0,0.5,0.05578230936043713,0.05578230936043713,0.03875063935519135,0.03875063935519135,0.0,1.0,False,True,True,True,confirmation
20197,0.0,0.162265647455295,0.0,0.5,0.5,1.0,1.0,0.5,0.06301463612982344,0.06301463612982344,0.04056641186382375,0.04056641186382375,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20198,0.0,0.1630687076286595,0.0,0.5,0.5,1.0,1.0,0.5,0.06570558873627899,0.06570558873627899,0.04076717690716487,0.04076717690716487,0.0,1.0,False,True,True,True,confirmation
20199,0.0,0.16058699706148513,0.0,0.5,0.5,1.0,1.0,0.5,0.0626151656929246,0.0626151656929246,0.04014674926537128,0.04014674926537128,0.0,1.0,False,True,True,True,confirmation
20200,0.0,0.1549621907194262,0.0,0.5,0.5,1.0,1.0,0.5,0.05815512930224355,0.05815512930224355,0.03874054767985655,0.03874054767985655,0.0,1.0,False,True,True,True,confirmation
20201,0.0,0.14470475924770085,0.0,0.5,0.5,1.0,1.0,0.5,0.048515613594469126,0.048515613594469126,0.03617618981192521,0.03617618981192521,0.0,1.0,False,True,True,True,confirmation
20202,0.0,0.15949589871735312,0.0,0.5,0.5,1.0,1.0,0.5,0.06141086140087498,0.06141086140087498,0.03987397467933828,0.03987397467933828,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20203,0.0,0.16493648398026894,0.0,0.5,0.5,1.0,1.0,0.5,0.06430329390271308,0.06430329390271308,0.041234120995067236,0.041234120995067236,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20204,0.0,0.14388152591273434,0.0,0.5,0.5,1.0,1.0,0.5,0.04657972445515635,0.04657972445515635,0.035970381478183586,0.035970381478183586,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20205,0.0,0.16802952816823782,0.0,0.5,0.5,1.0,1.0,0.5,0.06709394957970258,0.06709394957970258,0.042007382042059456,0.042007382042059456,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20206,0.0,0.14307545459724225,0.0,0.5,0.5,1.0,1.0,0.5,0.04690924359525415,0.04690924359525415,0.03576886364931056,0.03576886364931056,0.0,1.0,False,True,True,True,confirmation
20207,0.0,0.16264812221382893,0.0,0.5,0.5,1.0,1.0,0.5,0.06057009162314304,0.06057009162314304,0.04066203055345723,0.04066203055345723,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20208,0.0,0.16194985894471012,0.0,0.5,0.5,1.0,1.0,0.5,0.05959410409583037,0.05959410409583037,0.04048746473617753,0.04048746473617753,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20209,0.0,0.15889925362612672,0.0,0.5,0.5,1.0,1.0,0.5,0.06225847631896735,0.06225847631896735,0.03972481340653168,0.03972481340653168,0.0,1.0,False,True,True,True,confirmation
20210,0.0,0.1530766806267926,0.0,0.5,0.5,1.0,1.0,0.5,0.05571627765987794,0.05571627765987794,0.03826917015669815,0.03826917015669815,0.0,1.0,False,True,True,True,confirmation
20211,0.0,0.15351218918910983,0.0,0.5,0.5,1.0,1.0,0.5,0.055289534127566,0.055289534127566,0.03837804729727746,0.03837804729727746,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20212,0.0,0.15803554400769884,0.0,0.5,0.5,1.0,1.0,0.5,0.05700573950097918,0.05700573950097918,0.03950888600192471,0.03950888600192471,0.0,1.0,False,True,True,True,confirmation
20213,0.0,0.14342521322753454,0.0,0.5,0.5,1.0,1.0,0.5,0.04999927503418254,0.04999927503418254,0.035856303306883636,0.035856303306883636,0.0,1.0,False,True,True,True,confirmation
20214,0.0,0.16082657190305175,0.0,0.5,0.5,1.0,1.0,0.5,0.06437916575885867,0.06437916575885867,0.040206642975762936,0.040206642975762936,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20215,0.0,0.15390776543996867,0.0,0.5,0.5,1.0,1.0,0.5,0.05804284573975744,0.05804284573975744,0.03847694135999217,0.03847694135999217,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20216,0.0,0.16546860700719115,0.0,0.5,0.5,1.0,1.0,0.5,0.06912490168666147,0.06912490168666147,0.04136715175179779,0.04136715175179779,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20217,0.0,0.15697978239303553,0.0,0.5,0.5,1.0,1.0,0.5,0.061364301338059396,0.061364301338059396,0.03924494559825888,0.03924494559825888,0.0,1.0,False,True,True,True,confirmation
20218,0.0,0.1521071614872198,0.0,0.5,0.5,1.0,1.0,0.5,0.0549913925066199,0.0549913925066199,0.03802679037180495,0.03802679037180495,0.0,1.0,False,True,True,True,confirmation
20219,0.0,0.1477550669062346,0.0,0.5,0.5,1.0,1.0,0.5,0.05029688822808907,0.05029688822808907,0.03693876672655865,0.03693876672655865,0.0,1.0,False,True,True,True,confirmation
20220,0.0,0.15963308808997778,0.0,0.5,0.5,1.0,1.0,0.5,0.06357835921059085,0.06357835921059085,0.039908272022494445,0.039908272022494445,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20221,0.0,0.1583870938804018,0.0,0.5,0.5,1.0,1.0,0.5,0.058344360654996125,0.058344360654996125,0.03959677347010045,0.03959677347010045,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20222,0.0,0.1638287862113922,0.0,0.5,0.5,1.0,1.0,0.5,0.06511730905246743,0.06511730905246743,0.04095719655284805,0.04095719655284805,0.0,1.0,False,True,True,True,confirmation
20223,0.0,0.14250716674842434,0.0,0.5,0.5,1.0,1.0,0.5,0.04617523441768846,0.04617523441768846,0.035626791687106085,0.035626791687106085,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20224,0.0,0.15201028939983682,0.0,0.5,0.5,1.0,1.0,0.5,0.054928792937528365,0.054928792937528365,0.038002572349959206,0.038002572349959206,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20225,0.0,0.15790250176237686,0.0,0.5,0.5,1.0,1.0,0.5,0.057809472656031015,0.057809472656031015,0.039475625440594214,0.039475625440594214,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20226,0.0,0.144985914140346,0.0,0.5,0.5,1.0,1.0,0.5,0.049150124317019386,0.049150124317019386,0.0362464785350865,0.0362464785350865,0.0,1.0,False,True,True,True,confirmation
20227,0.0,0.15426547736277865,0.0,0.5,0.5,1.0,1.0,0.5,0.05507923033110537,0.05507923033110537,0.03856636934069466,0.03856636934069466,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20228,0.0,0.1441691095862362,0.0,0.5,0.5,1.0,1.0,0.5,0.050698680974896757,0.050698680974896757,0.03604227739655905,0.03604227739655905,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20229,0.0,0.16187047273251196,0.0,0.5,0.5,1.0,1.0,0.5,0.06386940016708882,0.06386940016708882,0.04046761818312799,0.04046761818312799,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20230,0.0,0.14415581328270097,0.0,0.5,0.5,1.0,1.0,0.5,0.048346908936584734,0.048346908936584734,0.03603895332067524,0.03603895332067524,0.0,1.0,False,True,True,True,confirmation
20231,0.0,0.14708617022214154,0.0,0.5,0.5,1.0,1.0,0.5,0.049827602608021465,0.049827602608021465,0.036771542555535386,0.036771542555535386,8.498374721940739e-18,1.0,False,True,True,True,confirmation
20232,0.0,0.1501803843134639,0.0,0.5,0.5,1.0,1.0,0.5,0.055775730412087166,0.055775730412087166,0.03754509607836597,0.03754509607836597,0.0,1.0,False,True,True,True,confirmation
20233,0.0,0.15861235639292007,0.0,0.5,0.5,1.0,1.0,0.5,0.05738532328542811,0.05738532328542811,0.03965308909823002,0.03965308909823002,0.0,1.0,False,True,True,True,confirmation
20234,0.0,0.1621495513420063,0.0,0.5,0.5,1.0,1.0,0.5,0.0644761219512097,0.0644761219512097,0.04053738783550157,0.04053738783550157,0.0,1.0,False,True,True,True,confirmation
20235,0.0,0.1435058487197434,0.0,0.5,0.5,1.0,1.0,0.5,0.05048295581041767,0.05048295581041767,0.03587646217993585,0.03587646217993585,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20236,0.0,0.14320789051638583,0.0,0.5,0.5,1.0,1.0,0.5,0.046264587347208425,0.046264587347208425,0.03580197262909646,0.03580197262909646,0.0,1.0,False,True,True,True,confirmation
20237,0.0,0.1444506618744932,0.0,0.5,0.5,1.0,1.0,0.5,0.050155690900753086,0.050155690900753086,0.0361126654686233,0.0361126654686233,0.0,1.0,False,True,True,True,confirmation
20238,0.0,0.16706360523621963,0.0,0.5,0.5,1.0,1.0,0.5,0.06412484629144699,0.06412484629144699,0.04176590130905491,0.04176590130905491,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20239,0.0,0.16860269398773678,0.0,0.5,0.5,1.0,1.0,0.5,0.06964546166947014,0.06964546166947014,0.042150673496934195,0.042150673496934195,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20240,0.0,0.1630244728695756,0.0,0.5,0.5,1.0,1.0,0.5,0.06492605841444335,0.06492605841444335,0.0407561182173939,0.0407561182173939,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20241,0.0,0.15912365002983486,0.0,0.5,0.5,1.0,1.0,0.5,0.059884477008612116,0.059884477008612116,0.039780912507458716,0.039780912507458716,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20242,0.0,0.1650505289916871,0.0,0.5,0.5,1.0,1.0,0.5,0.0638647876480882,0.0638647876480882,0.041262632247921774,0.041262632247921774,0.0,1.0,False,True,True,True,confirmation
20243,0.0,0.15072726402385328,0.0,0.5,0.5,1.0,1.0,0.5,0.05482120510197384,0.05482120510197384,0.03768181600596332,0.03768181600596332,0.0,1.0,False,True,True,True,confirmation
20244,0.0,0.14338696151708663,0.0,0.5,0.5,1.0,1.0,0.5,0.04677731308083706,0.04677731308083706,0.03584674037927166,0.03584674037927166,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20245,0.0,0.1478693118151865,0.0,0.5,0.5,1.0,1.0,0.5,0.05252363821077795,0.05252363821077795,0.036967327953796626,0.036967327953796626,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20246,0.0,0.1415002094455591,0.0,0.5,0.5,1.0,1.0,0.5,0.044907674018080344,0.044907674018080344,0.035375052361389776,0.035375052361389776,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20247,0.0,0.14289901006620614,0.0,0.5,0.5,1.0,1.0,0.5,0.04746347800666942,0.04746347800666942,0.035724752516551536,0.035724752516551536,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20248,0.0,0.14558368499613258,0.0,0.5,0.5,1.0,1.0,0.5,0.05058365784443142,0.05058365784443142,0.036395921249033146,0.036395921249033146,0.0,1.0,False,True,True,True,confirmation
20249,0.0,0.1583743568418862,0.0,0.5,0.5,1.0,1.0,0.5,0.0572699202700937,0.0572699202700937,0.03959358921047155,0.03959358921047155,0.0,1.0,False,True,True,True,confirmation
20250,0.0,0.16937370892870876,0.0,0.5,0.5,1.0,1.0,0.5,0.06639039137617256,0.06639039137617256,0.04234342723217719,0.04234342723217719,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20251,0.0,0.15918542144902817,0.0,0.5,0.5,1.0,1.0,0.5,0.05882438348075735,0.05882438348075735,0.03979635536225704,0.03979635536225704,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20252,0.0,0.14272990034671884,0.0,0.5,0.5,1.0,1.0,0.5,0.04607312987926,0.04607312987926,0.03568247508667971,0.03568247508667971,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20253,0.0,0.15686550713277067,0.0,0.5,0.5,1.0,1.0,0.5,0.059718087863837435,0.059718087863837435,0.03921637678319267,0.03921637678319267,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20254,0.0,0.15041066148487642,0.0,0.5,0.5,1.0,1.0,0.5,0.05415559164919846,0.05415559164919846,0.037602665371219104,0.037602665371219104,0.0,1.0,False,True,True,True,confirmation
20255,0.0,0.16206383004983874,0.0,0.5,0.5,1.0,1.0,0.5,0.06341233496756712,0.06341233496756712,0.040515957512459684,0.040515957512459684,0.0,1.0,False,True,True,True,confirmation
20256,0.0,0.15123255257705429,0.0,0.5,0.5,1.0,1.0,0.5,0.05428584946404645,0.05428584946404645,0.03780813814426357,0.03780813814426357,0.0,1.0,False,True,True,True,confirmation
20257,0.0,0.16138927167699052,0.0,0.5,0.5,1.0,1.0,0.5,0.06445054854784575,0.06445054854784575,0.04034731791924763,0.04034731791924763,0.0,1.0,False,True,True,True,confirmation
20258,0.0,0.16800298041813264,0.0,0.5,0.5,1.0,1.0,0.5,0.06623847449532637,0.06623847449532637,0.04200074510453316,0.04200074510453316,0.0,1.0,False,True,True,True,confirmation
20259,0.0,0.15074525379156456,0.0,0.5,0.5,1.0,1.0,0.5,0.05450286499858943,0.05450286499858943,0.03768631344789114,0.03768631344789114,0.0,1.0,False,True,True,True,confirmation
20260,0.0,0.15002227212665145,0.0,0.5,0.5,1.0,1.0,0.5,0.05427809455473548,0.05427809455473548,0.03750556803166286,0.03750556803166286,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20261,0.0,0.16220102713253448,0.0,0.5,0.5,1.0,1.0,0.5,0.06467445478803913,0.06467445478803913,0.04055025678313362,0.04055025678313362,0.0,1.0,False,True,True,True,confirmation
20262,0.0,0.16835134717537037,0.0,0.5,0.5,1.0,1.0,0.5,0.06729926797782491,0.06729926797782491,0.04208783679384259,0.04208783679384259,0.0,1.0,False,True,True,True,confirmation
20263,0.0,0.1576138891595034,0.0,0.5,0.5,1.0,1.0,0.5,0.06144752613098051,0.06144752613098051,0.03940347228987585,0.03940347228987585,0.0,1.0,False,True,True,True,confirmation
20264,0.0,0.16483311856432728,0.0,0.5,0.5,1.0,1.0,0.5,0.062056915084832485,0.062056915084832485,0.04120827964108182,0.04120827964108182,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20265,0.0,0.16636768577572397,0.0,0.5,0.5,1.0,1.0,0.5,0.06833480474243203,0.06833480474243203,0.04159192144393099,0.04159192144393099,0.0,1.0,False,True,True,True,confirmation
20266,0.0,0.1435376946518048,0.0,0.5,0.5,1.0,1.0,0.5,0.046725734138693284,0.046725734138693284,0.0358844236629512,0.0358844236629512,9.813077866773595e-18,1.0,False,True,True,True,confirmation
20267,0.0,0.14301626435826897,0.0,0.5,0.5,1.0,1.0,0.5,0.048594538525199224,0.048594538525199224,0.035754066089567244,0.035754066089567244,0.0,1.0,False,True,True,True,confirmation
20268,0.0,0.1507836027715103,0.0,0.5,0.5,1.0,1.0,0.5,0.0520051758611776,0.0520051758611776,0.03769590069287757,0.03769590069287757,0.0,1.0,False,True,True,True,confirmation
20269,0.0,0.1624941853401257,0.0,0.5,0.5,1.0,1.0,0.5,0.06066428509922322,0.06066428509922322,0.04062354633503142,0.04062354633503142,0.0,1.0,False,True,True,True,confirmation
20270,0.0,0.15547254953286302,0.0,0.5,0.5,1.0,1.0,0.5,0.05872914480111565,0.05872914480111565,0.038868137383215755,0.038868137383215755,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20271,0.0,0.16378081472829467,0.0,0.5,0.5,1.0,1.0,0.5,0.06743724406566004,0.06743724406566004,0.04094520368207367,0.04094520368207367,0.0,1.0,False,True,True,True,confirmation
20272,0.0,0.14302166083237772,0.0,0.5,0.5,1.0,1.0,0.5,0.04710952585184658,0.04710952585184658,0.03575541520809443,0.03575541520809443,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20273,0.0,0.15812445031104327,0.0,0.5,0.5,1.0,1.0,0.5,0.05985717794396839,0.05985717794396839,0.03953111257776082,0.03953111257776082,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20274,0.0,0.1525049360372312,0.0,0.5,0.5,1.0,1.0,0.5,0.05246659298243398,0.05246659298243398,0.0381262340093078,0.0381262340093078,0.0,1.0,False,True,True,True,confirmation
20275,0.0,0.15747029370306068,0.0,0.5,0.5,1.0,1.0,0.5,0.05651151684199076,0.05651151684199076,0.03936757342576517,0.03936757342576517,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20276,0.0,0.15012929296341182,0.0,0.5,0.5,1.0,1.0,0.5,0.05118167774086666,0.05118167774086666,0.037532323240852955,0.037532323240852955,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20277,0.0,0.15730743737520722,0.0,0.5,0.5,1.0,1.0,0.5,0.05912620158916798,0.05912620158916798,0.039326859343801805,0.039326859343801805,0.0,1.0,False,True,True,True,confirmation
20278,0.0,0.16328351035938057,0.0,0.5,0.5,1.0,1.0,0.5,0.06507773407386759,0.06507773407386759,0.04082087758984514,0.04082087758984514,0.0,1.0,False,True,True,True,confirmation
20279,0.0,0.1531206420877009,0.0,0.5,0.5,1.0,1.0,0.5,0.055534321253131395,0.055534321253131395,0.038280160521925226,0.038280160521925226,0.0,1.0,False,True,True,True,confirmation
20280,0.0,0.15307380022653647,0.0,0.5,0.5,1.0,1.0,0.5,0.05365838449708656,0.05365838449708656,0.038268450056634117,0.038268450056634117,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20281,0.0,0.14934395555740743,0.0,0.5,0.5,1.0,1.0,0.5,0.0526345013365776,0.0526345013365776,0.03733598888935186,0.03733598888935186,0.0,1.0,False,True,True,True,confirmation
20282,0.0,0.16230433928609958,0.0,0.5,0.5,1.0,1.0,0.5,0.06482991865805644,0.06482991865805644,0.040576084821524895,0.040576084821524895,0.0,1.0,False,True,True,True,confirmation
20283,0.0,0.14480222114768881,0.0,0.5,0.5,1.0,1.0,0.5,0.050660239101390364,0.050660239101390364,0.036200555286922204,0.036200555286922204,0.0,1.0,False,True,True,True,confirmation
20284,0.0,0.1475613656982912,0.0,0.5,0.5,1.0,1.0,0.5,0.05188187862331224,0.05188187862331224,0.0368903414245728,0.0368903414245728,0.0,1.0,False,True,True,True,confirmation
20285,0.0,0.15483828403507624,0.0,0.5,0.5,1.0,1.0,0.5,0.05802357419396585,0.05802357419396585,0.03870957100876906,0.03870957100876906,0.0,1.0,False,True,True,True,confirmation
20286,0.0,0.16499753513495824,0.0,0.5,0.5,1.0,1.0,0.5,0.06285380619850624,0.06285380619850624,0.04124938378373956,0.04124938378373956,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20287,0.0,0.16541001085794693,0.0,0.5,0.5,1.0,1.0,0.5,0.06346424185902197,0.06346424185902197,0.04135250271448673,0.04135250271448673,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20288,0.0,0.1583846381702208,0.0,0.5,0.5,1.0,1.0,0.5,0.06158580319164772,0.06158580319164772,0.0395961595425552,0.0395961595425552,0.0,1.0,False,True,True,True,confirmation
20289,0.0,0.1528797417724019,0.0,0.5,0.5,1.0,1.0,0.5,0.05433523499257198,0.05433523499257198,0.038219935443100476,0.038219935443100476,0.0,1.0,False,True,True,True,confirmation
20290,0.0,0.14560271762816826,0.0,0.5,0.5,1.0,1.0,0.5,0.05181354366226225,0.05181354366226225,0.036400679407042065,0.036400679407042065,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
20291,0.0,0.14362661760021922,0.0,0.5,0.5,1.0,1.0,0.5,0.04602790204111286,0.04602790204111286,0.035906654400054805,0.035906654400054805,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20292,0.0,0.1584291461961955,0.0,0.5,0.5,1.0,1.0,0.5,0.0571571321930313,0.0571571321930313,0.039607286549048874,0.039607286549048874,0.0,1.0,False,True,True,True,confirmation
20293,0.0,0.1478252631881276,0.0,0.5,0.5,1.0,1.0,0.5,0.05345612123713649,0.05345612123713649,0.0369563157970319,0.0369563157970319,0.0,1.0,False,True,True,True,confirmation
20294,0.0,0.15632907162586174,0.0,0.5,0.5,1.0,1.0,0.5,0.06064560295376891,0.06064560295376891,0.039082267906465434,0.039082267906465434,0.0,1.0,False,True,True,True,confirmation
20295,0.0,0.14465896198849776,0.0,0.5,0.5,1.0,1.0,0.5,0.048433140704900304,0.048433140704900304,0.03616474049712444,0.03616474049712444,0.0,1.0,False,True,True,True,confirmation
20296,0.0,0.16763019519152578,0.0,0.5,0.5,1.0,1.0,0.5,0.06534630070920522,0.06534630070920522,0.041907548797881444,0.041907548797881444,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20297,0.0,0.14157509675039173,0.0,0.5,0.5,1.0,1.0,0.5,0.04800028015664801,0.04800028015664801,0.03539377418759793,0.03539377418759793,0.0,1.0,False,True,True,True,confirmation
20298,0.0,0.16789609107797818,0.0,0.5,0.5,1.0,1.0,0.5,0.06577172429177541,0.06577172429177541,0.041974022769494544,0.041974022769494544,4.2491873609703695e-18,1.0,False,True,True,True,confirmation
20299,0.0,0.16848950220334633,0.0,0.5,0.5,1.0,1.0,0.5,0.07056841962825203,0.07056841962825203,0.04212237555083658,0.04212237555083658,4.9065389333867974e-18,1.0,False,True,True,True,confirmation
