seed,gamma,omega,analytic_stationary_covariance_difference,analytic_equal_time_moment_max_difference_order_1_to_6,stationary_lyapunov_residual_A0,stationary_lyapunov_residual_A1,empirical_moment_max_difference_order_1_to_6,generator_difference_norm,probability_current_norm_A0,probability_current_norm_A1,input_has_timestamp,input_has_lag,input_has_sample_order,baseline_equal_time_verdict,stage,empirical_moment_normalized_max_difference,empirical_to_population_normalized_RMSE_A0,empirical_to_population_normalized_RMSE_A1
6,1.0,0.5,0.0,0.0,0.0,0.0,1.1478679348522804,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.076524528990152,0.0154965357346413,0.0142437644566068
6,1.0,1.5,0.0,0.0,0.0,0.0,1.3459965963441771,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0897331064229451,0.0120149051063706,0.0167096686390514
7,0.5,0.5,0.0,0.0,0.0,0.0,0.583753507586156,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0389169005057437,0.0095832145104281,0.0174315822865665
7,0.5,1.5,0.0,0.0,0.0,0.0,1.1623336532142527,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0774889102142835,0.0187649386472896,0.0128016736069155
7,1.0,0.5,0.0,0.0,0.0,0.0,1.1825315145408353,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0788354343027223,0.0076563762369101,0.014282692808993
7,1.0,1.5,0.0,0.0,0.0,0.0,1.240375502342847,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0826917001561898,0.0192289516825053,0.0116650609162696
8,0.5,0.5,0.0,0.0,0.0,0.0,1.7086254369163818,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1139083624610921,0.0267853101390106,0.0216191484769865
8,0.5,1.5,0.0,0.0,0.0,0.0,1.4115903538223584,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0941060235881572,0.0217218125065222,0.0091200156539797
8,1.0,0.5,0.0,0.0,0.0,0.0,0.6728968942278405,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0448597929485227,0.021223069614107,0.0162362147281241
8,1.0,1.5,0.0,0.0,0.0,0.0,0.7954108731223681,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0530273915414912,0.0126545820684484,0.0198751003227831
9,0.5,0.5,0.0,0.0,0.0,0.0,0.7236129809723524,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0482408653981568,0.0168650858144752,0.0173271715470576
9,0.5,1.5,0.0,0.0,0.0,0.0,3.597146809346601,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.2398097872897734,0.0342240313996516,0.0322064343173226
9,1.0,0.5,0.0,0.0,0.0,0.0,3.7723340834868,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.25148893889912,0.0128240800579751,0.0443123111409079
9,1.0,1.5,0.0,0.0,0.0,0.0,2.1973164138762677,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1464877609250844,0.0325167229479696,0.0332862257759412
10,0.5,0.5,0.0,0.0,0.0,0.0,2.2035797821266616,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1469053188084441,0.0198639390062607,0.0287128569163434
10,0.5,1.5,0.0,0.0,0.0,0.0,1.5674765259403536,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1044984350626902,0.0184003822253384,0.0240532830557453
10,1.0,0.5,0.0,0.0,0.0,0.0,1.3855219781572774,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0923681318771518,0.0126749031506613,0.0156898340740212
10,1.0,1.5,0.0,0.0,0.0,0.0,1.6794282724872431,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1119618848324828,0.025295829157333,0.0124690875797668
11,0.5,0.5,0.0,0.0,0.0,0.0,2.1543918099782733,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1436261206652182,0.0136874144831671,0.0220190952543329
11,0.5,1.5,0.0,0.0,0.0,0.0,2.527983312308276,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1685322208205517,0.0138045053084501,0.0288682441598206
11,1.0,0.5,0.0,0.0,0.0,0.0,1.8349101660074787,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1223273444004985,0.0260255684614289,0.0167063928142331
11,1.0,1.5,0.0,0.0,0.0,0.0,2.332632856813291,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.155508857120886,0.0284113168732965,0.0167541359777781
12,0.5,0.5,0.0,0.0,0.0,0.0,1.4725319136791644,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.0981687942452776,0.0214445636825423,0.0192277918878994
