seed,world,n_operators,scale_aligned_duration_error,rank_order_accuracy,composition_residual,matrix_log_baseline_error,ordinal_embedding_rank_accuracy,periodic_alias_operator_difference,periodic_alias_ground_truth,generator_branch_ambiguity,multiclock_1D_embedding_residual,scalar_time_rejected,same_budget_baseline_equal_or_better,duration_labels_hidden,timestamps_hidden,operator_storage_order_randomized,input_feature_count,stage
17,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7100025691951195,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
18,stable_linear_flow,4,3.9935835543475534e-16,1.0,1.183148403650076e-16,3.9935835543475534e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
18,non_normal_linear_flow,4,1.7230631484074319e-15,1.0,3.4004047427038564e-15,1.7230631484074319e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
18,damped_rotation,4,1.5979701035689588e-15,1.0,2.593143001046e-15,2.045578800167342e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
18,multi_rate_system,4,2.651631864821191e-16,1.0,0.0,2.651631864821191e-16,1.0,,False,False,0.0,False,True,True,True,True,36,development
18,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
18,nearly_degenerate_generator,4,4.078562934428651e-16,1.0,1.1329908524008625e-16,4.078562934428651e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
18,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7098489834829642,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
19,stable_linear_flow,4,5.2545343925732775e-16,1.0,1.4521909011750368e-16,5.2545343925732775e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
19,non_normal_linear_flow,4,1.7384214042491489e-15,1.0,3.144190024782997e-15,1.7384214042491489e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
19,damped_rotation,4,1.4757852365485069e-15,1.0,2.383840163745892e-15,8.333910124285962e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
19,multi_rate_system,4,3.9935835543475534e-16,1.0,1.421577175871509e-16,3.9935835543475534e-16,1.0,,False,False,0.0,False,True,True,True,True,36,development
19,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
19,nearly_degenerate_generator,4,2.0392814672143255e-15,1.0,1.1216613290031327e-16,2.0392814672143255e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
19,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7096936345642937,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
20,stable_linear_flow,4,3.7270379112554253e-16,1.0,1.1835823514340331e-16,3.7270379112554253e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
20,non_normal_linear_flow,4,1.8014016571067893e-15,1.0,3.398552864066204e-15,1.8014016571067893e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
20,damped_rotation,4,1.371590962149787e-15,1.0,2.1301950103729418e-15,1.0919224613685285e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
20,multi_rate_system,4,3.817954635203936e-16,1.0,1.421832814816407e-16,3.817954635203936e-16,1.0,,False,False,0.0,False,True,True,True,True,36,development
20,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
20,nearly_degenerate_generator,4,4.072672094556282e-15,1.0,1.1217735007445266e-16,4.072672094556282e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
20,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7095365233611738,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
21,stable_linear_flow,4,2.869075121791014e-16,1.0,0.0,2.869075121791014e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
21,non_normal_linear_flow,4,1.960388874798928e-15,1.0,3.025342807012948e-15,1.960388874798928e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
21,damped_rotation,4,1.3069259165326188e-15,1.0,2.216657857286713e-15,1.6938278584285338e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
21,multi_rate_system,4,4.460158532121958e-16,1.0,1.4220884894059142e-16,4.460158532121958e-16,1.0,,False,False,0.0,False,True,True,True,True,36,development
21,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
21,nearly_degenerate_generator,4,1.697367732422189e-15,1.0,1.1336708508914504e-16,1.697367732422189e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
21,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7093776508079381,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
22,stable_linear_flow,4,3.817954635203936e-16,1.0,1.4525256989102044e-16,3.817954635203936e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
22,non_normal_linear_flow,4,1.8131442515028965e-15,1.0,3.145483651192879e-15,1.8131442515028965e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
22,damped_rotation,4,1.863518955627713e-15,1.0,2.206673210348108e-15,1.6549076328079436e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
22,multi_rate_system,4,9.259900138095511e-17,1.0,0.0,9.259900138095511e-17,1.0,,False,False,0.0,False,True,True,True,True,36,development
22,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
22,nearly_degenerate_generator,4,2.016873423624364e-15,1.0,1.133897607736557e-16,2.016873423624364e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
22,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7092170178512528,0.2926506420175286,1.0,,False,False,0.2518270466713691,True,True,True,True,True,16,development
23,stable_linear_flow,4,3.3959981524330854e-16,1.0,1.4526373049654811e-16,3.3959981524330854e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
23,non_normal_linear_flow,4,1.7923349421945207e-15,1.0,3.528502564764007e-15,1.7923349421945207e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
23,damped_rotation,4,1.09329582589113e-15,1.0,2.351107350451377e-15,1.4134624113229117e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
23,multi_rate_system,4,2.6272671962866383e-16,1.0,1.1026134323720034e-16,2.6272671962866383e-16,1.0,,False,False,0.0,False,True,True,True,True,36,development
23,periodic_rotation,4,1.0,0.1666666666666666,,1.0,0.1666666666666666,2.448739272652472e-13,True,True,0.0,False,True,True,True,True,16,development
23,nearly_degenerate_generator,4,1.4682125763209436e-15,1.0,1.1341244099375688e-16,1.4682125763209436e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
23,multi_clock_product_system,4,0.2926506420175286,0.8333333333333334,0.7090546254501792,0.2926506420175286,1.0,,False,False,0.251827046671369,True,True,True,True,True,16,development
24,stable_linear_flow,4,1.9423730396013163e-16,1.0,1.4527489144240542e-16,1.9423730396013163e-16,1.0,,False,False,0.0,False,True,True,True,True,16,development
24,non_normal_linear_flow,4,1.7627892672030445e-15,1.0,3.0226705481923708e-15,1.7627892672030445e-15,1.0,,False,False,0.0,False,True,True,True,True,16,development
