seed,metric,P,D,Delta,weakest_target_class,weakest_preserve_transform,strongest_destroy_target_class,strongest_destroy_transform,target_class_count,strongest_baseline_metric,strongest_baseline_delta,baseline_advantage
10000,VAR_ARX_predictive,0.8326426253456111,1.0,-0.16735737465438894,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10000,autocorrelation_persistence,0.8023608238867221,1.0,-0.19763917611327786,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10000,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.010085908421816003,-0.989914091578184
10000,largest_covariance_eigenvalue,0.8858443146522746,1.0,-0.11415568534772536,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D7_history_destruction,3,,,
10000,linear_CKA,0.3434764990078447,1.0,-0.6565235009921553,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10000,mutual_information,0.9650256670158232,1.0,-0.03497433298417685,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10000,pca_rank1_explained_variance,0.989914091578184,1.0,-0.010085908421816003,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D7_history_destruction,3,,,
10000,pearson,0.9215621151815108,1.0,-0.07843788481848923,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10000,spectral_coherence,0.4477877936396577,1.0,-0.5522122063603423,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D2_phase_randomization,3,,,
10001,VAR_ARX_predictive,0.9152911635828728,1.0,-0.08470883641712723,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10001,autocorrelation_persistence,0.7876710577727583,1.0,-0.21232894222724175,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10001,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P6_time_reparameterization,direct_coupling_SCM,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.006184461241731998,-0.993815538758268
10001,largest_covariance_eigenvalue,0.8448016351170806,1.0,-0.15519836488291938,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D4_edge_cutting,3,,,
10001,linear_CKA,0.4119964159337748,1.0,-0.5880035840662252,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D4_edge_cutting,3,,,
10001,mutual_information,0.9695446919312408,1.0,-0.03045530806875918,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D4_edge_cutting,3,,,
10001,pca_rank1_explained_variance,0.993815538758268,1.0,-0.006184461241731998,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D4_edge_cutting,3,,,
10001,pearson,0.8383500139432712,1.0,-0.16164998605672876,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D4_edge_cutting,3,,,
10001,spectral_coherence,0.5947251141791092,0.9613201998912664,-0.36659508571215715,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10002,VAR_ARX_predictive,0.9254640625399412,0.9421543176029138,-0.016690255062972614,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10002,autocorrelation_persistence,0.7956216455560201,1.0,-0.2043783544439799,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10002,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P6_time_reparameterization,direct_coupling_SCM,D1_temporal_shuffle,3,pca_rank1_explained_variance,-0.011519132234200757,-0.9884808677657992
10002,largest_covariance_eigenvalue,0.8793756976301688,1.0,-0.12062430236983124,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10002,linear_CKA,0.6828290442629426,1.0,-0.31717095573705745,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10002,mutual_information,0.981674332068392,1.0,-0.018325667931607947,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10002,pca_rank1_explained_variance,0.9884808677657992,1.0,-0.011519132234200757,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10002,pearson,0.8679945371304414,1.0,-0.1320054628695586,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10002,spectral_coherence,0.7046684338917277,1.0,-0.29533156610827227,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10003,VAR_ARX_predictive,0.8853045839484983,0.9262644464787868,-0.04095986253028849,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D4_edge_cutting,3,,,
10003,autocorrelation_persistence,0.796370643787995,1.0,-0.20362935621200495,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10003,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D3_IAAFT_surrogate,3,mutual_information,-0.0038613305005179566,-0.996138669499482
10003,largest_covariance_eigenvalue,0.8693612072203915,1.0,-0.13063879277960855,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10003,linear_CKA,0.5992670614716089,1.0,-0.4007329385283911,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10003,mutual_information,0.9726275048641064,0.9764888353646244,-0.0038613305005179566,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10003,pca_rank1_explained_variance,0.9890607858192793,1.0,-0.010939214180720747,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10003,pearson,0.8823518079900012,1.0,-0.11764819200999876,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10003,spectral_coherence,0.5165971242875415,1.0,-0.48340287571245855,direct_coupling_SCM,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10004,VAR_ARX_predictive,0.9069909380428112,1.0,-0.09300906195718883,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10004,autocorrelation_persistence,0.7851361073321437,1.0,-0.21486389266785633,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10004,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D2_phase_randomization,3,mutual_information,-0.008980154030091558,-0.9910198459699084
10004,largest_covariance_eigenvalue,0.8741333882226386,1.0,-0.12586661177736136,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D7_history_destruction,3,,,
10004,linear_CKA,0.4927532637003635,1.0,-0.5072467362996365,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10004,mutual_information,0.9910198459699084,1.0,-0.008980154030091558,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10004,pca_rank1_explained_variance,0.9902805317711928,1.0,-0.009719468228807204,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D7_history_destruction,3,,,
10004,pearson,0.9146122466066594,1.0,-0.08538775339334059,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10004,spectral_coherence,0.6375970828708023,1.0,-0.3624029171291977,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10005,VAR_ARX_predictive,0.8581799321491445,1.0,-0.14182006785085555,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D8_block_shuffle,3,,,
10005,autocorrelation_persistence,0.7889992585536812,1.0,-0.21100074144631875,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10005,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.0038218203919794247,-0.9961781796080206
10005,largest_covariance_eigenvalue,0.8524428961451678,1.0,-0.14755710385483223,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D2_phase_randomization,3,,,
10005,linear_CKA,0.4360451207432627,1.0,-0.5639548792567373,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10005,mutual_information,0.9880367617525554,1.0,-0.011963238247444608,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10005,pca_rank1_explained_variance,0.9961781796080206,1.0,-0.0038218203919794247,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10005,pearson,0.8845003776483518,1.0,-0.11549962235164823,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10005,spectral_coherence,0.4038619756580962,1.0,-0.5961380243419039,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10006,VAR_ARX_predictive,0.7944255583147364,1.0,-0.20557444168526362,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10006,autocorrelation_persistence,0.8041893485390338,1.0,-0.1958106514609662,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10006,correlon_v1,0.0,1.0,-1.0,persistent_shared_mode,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.008715771851018794,-0.9912842281489812
10006,largest_covariance_eigenvalue,0.8797805271378624,1.0,-0.12021947286213763,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10006,linear_CKA,0.6181875715884569,0.9456931667419256,-0.32750559515346866,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10006,mutual_information,0.9768573161291948,1.0,-0.023142683870805203,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10006,pca_rank1_explained_variance,0.9912842281489812,1.0,-0.008715771851018794,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10006,pearson,0.8323958365611136,0.9641049742550808,-0.1317091376939672,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10006,spectral_coherence,0.6570579640676428,1.0,-0.34294203593235717,history_dependent_relational_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10007,VAR_ARX_predictive,0.9409173624893112,1.0,-0.05908263751068876,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10007,autocorrelation_persistence,0.8259357907463128,1.0,-0.17406420925368715,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10007,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,6.557764778925002e-05,-1.0000655776477894
10007,largest_covariance_eigenvalue,0.8600803840760585,0.991679598767318,-0.13159921469125957,direct_coupling_SCM,P7_coarse_graining,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10007,linear_CKA,0.6086109936185412,0.9345716553491444,-0.32596066173060323,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10007,mutual_information,0.9546209608226884,1.0,-0.045379039177311564,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D8_block_shuffle,3,,,
10007,pca_rank1_explained_variance,0.9917451764151068,0.9916795987673176,6.557764778925002e-05,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10007,pearson,0.9302060786889124,0.9598107689551588,-0.02960469026624646,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10007,spectral_coherence,0.6273156112560005,1.0,-0.37268438874399945,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10008,VAR_ARX_predictive,0.9610447945116944,1.0,-0.038955205488305555,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10008,autocorrelation_persistence,0.786556870065296,1.0,-0.21344312993470405,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10008,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D1_temporal_shuffle,3,pca_rank1_explained_variance,-0.007865332172686035,-0.992134667827314
10008,largest_covariance_eigenvalue,0.8419232671453414,1.0,-0.15807673285465862,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10008,linear_CKA,0.7464800252664193,1.0,-0.2535199747335807,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D2_phase_randomization,3,,,
10008,mutual_information,0.9666972203332712,1.0,-0.03330277966672879,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D2_phase_randomization,3,,,
10008,pca_rank1_explained_variance,0.992134667827314,1.0,-0.007865332172686035,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10008,pearson,0.9325028426406315,1.0,-0.06749715735936845,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D2_phase_randomization,3,,,
10008,spectral_coherence,0.5636732101617327,1.0,-0.43632678983826734,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10009,VAR_ARX_predictive,0.947618454676294,1.0,-0.05238154532370598,persistent_shared_mode,P6_time_reparameterization,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10009,autocorrelation_persistence,0.7906084452187494,1.0,-0.2093915547812506,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10009,correlon_v1,0.0,1.0,-1.0,history_dependent_relational_mode,P5_observation_noise,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.007181000782550795,-0.9928189992174492
10009,largest_covariance_eigenvalue,0.8784040436134088,1.0,-0.12159595638659115,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D7_history_destruction,3,,,
10009,linear_CKA,0.5396410230135623,1.0,-0.4603589769864377,history_dependent_relational_mode,P2_global_scaling,direct_coupling_SCM,D5_source_swap,3,,,
10009,mutual_information,0.9911175909757588,1.0,-0.0088824090242412,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10009,pca_rank1_explained_variance,0.9928189992174492,1.0,-0.007181000782550795,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D7_history_destruction,3,,,
10009,pearson,0.7893389316925601,1.0,-0.2106610683074399,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D5_source_swap,3,,,
10009,spectral_coherence,0.6991838070308187,1.0,-0.3008161929691813,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10010,VAR_ARX_predictive,0.8392464510498453,1.0,-0.1607535489501547,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10010,autocorrelation_persistence,0.7955603256157096,1.0,-0.20443967438429045,direct_coupling_SCM,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10010,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P5_observation_noise,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.007785657606367402,-0.9922143423936326
10010,largest_covariance_eigenvalue,0.8797854345610399,1.0,-0.12021456543896014,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10010,linear_CKA,0.192420863691286,1.0,-0.807579136308714,history_dependent_relational_mode,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10010,mutual_information,0.9352866233420856,1.0,-0.06471337665791443,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10010,pca_rank1_explained_variance,0.9922143423936326,1.0,-0.007785657606367402,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10010,pearson,0.8343993296242352,1.0,-0.16560067037576476,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10010,spectral_coherence,0.6145066730207203,1.0,-0.38549332697927974,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10011,VAR_ARX_predictive,0.7913547634989825,1.0,-0.20864523650101752,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10011,autocorrelation_persistence,0.7951513149825222,1.0,-0.20484868501747777,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D7_history_destruction,3,,,
10011,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.014395428739216398,-0.9856045712607836
10011,largest_covariance_eigenvalue,0.8632247519304875,1.0,-0.13677524806951247,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D7_history_destruction,3,,,
10011,linear_CKA,0.3481379259957699,1.0,-0.65186207400423,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D2_phase_randomization,3,,,
10011,mutual_information,0.8984113447353428,1.0,-0.10158865526465721,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D2_phase_randomization,3,,,
10011,pca_rank1_explained_variance,0.9856045712607836,1.0,-0.014395428739216398,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D7_history_destruction,3,,,
10011,pearson,0.9187978538762416,1.0,-0.08120214612375842,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D2_phase_randomization,3,,,
10011,spectral_coherence,0.6317184057557489,1.0,-0.3682815942442511,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10012,VAR_ARX_predictive,0.962691759246726,0.9761116365699448,-0.01341987732321881,direct_coupling_SCM,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,,,
10012,autocorrelation_persistence,0.8298965213131526,1.0,-0.1701034786868474,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10012,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.01223520184966076,-0.9877647981503392
10012,largest_covariance_eigenvalue,0.8829610165600666,1.0,-0.11703898343993335,direct_coupling_SCM,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10012,linear_CKA,0.4457540315291646,1.0,-0.5542459684708354,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10012,mutual_information,0.96409720782358,1.0,-0.035902792176420006,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D2_phase_randomization,3,,,
10012,pca_rank1_explained_variance,0.9877647981503392,1.0,-0.01223520184966076,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10012,pearson,0.920530943089249,1.0,-0.07946905691075101,direct_coupling_SCM,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10012,spectral_coherence,0.7175581475107993,1.0,-0.28244185248920073,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10013,VAR_ARX_predictive,0.8394422030990745,1.0,-0.16055779690092553,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10013,autocorrelation_persistence,0.8042300832491581,1.0,-0.19576991675084188,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10013,correlon_v1,0.3239279884182713,1.0,-0.6760720115817287,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,pca_rank1_explained_variance,-0.012390875774033194,-0.6636811358076955
10013,largest_covariance_eigenvalue,0.8700725719767305,1.0,-0.1299274280232695,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10013,linear_CKA,0.3364592841498999,1.0,-0.6635407158501001,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D7_history_destruction,3,,,
10013,mutual_information,0.9725298314500848,1.0,-0.02747016854991524,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D7_history_destruction,3,,,
10013,pca_rank1_explained_variance,0.9876091242259668,1.0,-0.012390875774033194,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10013,pearson,0.8897677414963021,1.0,-0.11023225850369789,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D7_history_destruction,3,,,
10013,spectral_coherence,0.8984760489429492,1.0,-0.10152395105705081,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10014,VAR_ARX_predictive,0.865213715425243,0.883808511492293,-0.018594796067050057,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10014,autocorrelation_persistence,0.835069694920545,1.0,-0.16493030507945505,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10014,correlon_v1,0.0,1.0,-1.0,persistent_shared_mode,P1_node_permutation,persistent_shared_mode,D4_edge_cutting,3,mutual_information,0.05166976880136798,-1.0516697688013679
10014,largest_covariance_eigenvalue,0.8804214559351858,1.0,-0.11957854406481416,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D7_history_destruction,3,,,
10014,linear_CKA,0.4887342440153864,0.9137321340533175,-0.42499789003793115,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10014,mutual_information,0.9852492248867676,0.9335794560853996,0.05166976880136798,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10014,pca_rank1_explained_variance,0.9995254714132978,1.0,-0.0004745285867021609,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D7_history_destruction,3,,,
10014,pearson,0.880471961854038,0.9441544216388528,-0.0636824597848148,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D5_source_swap,3,,,
10014,spectral_coherence,0.7756176585900414,1.0,-0.2243823414099586,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10015,VAR_ARX_predictive,0.9333682781400476,1.0,-0.06663172185995236,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10015,autocorrelation_persistence,0.7820569421312992,1.0,-0.21794305786870083,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D2_phase_randomization,3,,,
10015,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pearson,0.03779096014440786,-1.0377909601444077
10015,largest_covariance_eigenvalue,0.8609408657798077,1.0,-0.13905913422019234,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10015,linear_CKA,0.5854613234603706,0.7950701179883563,-0.20960879452798564,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10015,mutual_information,0.9904817663685213,0.960518207411445,0.029963558957076253,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10015,pca_rank1_explained_variance,0.9874671978797988,1.0,-0.012532802120201247,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10015,pearson,0.9248840801953966,0.8870931200509887,0.03779096014440786,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10015,spectral_coherence,0.8595301694172354,1.0,-0.14046983058276463,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D1_temporal_shuffle,3,,,
10016,VAR_ARX_predictive,0.873952443640638,0.9413400826798548,-0.06738763903921685,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D4_edge_cutting,3,,,
10016,autocorrelation_persistence,0.7908274636695111,1.0,-0.20917253633048893,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10016,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.010824772997781618,-0.9891752270022184
10016,largest_covariance_eigenvalue,0.8644372420825974,1.0,-0.13556275791740258,direct_coupling_SCM,P7_coarse_graining,history_dependent_relational_mode,D7_history_destruction,3,,,
10016,linear_CKA,0.3535993060669678,1.0,-0.6464006939330322,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10016,mutual_information,0.9758521029890592,1.0,-0.024147897010940778,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D7_history_destruction,3,,,
10016,pca_rank1_explained_variance,0.9891752270022184,1.0,-0.010824772997781618,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D7_history_destruction,3,,,
10016,pearson,0.8618701267878676,1.0,-0.13812987321213244,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D7_history_destruction,3,,,
10016,spectral_coherence,0.4946985252818264,1.0,-0.5053014747181737,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D1_temporal_shuffle,3,,,
10017,VAR_ARX_predictive,0.894872703548599,0.9434471405662024,-0.048574437017603334,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10017,autocorrelation_persistence,0.7866960665709739,1.0,-0.2133039334290261,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10017,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,mutual_information,0.1357991595136414,-1.1357991595136414
10017,largest_covariance_eigenvalue,0.8482976878537318,1.0,-0.15170231214626817,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10017,linear_CKA,0.7305045676097974,0.8995977522724803,-0.16909318466268286,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10017,mutual_information,0.9716496383032472,0.8358504787896058,0.1357991595136414,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D4_edge_cutting,3,,,
10017,pca_rank1_explained_variance,0.991527769703099,1.0,-0.008472230296901029,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10017,pearson,0.774355262081565,0.9239571708916564,-0.1496019088100914,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10017,spectral_coherence,0.7973669256104242,1.0,-0.20263307438957578,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
