seed,metric,P,D,Delta,weakest_target_class,weakest_preserve_transform,strongest_destroy_target_class,strongest_destroy_transform,target_class_count,strongest_baseline_metric,strongest_baseline_delta,baseline_advantage
10044,mutual_information,0.9666212333969028,1.0,-0.03337876660309724,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D4_edge_cutting,3,,,
10044,pca_rank1_explained_variance,0.9933481223561764,1.0,-0.006651877643823578,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10044,pearson,0.8741166123596591,1.0,-0.1258833876403409,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D4_edge_cutting,3,,,
10044,spectral_coherence,0.6069041499756068,1.0,-0.3930958500243932,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10045,VAR_ARX_predictive,0.9577061860409825,1.0,-0.042293813959017545,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10045,autocorrelation_persistence,0.7816490985638663,1.0,-0.21835090143613367,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10045,correlon_v1,0.0,1.0,-1.0,history_dependent_relational_mode,P1_node_permutation,history_dependent_relational_mode,D5_source_swap,3,pca_rank1_explained_variance,0.006502434107822808,-1.0065024341078228
10045,largest_covariance_eigenvalue,0.8412683219094003,0.978881363353554,-0.13761304144415376,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10045,linear_CKA,0.4259211271746826,1.0,-0.5740788728253174,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10045,mutual_information,0.930099567761872,1.0,-0.06990043223812803,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10045,pca_rank1_explained_variance,0.9853837974613774,0.9788813633535546,0.006502434107822808,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10045,pearson,0.8381191471649937,1.0,-0.1618808528350063,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10045,spectral_coherence,0.8128544193681727,1.0,-0.1871455806318273,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10046,VAR_ARX_predictive,0.8561419914692332,0.9401963926793632,-0.08405440121012997,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10046,autocorrelation_persistence,0.800943893933573,1.0,-0.19905610606642699,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10046,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pearson,0.024657214115871184,-1.0246572141158712
10046,largest_covariance_eigenvalue,0.8889816174839339,1.0,-0.1110183825160661,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D7_history_destruction,3,,,
10046,linear_CKA,0.3741824966879932,0.8448807377604908,-0.4706982410724976,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10046,mutual_information,0.9596238197442998,1.0,-0.04037618025570022,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10046,pca_rank1_explained_variance,0.998992635309112,1.0,-0.001007364690888024,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D7_history_destruction,3,,,
10046,pearson,0.9263473173701816,0.9016901032543104,0.024657214115871184,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10046,spectral_coherence,0.5968924374818722,1.0,-0.40310756251812785,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10047,VAR_ARX_predictive,0.9378243152168848,0.9140780137596616,0.02374630145722323,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10047,autocorrelation_persistence,0.8171204829122783,1.0,-0.18287951708772165,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10047,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D4_edge_cutting,3,VAR_ARX_predictive,0.02374630145722323,-1.0237463014572232
10047,largest_covariance_eigenvalue,0.8759773223898113,0.9907140782569758,-0.11473675586716447,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10047,linear_CKA,0.6241832248325075,1.0,-0.37581677516749246,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D7_history_destruction,3,,,
10047,mutual_information,0.9639185141147184,1.0,-0.036081485885281595,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10047,pca_rank1_explained_variance,0.991102220133443,0.990714078256976,0.0003881418764669631,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10047,pearson,0.8718187009459457,1.0,-0.1281812990540543,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D7_history_destruction,3,,,
10047,spectral_coherence,0.7245473859762743,1.0,-0.2754526140237257,history_dependent_relational_mode,P6_time_reparameterization,direct_coupling_SCM,D1_temporal_shuffle,3,,,
10048,VAR_ARX_predictive,0.9188343715411404,0.9506617889913884,-0.031827417450247975,history_dependent_relational_mode,P6_time_reparameterization,history_dependent_relational_mode,D5_source_swap,3,,,
10048,autocorrelation_persistence,0.7904752191616992,1.0,-0.20952478083830084,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10048,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,mutual_information,0.10342744382144542,-1.1034274438214453
10048,largest_covariance_eigenvalue,0.8615082115907459,1.0,-0.13849178840925414,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10048,linear_CKA,0.3944096477990693,0.7576762516104927,-0.3632666038114234,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D4_edge_cutting,3,,,
10048,mutual_information,0.9491161064879164,0.845688662666471,0.10342744382144542,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D4_edge_cutting,3,,,
10048,pca_rank1_explained_variance,0.985326929963428,1.0,-0.014673070036572033,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10048,pearson,0.9591456248992576,0.8685605731377274,0.0905850517615302,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10048,spectral_coherence,0.5882283027497769,1.0,-0.4117716972502231,direct_coupling_SCM,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10049,VAR_ARX_predictive,0.9728671672919236,0.9014962208342192,0.07137094645770437,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D4_edge_cutting,3,,,
10049,autocorrelation_persistence,0.8060092633379049,1.0,-0.1939907366620951,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10049,correlon_v1,0.0,1.0,-1.0,history_dependent_relational_mode,P1_node_permutation,direct_coupling_SCM,D6_common_driver_replacement,3,VAR_ARX_predictive,0.07137094645770437,-1.0713709464577044
10049,largest_covariance_eigenvalue,0.8584506367941283,1.0,-0.14154936320587175,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10049,linear_CKA,0.5259554788036489,1.0,-0.4740445211963511,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D8_block_shuffle,3,,,
10049,mutual_information,0.9810046448197836,1.0,-0.018995355180216444,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D8_block_shuffle,3,,,
10049,pca_rank1_explained_variance,0.9883191822856454,1.0,-0.011680817714354585,history_dependent_relational_mode,P6_time_reparameterization,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10049,pearson,0.8934073245972317,1.0,-0.10659267540276829,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D8_block_shuffle,3,,,
10049,spectral_coherence,0.5364180253725185,1.0,-0.4635819746274815,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10050,VAR_ARX_predictive,0.935737555180468,1.0,-0.06426244481953203,direct_coupling_SCM,P6_time_reparameterization,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10050,autocorrelation_persistence,0.7997975697373134,1.0,-0.20020243026268658,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10050,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D6_common_driver_replacement,3,mutual_information,0.16010527809998942,-1.1601052780999894
10050,largest_covariance_eigenvalue,0.8645725966306994,1.0,-0.1354274033693006,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10050,linear_CKA,0.5867140371317154,0.8038535572771663,-0.2171395201454509,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10050,mutual_information,0.9636034503508658,0.8034981722508764,0.16010527809998942,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10050,pca_rank1_explained_variance,0.998766160212864,1.0,-0.0012338397871359819,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10050,pearson,0.9568205817774867,0.896709105365842,0.060111476411644715,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D5_source_swap,3,,,
10050,spectral_coherence,0.6950053909090047,1.0,-0.3049946090909953,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10051,VAR_ARX_predictive,0.9739004208590673,1.0,-0.02609957914093275,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10051,autocorrelation_persistence,0.7987337904234115,1.0,-0.20126620957658847,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10051,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P5_observation_noise,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.009669521184601182,-0.9903304788153988
10051,largest_covariance_eigenvalue,0.8401163680396403,1.0,-0.1598836319603597,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10051,linear_CKA,0.7048647309060281,1.0,-0.2951352690939719,history_dependent_relational_mode,P2_global_scaling,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10051,mutual_information,0.9653145373841364,1.0,-0.03468546261586358,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10051,pca_rank1_explained_variance,0.9903304788153988,1.0,-0.009669521184601182,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10051,pearson,0.8503697392085809,1.0,-0.14963026079141906,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10051,spectral_coherence,0.857709299265247,1.0,-0.14229070073475303,direct_coupling_SCM,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,,,
10052,VAR_ARX_predictive,0.8732619644323627,1.0,-0.1267380355676373,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10052,autocorrelation_persistence,0.7940481504996727,1.0,-0.2059518495003273,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10052,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.00550873986799838,-0.9944912601320016
10052,largest_covariance_eigenvalue,0.8708239036284372,1.0,-0.1291760963715628,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10052,linear_CKA,0.4684885975089523,1.0,-0.5315114024910477,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10052,mutual_information,0.9697449323083616,1.0,-0.030255067691638438,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10052,pca_rank1_explained_variance,0.9944912601320016,1.0,-0.00550873986799838,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10052,pearson,0.9278428729356362,1.0,-0.07215712706436384,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10052,spectral_coherence,0.7298990158815181,1.0,-0.27010098411848193,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10053,VAR_ARX_predictive,0.9508089008510682,1.0,-0.04919109914893183,direct_coupling_SCM,P6_time_reparameterization,persistent_shared_mode,D6_common_driver_replacement,3,,,
10053,autocorrelation_persistence,0.8014806712266135,1.0,-0.19851932877338652,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10053,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P6_time_reparameterization,direct_coupling_SCM,D2_phase_randomization,3,pca_rank1_explained_variance,-0.007082055886548422,-0.9929179441134516
10053,largest_covariance_eigenvalue,0.8432064240683106,1.0,-0.1567935759316894,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10053,linear_CKA,0.6080884385650556,1.0,-0.39191156143494443,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10053,mutual_information,0.9843851270326912,1.0,-0.01561487296730879,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10053,pca_rank1_explained_variance,0.9929179441134516,1.0,-0.007082055886548422,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10053,pearson,0.9114485335993237,1.0,-0.08855146640067635,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D2_phase_randomization,3,,,
10053,spectral_coherence,0.6992787550587191,1.0,-0.30072124494128094,direct_coupling_SCM,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10054,VAR_ARX_predictive,0.756117474372953,1.0,-0.24388252562704704,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D6_common_driver_replacement,3,,,
10054,autocorrelation_persistence,0.7971872218498322,1.0,-0.20281277815016785,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10054,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.006420231885308381,-0.9935797681146916
10054,largest_covariance_eigenvalue,0.8760792525716901,1.0,-0.12392074742830994,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D8_block_shuffle,3,,,
10054,linear_CKA,0.3464506176244567,1.0,-0.6535493823755433,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D2_phase_randomization,3,,,
10054,mutual_information,0.9779018046828664,1.0,-0.02209819531713364,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D2_phase_randomization,3,,,
10054,pca_rank1_explained_variance,0.9935797681146916,1.0,-0.006420231885308381,direct_coupling_SCM,P5_observation_noise,direct_coupling_SCM,D8_block_shuffle,3,,,
10054,pearson,0.8182313498963322,1.0,-0.18176865010366783,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D2_phase_randomization,3,,,
10054,spectral_coherence,0.5489449737688471,1.0,-0.4510550262311529,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D1_temporal_shuffle,3,,,
10055,VAR_ARX_predictive,0.8440464227229256,1.0,-0.15595357727707437,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D2_phase_randomization,3,,,
10055,autocorrelation_persistence,0.8076107467590945,1.0,-0.1923892532409055,direct_coupling_SCM,P7_coarse_graining,history_dependent_relational_mode,D2_phase_randomization,3,,,
10055,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.0019739226963796375,-0.9980260773036204
10055,largest_covariance_eigenvalue,0.8474925967972677,1.0,-0.15250740320273226,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10055,linear_CKA,0.438996083909586,1.0,-0.561003916090414,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10055,mutual_information,0.944414756139506,1.0,-0.055585243860494016,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D3_IAAFT_surrogate,3,,,
10055,pca_rank1_explained_variance,0.9980260773036204,1.0,-0.0019739226963796375,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10055,pearson,0.9414662724155552,1.0,-0.05853372758444475,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10055,spectral_coherence,0.8258672060772725,1.0,-0.1741327939227275,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10056,VAR_ARX_predictive,0.851364986760203,0.9442121574396642,-0.09284717067946124,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10056,autocorrelation_persistence,0.7706492345240888,1.0,-0.22935076547591116,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10056,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.007216668184057196,-0.9927833318159428
10056,largest_covariance_eigenvalue,0.8560250567450575,1.0,-0.14397494325494253,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10056,linear_CKA,0.3621243154597282,1.0,-0.6378756845402718,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D2_phase_randomization,3,,,
10056,mutual_information,0.9520700646471896,1.0,-0.04792993535281043,history_dependent_relational_mode,P5_observation_noise,direct_coupling_SCM,D2_phase_randomization,3,,,
10056,pca_rank1_explained_variance,0.9927833318159428,1.0,-0.007216668184057196,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D5_source_swap,3,,,
10056,pearson,0.9517535988232136,1.0,-0.04824640117678636,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D2_phase_randomization,3,,,
10056,spectral_coherence,0.5293345650903529,1.0,-0.4706654349096471,direct_coupling_SCM,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10057,VAR_ARX_predictive,0.962033818968094,1.0,-0.037966181031905966,persistent_shared_mode,P5_observation_noise,persistent_shared_mode,D6_common_driver_replacement,3,,,
10057,autocorrelation_persistence,0.7976385400941467,1.0,-0.2023614599058533,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10057,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D2_phase_randomization,3,pca_rank1_explained_variance,-0.01143352173133605,-0.988566478268664
10057,largest_covariance_eigenvalue,0.8482114607649862,1.0,-0.1517885392350138,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10057,linear_CKA,0.6513342580370116,1.0,-0.3486657419629884,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D4_edge_cutting,3,,,
10057,mutual_information,0.953637882025262,0.999846544515699,-0.04620866249043698,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D4_edge_cutting,3,,,
10057,pca_rank1_explained_variance,0.988566478268664,1.0,-0.01143352173133605,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10057,pearson,0.90726752328047,1.0,-0.09273247671953,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D4_edge_cutting,3,,,
10057,spectral_coherence,0.6249821563474804,1.0,-0.37501784365251956,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10058,VAR_ARX_predictive,0.909905920334372,0.9415514520879372,-0.031645531753565215,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D4_edge_cutting,3,,,
10058,autocorrelation_persistence,0.7927977729250903,1.0,-0.20720222707490965,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D7_history_destruction,3,,,
10058,correlon_v1,0.0,1.0,-1.0,persistent_shared_mode,P1_node_permutation,persistent_shared_mode,D2_phase_randomization,3,pca_rank1_explained_variance,-0.016069179763448793,-0.9839308202365512
10058,largest_covariance_eigenvalue,0.868446924669112,1.0,-0.131553075330888,history_dependent_relational_mode,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10058,linear_CKA,0.4860970640409257,1.0,-0.5139029359590743,persistent_shared_mode,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10058,mutual_information,0.9738411504984792,1.0,-0.02615884950152081,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10058,pca_rank1_explained_variance,0.9839308202365512,1.0,-0.016069179763448793,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10058,pearson,0.8704817209798107,1.0,-0.1295182790201893,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10058,spectral_coherence,0.5815473907417206,1.0,-0.41845260925827943,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10059,VAR_ARX_predictive,0.8230902793009828,1.0,-0.17690972069901723,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10059,autocorrelation_persistence,0.8052974080700054,1.0,-0.19470259192999462,history_dependent_relational_mode,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10059,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D2_phase_randomization,3,mutual_information,0.06781023121351071,-1.0678102312135107
10059,largest_covariance_eigenvalue,0.905503724632397,1.0,-0.09449627536760297,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10059,linear_CKA,0.5090838350552156,0.836540124133993,-0.32745628907877744,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10059,mutual_information,0.9399209612833505,0.8721107300698397,0.06781023121351071,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D2_phase_randomization,3,,,
10059,pca_rank1_explained_variance,0.9871954923659292,1.0,-0.012804507634070816,persistent_shared_mode,P5_observation_noise,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10059,pearson,0.8572545284330756,0.91306038289422,-0.05580585446114439,persistent_shared_mode,P4_orthogonal_basis_rotation,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10059,spectral_coherence,0.5577488367049493,1.0,-0.44225116329505065,direct_coupling_SCM,P2_global_scaling,direct_coupling_SCM,D6_common_driver_replacement,3,,,
10060,VAR_ARX_predictive,0.8998532864579413,0.9639959887849696,-0.06414270232702834,history_dependent_relational_mode,P2_global_scaling,history_dependent_relational_mode,D8_block_shuffle,3,,,
10060,autocorrelation_persistence,0.7819862195217007,1.0,-0.21801378047829933,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10060,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,pca_rank1_explained_variance,-0.009533126956492777,-0.9904668730435072
10060,largest_covariance_eigenvalue,0.855635059603191,1.0,-0.14436494039680903,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10060,linear_CKA,0.5010299418894192,1.0,-0.4989700581105808,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10060,mutual_information,0.9768626089874684,1.0,-0.02313739101253165,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10060,pca_rank1_explained_variance,0.9904668730435072,1.0,-0.009533126956492777,direct_coupling_SCM,P5_observation_noise,history_dependent_relational_mode,D5_source_swap,3,,,
10060,pearson,0.7547949261607054,1.0,-0.24520507383929457,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10060,spectral_coherence,0.7320776015363125,1.0,-0.2679223984636875,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10061,VAR_ARX_predictive,0.8300424875131649,1.0,-0.1699575124868351,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D1_temporal_shuffle,3,,,
10061,autocorrelation_persistence,0.7814768357224036,1.0,-0.21852316427759644,direct_coupling_SCM,P7_coarse_graining,persistent_shared_mode,D5_source_swap,3,,,
10061,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,persistent_shared_mode,D6_common_driver_replacement,3,mutual_information,-0.01778136350011683,-0.9822186364998832
10061,largest_covariance_eigenvalue,0.8915713083340281,1.0,-0.10842869166597191,history_dependent_relational_mode,P7_coarse_graining,history_dependent_relational_mode,D5_source_swap,3,,,
10061,linear_CKA,0.4585610283031797,0.9755160139749636,-0.5169549856717839,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10061,mutual_information,0.9822186364998832,1.0,-0.01778136350011683,persistent_shared_mode,P5_observation_noise,history_dependent_relational_mode,D3_IAAFT_surrogate,3,,,
10061,pca_rank1_explained_variance,0.914586470350754,1.0,-0.08541352964924598,persistent_shared_mode,P2_global_scaling,history_dependent_relational_mode,D5_source_swap,3,,,
10061,pearson,0.8881180051530749,0.9934583240556584,-0.10534031890258344,persistent_shared_mode,P4_orthogonal_basis_rotation,history_dependent_relational_mode,D5_source_swap,3,,,
10061,spectral_coherence,0.5277788376554328,1.0,-0.47222116234456724,persistent_shared_mode,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10062,VAR_ARX_predictive,0.7377907585668747,1.0,-0.2622092414331253,direct_coupling_SCM,P2_global_scaling,persistent_shared_mode,D6_common_driver_replacement,3,,,
10062,autocorrelation_persistence,0.7910807657351268,1.0,-0.20891923426487324,direct_coupling_SCM,P7_coarse_graining,direct_coupling_SCM,D5_source_swap,3,,,
10062,correlon_v1,0.0,1.0,-1.0,direct_coupling_SCM,P1_node_permutation,direct_coupling_SCM,D2_phase_randomization,3,pca_rank1_explained_variance,-0.011046205817954347,-0.9889537941820457
10062,largest_covariance_eigenvalue,0.8858410975654291,1.0,-0.11415890243457094,history_dependent_relational_mode,P6_time_reparameterization,direct_coupling_SCM,D5_source_swap,3,,,
10062,linear_CKA,0.2281287829953383,1.0,-0.7718712170046618,direct_coupling_SCM,P2_global_scaling,history_dependent_relational_mode,D8_block_shuffle,3,,,
10062,mutual_information,0.9847507721388628,1.0,-0.015249227861137249,history_dependent_relational_mode,P5_observation_noise,history_dependent_relational_mode,D8_block_shuffle,3,,,
