trial,latent_rank,rho,frequency,strength,noise,drift,x_delay,y_delay,sample_length,correlon_score,threshold,crosses_threshold,running_max,direct_edge,T_iso,T_floor
226,3,0.5539840973533275,0.216632461601701,2.9199523332283186,0.6623745014415855,0.7758902134454513,2,5,300,0.0,0.05106167951270389,False,0.7224829465807626,False,0.011446940457475407,-0.1049658477051506
227,3,0.6900915126145265,0.3164349410847566,0.20226523498356933,1.1235116508362812,1.7051257548146321,3,5,450,0.02108544229804053,0.05106167951270389,False,0.7224829465807626,False,0.009289423994672391,0.04786043538964077
228,2,0.9840793397203161,0.03781398660409599,2.873837094986652,1.2985536875764638,0.6563725596439134,0,0,750,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.028384186033699965,0.5293482826017206
229,1,0.002520563375395883,0.32715153631701976,1.2446813945186894,0.8321200272836303,0.9411948569609827,3,0,750,0.0,0.05106167951270389,False,0.7224829465807626,False,0.0032229434595572315,-0.04716621811074451
230,3,0.022980987203746386,0.04995286204075888,2.7133819003109587,0.33999685520644296,1.9429266613380967,3,8,600,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.007677583190061607,-0.07036598595127103
231,3,0.206652276556142,0.35800177970865343,0.9237739896675072,0.29065524499905515,0.12940116265673418,1,3,750,0.02393427080510569,0.05106167951270389,False,0.7224829465807626,False,0.008278289324841565,0.06919899709872707
232,3,0.4457349624079108,0.12593634399605824,2.1203036107575612,0.45615918612328443,0.01018122351785089,8,5,600,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.019213258486943663,0.019248811863676066
233,2,0.7622960541473449,0.15413672107388343,1.1823190060420434,1.11445980187841,0.23949941680537434,5,8,450,0.050060225698896725,0.05106167951270389,False,0.7224829465807626,False,0.020785169544745075,0.12056799400311152
234,1,0.4880879292334798,0.2567654478533356,2.331113188010315,0.5018037245088601,0.5156070546023057,3,0,750,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.010966995309264968,-0.025794211098377224
235,2,0.24021091797813884,0.04659192271063857,1.79109393339343,0.5778890544374173,1.7823136723072461,3,1,300,0.07665679613854244,0.05106167951270389,True,0.7224829465807626,False,0.024904563794496626,0.23595130766853997
236,2,0.5059106715083287,0.1992779633153367,1.8536493604556064,0.7692155623329665,0.09133650103886759,8,3,600,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.011812016580785303,0.013520489552814208
237,1,0.6888807112255048,0.005185880467247506,2.965051405536245,1.23202249123553,1.5302870955212264,2,0,600,0.465679390042424,0.05106167951270389,True,0.7224829465807626,False,0.2556902747079931,0.8481249220680855
238,3,0.7714339084158134,0.1050179374472722,0.8005971425982439,0.36248856984887146,1.0185254852572263,3,5,600,0.060439135179756735,0.05106167951270389,True,0.7224829465807626,False,0.03490158708955435,0.10466254878048732
239,2,0.9377326068756288,0.4264729638086661,1.4293283397556962,0.6343749708399303,0.5630709707114165,1,8,300,0.22155345707880597,0.05106167951270389,True,0.7224829465807626,False,0.09533667528507991,0.5148693742129291
240,2,0.8426324912258665,0.24518661126338986,1.8442072143178898,0.10797215311321862,0.998047117446442,8,8,450,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.20002040872613028,0.2536949407929047
241,1,0.7545094013735769,0.3604020748483214,1.5361069460504237,1.46859679244073,0.24702159892212427,8,5,600,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.00676205691401105,0.36929710896085877
242,1,0.36605409987393267,0.28956546230628116,1.5712210036236343,0.4557399012627553,0.2776871396348257,2,8,300,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.01666402899711343,0.1201103850568348
243,3,0.10969119441623057,0.07558287942590959,1.1265652751371817,1.1837646763023957,1.1824120015927886,2,8,750,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.02067144403844924,-0.10687730551633823
244,3,0.10286084633409402,0.3690682613978193,2.0428087110517823,1.4334591601443625,0.22212498915823975,1,1,750,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.00939526657204555,0.24254211546131646
245,3,0.3113263417333445,0.0818077674644087,0.5330744254856852,1.0390369217015336,0.11284900494887062,1,3,450,0.028134117603277692,0.05106167951270389,False,0.7224829465807626,False,0.005946417495068648,0.13311015817027186
246,3,0.5380750357314209,0.02158665007804817,2.7017163333481387,0.38749386828250454,0.7948711180870418,5,3,300,0.0,0.05106167951270389,False,0.7224829465807626,False,-0.026884149456853607,0.08195251278752852
