stage,seed,dimension,true_rank,strength,rank,method,train_samples,heldout_samples,field_evaluation_samples,cca_identity_diff,scale,generator_error,vector_field_cosine,orbit_shape_error,frequency_error,stability_max_real_eigenvalue
development,0,4,2,0.5,2,full_state_oracle,2000,1000,64,0.0,1.0,0.0,1.0,0.0,0.0,4.996003610813204e-16
development,0,4,2,0.5,4,correlon,2000,1000,64,0.0,0.9757034298223124,0.0529013911099577,0.9988457163475032,0.0240237762695288,0.0109915248608551,6.661338147750939e-16
development,0,4,2,0.5,4,cca_equivalent,2000,1000,64,0.0,0.9757034298223124,0.0529013911099577,0.9988457163475032,0.0240237762695288,0.0109915248608551,6.661338147750939e-16
development,0,4,2,0.5,4,block_diagonal,2000,1000,64,0.0,0.9819136994146628,0.0823438395912712,0.9967903467428352,0.0400602874251104,0.0032954820120516,4.440892098500121e-16
development,0,4,2,0.5,4,pca_rank_matched,2000,1000,64,0.0,0.975703450811744,0.05290138930421,0.9988457164184242,0.0240237755314994,0.0109915232229395,6.106226635438361e-16
development,0,4,2,0.5,4,random_rank_matched,2000,1000,64,0.0,0.967908146753628,0.1334670685373353,0.9908153722143528,0.0677666134082524,0.0175028748421766,3.8857805861880484e-16
development,0,4,2,0.5,4,raw_svd,2000,1000,64,0.0,0.9757034298223092,0.0529013911099584,0.9988457163475032,0.0240237762695291,0.0109915248608549,2.220446049250313e-16
development,0,4,2,0.5,4,full_state_oracle,2000,1000,64,0.0,1.0,0.0,1.0,0.0,0.0,4.996003610813204e-16
development,0,4,2,1.0,1,correlon,2000,1000,64,0.0,0.9989845731927872,0.1043718144129784,0.9946292141483656,0.0518207769704126,0.0418109025665062,8.326672684688674e-16
development,0,4,2,1.0,1,cca_equivalent,2000,1000,64,0.0,0.9989845731927872,0.1043718144129784,0.9946292141483656,0.0518207769704126,0.0418109025665062,8.326672684688674e-16
development,0,4,2,1.0,1,block_diagonal,2000,1000,64,0.0,1.0183024217915737,0.154425223685504,0.9884774937381576,0.0759029191198936,0.0763787222695806,1.1550766280412304e-16
development,0,4,2,1.0,1,pca_rank_matched,2000,1000,64,0.0,1.0540299778829183,0.1884070889273223,0.9821172542804446,0.0945588327961894,0.0974236637879895,2.220446049250313e-16
development,0,4,2,1.0,1,random_rank_matched,2000,1000,64,0.0,0.9741542441208078,0.2106967619966827,0.9797366192683868,0.100656298192446,0.0757880076916158,2.220446049250313e-16
development,0,4,2,1.0,1,raw_svd,2000,1000,64,0.0,1.0010800259266286,0.1016469300332782,0.9946471378062152,0.0517342352499035,0.0409980086112786,5.551115123125784e-16
development,0,4,2,1.0,1,full_state_oracle,2000,1000,64,0.0,1.0,0.0,1.0,0.0,0.0,3.05311331771918e-16
development,0,4,2,1.0,2,correlon,2000,1000,64,0.0,0.9883808175302164,0.0611929763011218,0.9985916700411126,0.0265361070890913,0.0180936243302054,1.6653345369377348e-16
development,0,4,2,1.0,2,cca_equivalent,2000,1000,64,0.0,0.9883808175302164,0.0611929763011218,0.9985916700411126,0.0265361070890913,0.0180936243302054,1.6653345369377348e-16
development,0,4,2,1.0,2,block_diagonal,2000,1000,64,0.0,1.0183024217915737,0.154425223685504,0.9884774937381576,0.0759029191198936,0.0763787222695806,1.1550766280412304e-16
