J2,beta_top_fraction,gamma_gap,top_fraction_inf_linear_1L,gap_inf_linear_1L,mean_mu,all_delta_gate
0.0,0.7297297952574376,3.7911711285819596,0.03629412618503138,-0.9623708849422505,0.9999999999994253,True
0.3,1.0624866862702735,3.9968306949714223,-0.0645513797547228,-1.4991917894520548,0.9999999999999779,True
0.5,1.6805950434432892,0.4105808253912404,-0.28753656281096135,-0.0029965769806196774,0.8863166204542452,False
0.7,-0.19652687364252389,2.686753186200978,0.35211916975669194,0.020952501175765175,0.95529023413637,False
