model,dimension,seed,beta,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
random_hermitian,2,47,2.0,2.0,3.143361469384375e-16,6.243959954463992e-16,1.6199221605208657e-16
random_hermitian,2,47,4.0,4.000000000000014,2.95861621335816e-16,1.969293946325163e-15,2.5117894186548546e-16
random_hermitian,2,48,0.25,0.24999999999999994,4.087398882337954e-16,1.142952491923883e-15,3.4227022995895497e-16
random_hermitian,2,48,0.5,0.4999999999999999,1.6280631306164628e-16,6.691857079034359e-16,1.5713457264950336e-16
random_hermitian,2,48,1.0,1.0,2.377947690578007e-16,3.741225618345878e-16,8.884279445022562e-17
random_hermitian,2,48,2.0,1.999999999999997,1.241845207314732e-16,5.295970677623734e-16,1.2012234730743017e-16
random_hermitian,2,48,4.0,3.9999999999999103,2.942074983998975e-16,2.5620264412655295e-15,3.868811347011151e-16
random_hermitian,2,49,0.25,0.24999999999999975,7.195570181089299e-16,1.5577937252061218e-15,3.4444303649011144e-16
random_hermitian,2,49,0.5,0.4999999999999999,4.2962502860232425e-16,1.5030478198651557e-15,3.812911191358398e-16
random_hermitian,2,49,1.0,0.9999999999999999,2.8790147063927625e-16,1.7130068965356698e-15,4.976082195386201e-16
random_hermitian,2,49,2.0,2.0000000000000013,1.706173906739657e-16,1.3080261126574188e-15,1.9463647764127169e-16
random_hermitian,2,49,4.0,3.999999999999871,1.1182869648272745e-16,1.1111231751525616e-15,1.803166069336811e-16
random_hermitian,2,50,0.25,0.25000000000000006,3.8561725940565695e-16,5.87241107591355e-16,1.7245394721174147e-16
random_hermitian,2,50,0.5,0.5,3.669206252425291e-16,4.4285921213511077e-16,7.868809578601063e-17
random_hermitian,2,50,1.0,0.9999999999999998,3.048460176312686e-16,5.773922481706963e-16,1.664656960404553e-16
random_hermitian,2,50,2.0,1.9999999999999996,2.4045320492353897e-16,4.645005743140422e-16,1.3905706512002176e-16
random_hermitian,2,50,4.0,3.999999999999993,2.84420135340633e-16,8.412731870400414e-16,1.2338247170813585e-16
random_hermitian,2,51,0.25,0.24999999999999983,8.500312443696293e-16,8.948882907140476e-16,2.479189028583575e-16
random_hermitian,2,51,0.5,0.5000000000000001,1.3869754360254756e-16,1.1244111076541228e-15,2.3409980440904885e-16
random_hermitian,2,51,1.0,1.0000000000000004,2.0823591804906166e-16,1.058608872526331e-15,1.7704274811682847e-16
random_hermitian,2,51,2.0,1.9999999999999982,1.9497937155564764e-16,8.98670314974113e-16,1.627183714038794e-16
random_hermitian,2,51,4.0,3.9999999999999107,2.957058811609181e-16,3.536805407114688e-15,4.526725204021178e-16
random_hermitian,2,52,0.25,0.25000000000000017,1.869069116463548e-15,1.0686138013524079e-15,2.7810667080555474e-16
random_hermitian,2,52,0.5,0.5000000000000001,6.866829752704628e-16,5.504963242226405e-16,1.1992301014589542e-16
random_hermitian,2,52,1.0,0.9999999999999998,2.0117499849875136e-16,5.622034813044967e-16,7.022273733142438e-17
random_hermitian,2,52,2.0,1.9999999999999991,2.664610849299847e-16,1.4258818021697657e-15,2.8932827937703474e-16
random_hermitian,2,52,4.0,3.9999999999997455,3.750315450392415e-16,1.467313929663843e-15,2.59219544691774e-16
random_hermitian,2,53,0.25,0.25,9.324509669518993e-16,6.395692976434539e-16,1.6598001176018153e-16
random_hermitian,2,53,0.5,0.4999999999999999,2.0076555076058665e-16,8.891480116571217e-16,3.133192732707715e-16
random_hermitian,2,53,1.0,0.9999999999999996,3.3335631510912873e-16,9.302198480404646e-16,3.360634034761462e-16
random_hermitian,2,53,2.0,1.9999999999999956,4.2011742620061413e-16,3.132622981082898e-16,7.33354349469195e-17
random_hermitian,2,53,4.0,4.000000000000282,1.760915711344152e-16,1.403308086839465e-15,3.6323594129200404e-16
random_hermitian,2,54,0.25,0.24999999999999978,1.6277936370485028e-16,6.867765856913587e-16,1.8538822617006326e-16
random_hermitian,2,54,0.5,0.5000000000000002,6.593397375669692e-16,7.858175055321145e-16,1.563000190884664e-16
random_hermitian,2,54,1.0,1.0,5.219347536016139e-16,1.3834516858993272e-15,4.1920998724490404e-16
random_hermitian,2,54,2.0,1.9999999999999982,5.829605536598238e-16,1.273575772657992e-15,2.7957790172369764e-16
random_hermitian,2,54,4.0,3.9999999999999094,4.650531725716818e-16,1.172503518819007e-15,3.4602947791046584e-16
random_hermitian,2,55,0.25,0.2500000000000002,1.9047359796596375e-16,5.274052186604674e-16,8.582082509726889e-17
random_hermitian,2,55,0.5,0.5000000000000006,2.101324014739137e-16,5.321922006192647e-16,7.520530704107165e-17
random_hermitian,2,55,1.0,1.0000000000000007,1.3916881072587746e-16,3.555043001521578e-16,6.111163508853468e-17
random_hermitian,2,55,2.0,2.0000000000000018,1.979295974131353e-16,1.2902720503640934e-15,1.56995257005229e-16
random_hermitian,2,55,4.0,4.000000000000005,8.108790813678453e-17,1.145487214875411e-15,1.7204255754199968e-16
random_hermitian,2,56,0.25,0.24999999999999994,4.1593792955699217e-16,1.1378100937335164e-15,2.483622416379205e-16
random_hermitian,2,56,0.5,0.5,2.0770963996549144e-16,9.560767281037631e-16,3.1070457363973654e-16
random_hermitian,2,56,1.0,0.9999999999999998,3.04457080805497e-16,6.810432063959186e-16,1.6188579361668485e-16
random_hermitian,2,56,2.0,1.9999999999999982,3.6194262034042276e-16,4.702322765597574e-16,1.8904827447294864e-16
random_hermitian,2,56,4.0,4.000000000000034,4.2116305840824284e-16,8.020550246641958e-16,2.7925585248349943e-16
random_hermitian,2,57,0.25,0.25,2.5367973005288406e-16,7.280575564124096e-16,2.1129944100088596e-16
random_hermitian,2,57,0.5,0.4999999999999998,2.220518491668872e-16,4.1564964178783045e-16,8.807690683393179e-17
random_hermitian,2,57,1.0,0.9999999999999998,5.571459653754376e-16,1.0161740617571113e-15,2.5240390985738687e-16
random_hermitian,2,57,2.0,2.0000000000000053,3.12528789418296e-16,5.280881808066971e-16,1.2555138231826147e-16
random_hermitian,2,57,4.0,4.0000000000001155,1.5707534743282796e-16,1.287918927402022e-15,1.2896999827964115e-16
random_hermitian,2,58,0.25,0.2500000000000002,8.302625590427571e-16,3.737131604111096e-16,6.122802590325265e-17
random_hermitian,2,58,0.5,0.5000000000000002,2.4993806651702205e-16,1.8988408204272094e-15,4.945583491793386e-16
random_hermitian,2,58,1.0,1.0,2.2007210733425452e-16,7.105097055120029e-16,1.3486284928335164e-16
random_hermitian,2,58,2.0,2.0000000000000018,2.5425483509898243e-16,7.844246994186728e-16,1.5541932247367681e-16
random_hermitian,2,58,4.0,3.999999999999993,1.6066187770376333e-16,1.3582381092002685e-15,3.2054869769691535e-16
random_hermitian,2,59,0.25,0.2499999999999999,7.596352092011772e-16,5.304947622854044e-16,1.1599347051436293e-16
random_hermitian,2,59,0.5,0.4999999999999999,3.348423935662007e-16,7.060474784030802e-16,1.2718650269256015e-16
random_hermitian,2,59,1.0,0.9999999999999987,2.961015617068147e-16,9.162822660863616e-16,1.1117371545632543e-16
random_hermitian,2,59,2.0,1.999999999999996,3.509737319673557e-16,1.0740057273445911e-15,1.8934972435604008e-16
random_hermitian,2,59,4.0,3.9999999999998255,3.2285641332373175e-16,1.4543483000478456e-15,2.9983765486307483e-16
random_hermitian,2,60,0.25,0.24999999999999994,4.676585434942778e-16,4.594365265244383e-16,1.298393649100474e-16
random_hermitian,2,60,0.5,0.4999999999999996,3.007737386098357e-16,4.594365265244383e-16,1.1511589940769427e-16
random_hermitian,2,60,1.0,1.0000000000000002,1.6025094203186572e-16,7.637562021743348e-16,2.2638928932907966e-16
random_hermitian,2,60,2.0,2.000000000000001,4.602049949860695e-16,1.0554719883721561e-15,2.7048668236914443e-16
random_hermitian,2,60,4.0,3.9999999999999534,4.867608392598127e-16,6.161855903667216e-16,1.8917963635000586e-16
random_hermitian,2,61,0.25,0.2500000000000001,3.605126409238761e-16,7.298763976235254e-16,1.7615457765138157e-16
random_hermitian,2,61,0.5,0.4999999999999999,2.4061225351447844e-16,6.956703768421033e-16,2.034462297915736e-16
random_hermitian,2,61,1.0,0.9999999999999997,2.588454589630741e-16,7.833763415754128e-16,1.8244240158074598e-16
random_hermitian,2,61,2.0,1.9999999999999967,1.1396225982155049e-16,8.844574901369582e-16,1.491567078017678e-16
random_hermitian,2,61,4.0,3.9999999999999516,2.1098965376567042e-16,5.305865721001752e-16,7.565921900492025e-17
random_hermitian,2,62,0.25,0.24999999999999975,2.668255716937161e-16,1.0001882624449163e-15,2.0978766748638818e-16
random_hermitian,2,62,0.5,0.5000000000000002,1.808022127769322e-16,1.1167988572887284e-15,2.2200121577980036e-16
random_hermitian,2,62,1.0,0.9999999999999997,1.7166149635755223e-16,8.084961886070318e-16,1.190711483405049e-16
random_hermitian,2,62,2.0,1.9999999999999993,1.594464798637289e-16,1.149369985339979e-15,2.271726365426715e-16
random_hermitian,2,62,4.0,4.000000000000011,2.0254372092500166e-16,3.114016730014307e-15,5.525062205786904e-16
random_hermitian,2,63,0.25,0.24999999999999986,4.1062399061403244e-16,1.8903940505940982e-15,4.331622298774937e-16
random_hermitian,2,63,0.5,0.5,3.806315804824348e-16,6.408362908383219e-16,1.7632023095931157e-16
random_hermitian,2,63,1.0,0.9999999999999997,2.232874922665141e-16,1.0592994063708576e-15,2.856652462922082e-16
random_hermitian,2,63,2.0,2.0000000000000036,4.29598434071269e-16,1.214998078033816e-15,2.353171863561904e-16
random_hermitian,2,63,4.0,3.999999999999994,1.7906734591685083e-16,6.742321036763586e-16,1.6892845166796237e-16
random_hermitian,2,64,0.25,0.2500000000000001,1.2979055884224531e-15,7.859145594831326e-16,1.5513855268889894e-16
random_hermitian,2,64,0.5,0.5000000000000002,1.050422627391588e-15,1.866901655940217e-15,4.992366202694945e-16
random_hermitian,2,64,1.0,1.0,4.0032030072977173e-16,1.1353968018171619e-15,3.1158378126496985e-16
random_hermitian,2,64,2.0,2.000000000000006,2.9919065691479435e-16,1.7106290989776391e-15,3.3551459763190017e-16
random_hermitian,2,64,4.0,4.000000000000199,2.305686844245187e-16,1.6079191176381063e-15,3.929829378064224e-16
random_hermitian,2,65,0.25,0.24999999999999986,7.762600447741525e-16,8.139808288982915e-16,2.0799059762652096e-16
random_hermitian,2,65,0.5,0.4999999999999998,7.238154563115414e-16,8.287850387584607e-16,2.17517221934505e-16
random_hermitian,2,65,1.0,1.0,4.3036535072663583e-16,9.454281436134622e-16,1.8079590847229761e-16
random_hermitian,2,65,2.0,2.0000000000000018,4.0097819563679745e-16,1.0700526708092972e-15,2.2660365199271216e-16
random_hermitian,2,65,4.0,3.9999999999998677,2.9908929645290195e-16,9.29447440030043e-16,2.331635384171911e-16
random_hermitian,2,66,0.25,0.24999999999999967,5.929178792123404e-16,1.3343884784127456e-15,2.601297881356827e-16
random_hermitian,2,66,0.5,0.49999999999999967,5.977145606948912e-16,1.998737632241676e-15,4.874710754095057e-16
random_hermitian,2,66,1.0,0.999999999999999,3.4445789766820725e-16,5.136424329389792e-16,1.4138648363677746e-16
random_hermitian,2,66,2.0,1.999999999999996,2.2204935353334906e-16,1.2414383879168171e-15,3.765796144143437e-16
random_hermitian,2,66,4.0,3.999999999999993,5.4250253052228595e-16,5.927972361208476e-16,8.543513119185772e-17
random_hermitian,2,67,0.25,0.2500000000000003,6.259153377401348e-16,9.676020341434854e-16,2.3337654546300533e-16
random_hermitian,2,67,0.5,0.5000000000000003,4.810913923481819e-16,9.607865106057975e-16,2.3839273601151435e-16
random_hermitian,2,67,1.0,1.0,2.7979436983088347e-16,8.29495395708633e-16,2.0249056379156992e-16
random_hermitian,2,67,2.0,2.000000000000003,3.7728934937109936e-16,1.1530038079327576e-15,2.5119967215336794e-16
random_hermitian,2,67,4.0,4.000000000000199,3.6850708404678927e-16,1.0205377914518534e-15,2.2655092616621443e-16
random_hermitian,2,68,0.25,0.25000000000000017,2.0804232318294405e-16,4.312306087761183e-16,6.918294062630003e-17
random_hermitian,2,68,0.5,0.5000000000000001,1.7777785291989776e-16,8.891238733108313e-16,1.6064252476482365e-16
random_hermitian,2,68,1.0,1.0000000000000002,1.601052752024897e-16,8.891238733108313e-16,1.7521420196302881e-16
random_hermitian,2,68,2.0,2.0,1.2422669956259445e-16,4.341319541476909e-16,1.0887600144330623e-16
random_hermitian,2,68,4.0,4.000000000000034,2.4098979475301335e-16,7.485090098976442e-16,1.457176814342475e-16
random_hermitian,2,69,0.25,0.24999999999999994,8.396422642131327e-16,5.100606756942589e-16,8.535404319437887e-17
random_hermitian,2,69,0.5,0.5000000000000001,2.1101955874800165e-16,1.1454868443735314e-15,2.568090092587778e-16
random_hermitian,2,69,1.0,0.9999999999999997,1.1127084180534832e-16,4.64975573727429e-16,1.0321604682062e-16
random_hermitian,2,69,2.0,2.0000000000000013,2.6421520169991815e-16,9.993893171988612e-16,1.2406890106659104e-16
random_hermitian,2,69,4.0,3.999999999999951,3.4243004859271363e-16,1.3711501032162042e-15,2.940713855833661e-16
random_hermitian,2,70,0.25,0.2499999999999999,5.796531216521524e-16,8.895970891361739e-16,1.7644165005370014e-16
random_hermitian,2,70,0.5,0.5,4.2290943959363685e-16,6.998953130024237e-16,1.3468141532019757e-16
random_hermitian,2,70,1.0,1.0,3.5119568346126686e-16,8.591803754478202e-16,1.8679487731473906e-16
random_hermitian,2,70,2.0,2.0,9.615082282327026e-17,5.623887612383966e-16,1.0472593739809492e-16
random_hermitian,2,70,4.0,3.9999999999999116,3.5994143467916127e-16,1.1795353577203335e-15,1.7390197324924906e-16
random_hermitian,2,71,0.25,0.24999999999999983,7.137800227412685e-16,5.658959307887981e-16,1.0180413323027799e-16
random_hermitian,2,71,0.5,0.49999999999999967,3.7766060207790454e-16,1.2426092209326748e-15,2.8464315030530145e-16
random_hermitian,2,71,1.0,1.0,4.532609021281283e-16,9.229118802889654e-16,1.290686354591192e-16
random_hermitian,2,71,2.0,1.999999999999999,3.0371851334582165e-16,9.851693718270572e-16,1.632060442832476e-16
random_hermitian,2,71,4.0,3.9999999999999916,2.687187791350154e-16,5.253164385864524e-16,9.935750146613185e-17
random_hermitian,2,72,0.25,0.2499999999999998,6.008474505359479e-16,1.111747791230392e-15,4.505838928446697e-16
random_hermitian,2,72,0.5,0.5000000000000001,1.0069450918811924e-16,2.2567405898917625e-16,4.445882654810355e-17
random_hermitian,2,72,1.0,0.9999999999999993,2.620296021035284e-16,1.8483807648019672e-15,5.490299906219531e-16
random_hermitian,2,72,2.0,1.9999999999999998,1.4008999824000924e-16,1.8443108240083403e-15,5.886250539611237e-16
random_hermitian,2,72,4.0,3.9999999999999836,1.8470641971834636e-16,5.728689872344153e-16,7.69547216626861e-17
random_hermitian,2,73,0.25,0.24999999999999992,2.5023032884855354e-16,4.441192580923335e-16,7.631929997041938e-17
random_hermitian,2,73,0.5,0.5,4.033414205342209e-16,4.776085658744486e-16,1.1075290063069164e-16
random_hermitian,2,73,1.0,0.9999999999999998,4.54274163410962e-16,7.553873137507023e-16,1.1525837257090824e-16
random_hermitian,2,73,2.0,1.9999999999999991,5.175905460367096e-16,1.08289332267954e-15,1.9175967786148542e-16
random_hermitian,2,73,4.0,3.999999999999911,4.0366625462350065e-16,9.326057674762588e-16,1.9496891629204248e-16
random_hermitian,2,74,0.25,0.24999999999999986,7.18566815667521e-16,1.3348656176389465e-15,3.6286491960522353e-16
random_hermitian,2,74,0.5,0.5000000000000002,7.447651906718421e-16,9.066106587353322e-16,2.202116643697619e-16
random_hermitian,2,74,1.0,0.9999999999999998,3.6405502000482827e-16,1.088057923867187e-15,2.0293514116976657e-16
random_hermitian,2,74,2.0,2.0000000000000004,2.2888121896772306e-16,7.029334471502556e-16,1.7076685421933286e-16
random_hermitian,2,74,4.0,3.999999999999744,4.3709527001784345e-16,1.1672461529340467e-15,3.0504506494164273e-16
random_hermitian,2,75,0.25,0.25,2.6424385734034035e-16,7.424496549204379e-16,1.4710519059764348e-16
random_hermitian,2,75,0.5,0.4999999999999999,3.7118866965355006e-16,1.77794036820194e-15,5.521630460979268e-16
random_hermitian,2,75,1.0,0.9999999999999996,1.5944732278499106e-16,1.1135440598305207e-15,2.2767870919292584e-16
random_hermitian,2,75,2.0,2.000000000000003,4.973029756611688e-16,1.1881087451606917e-15,3.0042765521887494e-16
random_hermitian,2,75,4.0,3.9999999999999933,3.053450941778757e-16,2.458722146579641e-15,4.363989750850741e-16
random_hermitian,2,76,0.25,0.24999999999999992,1.771304444354667e-16,1.1290792360930168e-15,3.303651438259866e-16
random_hermitian,2,76,0.5,0.5000000000000002,4.0515052133948157e-16,1.2561469625241824e-15,4.244286365002403e-16
random_hermitian,2,76,1.0,1.0000000000000007,4.652983068808959e-16,5.580737446967884e-16,1.1199204436684996e-16
random_hermitian,2,76,2.0,1.9999999999999987,2.7371530478547687e-16,1.2414784045252206e-15,3.0619827740128475e-16
random_hermitian,2,76,4.0,4.000000000000034,3.480660129298789e-16,1.3641295441027867e-15,2.1243253362590705e-16
random_hermitian,2,77,0.25,0.25000000000000017,5.803041214735408e-16,6.696572470232029e-16,1.961801673004875e-16
random_hermitian,2,77,0.5,0.5,3.2368333163635593e-16,1.2513045680999058e-15,1.8257547023699004e-16
random_hermitian,2,77,1.0,1.0,2.729059728475438e-16,8.341425822796748e-16,1.4658866546727527e-16
random_hermitian,2,77,2.0,2.0,4.0903969601691565e-16,1.8570490507461203e-15,3.088687609593254e-16
random_hermitian,2,77,4.0,3.9999999999999507,3.5551059813022327e-16,1.2262663601722337e-15,1.798920705204498e-16
random_hermitian,2,78,0.25,0.2500000000000001,4.4042065494541935e-16,1.0051938706121012e-15,3.154148151396013e-16
random_hermitian,2,78,0.5,0.5000000000000001,2.72436786936267e-16,4.476008852329801e-16,7.888655007004528e-17
random_hermitian,2,78,1.0,0.9999999999999999,5.798540259559056e-16,9.08770700850768e-16,2.772292146246618e-16
random_hermitian,2,78,2.0,1.9999999999999978,3.886525483951367e-16,6.434805941366823e-16,1.2018088594902136e-16
random_hermitian,2,78,4.0,3.999999999999705,3.342783600103007e-16,1.2967327386106574e-15,2.0167956118078558e-16
random_hermitian,2,79,0.25,0.25000000000000006,1.7950810410659508e-16,6.719984792584669e-16,1.3367361029780448e-16
random_hermitian,2,79,0.5,0.5,1.9240264806602937e-16,7.576504884904465e-16,1.2767309455732875e-16
random_hermitian,2,79,1.0,0.9999999999999998,1.3600715465280887e-16,3.9551602860598653e-16,6.971148918538671e-17
random_hermitian,2,79,2.0,2.000000000000001,2.3564142030087777e-16,6.528102454023529e-16,1.0020738579197272e-16
random_hermitian,2,79,4.0,3.9999999999999503,1.3624344120324702e-16,1.3716039201911593e-15,1.5520946314028486e-16
random_hermitian,2,80,0.25,0.24999999999999958,1.4509785302147564e-16,9.118072947885865e-16,2.492516794098997e-16
random_hermitian,2,80,0.5,0.4999999999999998,1.7556110749457935e-16,5.291678665885846e-16,1.2342982109946976e-16
random_hermitian,2,80,1.0,1.0,2.747792379671814e-16,6.687295029863961e-16,1.87502184337724e-16
random_hermitian,2,80,2.0,1.999999999999999,3.1667359062105014e-16,1.7267932637773173e-15,3.98206479003629e-16
random_hermitian,2,80,4.0,3.9999999999999103,1.6216125514987983e-16,2.2102331847740125e-15,4.004491938942443e-16
random_hermitian,2,81,0.25,0.25,5.010103898470981e-16,1.223422609550114e-15,3.13762306313077e-16
random_hermitian,2,81,0.5,0.5000000000000002,3.123058962871517e-16,4.768545800086701e-16,9.840198708347212e-17
random_hermitian,2,81,1.0,1.0,3.15746405442446e-16,8.433848951547133e-16,1.7907944750749311e-16
random_hermitian,2,81,2.0,2.000000000000001,1.594666249638756e-16,8.99202370319971e-16,2.796517222713731e-16
random_hermitian,2,81,4.0,3.999999999999991,3.817083031677157e-16,9.479469844219682e-16,1.9891853502082312e-16
random_hermitian,2,82,0.25,0.24999999999999994,5.825094042407931e-16,1.7797453323818304e-15,5.006272540992257e-16
random_hermitian,2,82,0.5,0.5000000000000003,5.795711018656295e-16,6.795600961162753e-16,2.235718008227186e-16
random_hermitian,2,82,1.0,1.0000000000000007,3.444753045341842e-16,8.305551207234856e-16,1.5193276217365153e-16
random_hermitian,2,82,2.0,2.0000000000000013,1.711068660383988e-16,9.45075009062055e-16,2.012486655524054e-16
random_hermitian,2,82,4.0,3.999999999999953,2.8576741232202847e-16,2.826953033823317e-15,3.841482416487786e-16
random_hermitian,2,83,0.25,0.2500000000000002,7.787640759082556e-16,1.1117692946359396e-15,3.3789083412162197e-16
random_hermitian,2,83,0.5,0.5000000000000002,6.217617706343481e-16,1.069685633119518e-15,2.709367182269473e-16
random_hermitian,2,83,1.0,1.0000000000000004,1.5825544420147214e-16,8.97780003545367e-16,1.2231753205894576e-16
random_hermitian,2,83,2.0,1.999999999999996,5.592370876115247e-16,1.6205994320516285e-15,3.993132089112214e-16
random_hermitian,2,83,4.0,4.0000000000002816,2.9514765258813667e-16,3.282795908990262e-15,6.379341293113663e-16
random_hermitian,2,84,0.25,0.25000000000000006,2.1482534759337025e-16,1.351477337842204e-15,5.155553947832056e-16
random_hermitian,2,84,0.5,0.4999999999999999,2.75583431347035e-16,9.576181535833205e-16,3.282429177278058e-16
random_hermitian,2,84,1.0,1.0000000000000002,3.5139512874919165e-16,1.172842906066209e-15,2.60465357164859e-16
random_hermitian,2,84,2.0,2.0000000000000013,1.4706202088687014e-16,6.202220674825326e-16,1.2914577455506153e-16
random_hermitian,2,84,4.0,4.000000000000077,3.1903096016308704e-16,9.96722551056767e-16,1.7378407796356565e-16
random_hermitian,2,85,0.25,0.25000000000000006,3.950346705888403e-16,5.70929837576005e-16,1.373917726458711e-16
random_hermitian,2,85,0.5,0.49999999999999983,2.8449614022501907e-16,5.285640545151134e-16,1.6218054693582794e-16
random_hermitian,2,85,1.0,1.0000000000000002,4.690107082461134e-16,7.294694262126776e-16,9.82944989583432e-17
random_hermitian,2,85,2.0,2.0,3.330893233979564e-16,8.422243794320398e-16,1.1744077932362982e-16
random_hermitian,2,85,4.0,4.000000000000157,1.8429275791784954e-16,8.452760408216424e-16,1.4520102539024787e-16
random_hermitian,2,86,0.25,0.25000000000000017,5.057631894081589e-16,1.350127051730228e-15,2.486703955022056e-16
random_hermitian,2,86,0.5,0.5,1.2994945581809368e-15,1.5718010823673734e-15,4.595452033986261e-16
random_hermitian,2,86,1.0,0.9999999999999998,6.498247765071817e-16,1.7634287654963954e-15,4.2431410317720685e-16
random_hermitian,2,86,2.0,2.000000000000002,2.482776766251315e-16,1.1322969077155464e-15,1.6517816323913308e-16
random_hermitian,2,86,4.0,4.000000000000077,3.092489074872789e-16,1.7930808984741318e-15,2.2811674198590797e-16
random_hermitian,2,87,0.25,0.25,1.175500521904462e-15,5.043973171107552e-16,1.7021972803819957e-16
random_hermitian,2,87,0.5,0.4999999999999998,5.618603426973931e-16,7.842370332045253e-16,1.4203573674266995e-16
random_hermitian,2,87,1.0,1.0,4.580866649900855e-16,1.118348910054552e-15,2.1629928370953609e-16
random_hermitian,2,87,2.0,1.9999999999999978,3.989811502058917e-16,8.821070240411903e-16,1.4909943220643584e-16
random_hermitian,2,87,4.0,3.999999999999993,3.8762364877769065e-16,1.2416536840521896e-15,2.1638467748229655e-16
random_hermitian,2,88,0.25,0.25000000000000044,4.0472737582643055e-16,1.111501279323688e-15,2.249442607365909e-16
random_hermitian,2,88,0.5,0.5000000000000001,2.887020797713035e-16,1.117892141001771e-15,2.430102382265358e-16
random_hermitian,2,88,1.0,1.0,2.2291976221709434e-16,8.529517852994281e-16,2.0210616156143513e-16
random_hermitian,2,88,2.0,2.0,1.1274671076273382e-16,1.2694962347734964e-15,2.5872197688822055e-16
random_hermitian,2,88,4.0,4.000000000000012,1.8094550367109033e-16,3.1571537573060224e-15,4.245949815173306e-16
random_hermitian,2,89,0.25,0.25,6.101379864207095e-16,8.194478239783408e-16,1.8599523108789738e-16
random_hermitian,2,89,0.5,0.5,3.683338951090593e-16,1.0122262023289256e-15,1.9902913816717335e-16
random_hermitian,2,89,1.0,0.9999999999999993,3.567320576082419e-16,1.3931606989381153e-15,2.234005805651553e-16
random_hermitian,2,89,2.0,1.9999999999999987,1.2412847457171382e-16,1.3513014258758141e-15,2.211077795938935e-16
random_hermitian,2,89,4.0,3.999999999999785,2.6224508390527984e-16,1.582541739586246e-15,2.6322290579868093e-16
random_hermitian,2,90,0.25,0.24999999999999994,2.5439325584738643e-16,4.577853741273424e-16,9.53772651135498e-17
random_hermitian,2,90,0.5,0.4999999999999999,1.5701247245366981e-16,3.488191705493867e-16,5.2085072366203624e-17
random_hermitian,2,90,1.0,0.9999999999999996,2.898269575123136e-16,5.414204937281014e-16,1.1040484501678324e-16
random_hermitian,2,90,2.0,1.9999999999999982,4.454154503160346e-16,1.2527226227829373e-15,3.483446046524159e-16
random_hermitian,2,90,4.0,4.000000000000033,2.6772852682630656e-16,2.5777653669717165e-15,3.6142829592248324e-16
random_hermitian,2,91,0.25,0.2500000000000001,3.615465349056271e-16,8.978725682458026e-16,2.658336531705557e-16
random_hermitian,2,91,0.5,0.5000000000000002,3.600035253878887e-16,1.2306650625841437e-15,2.539291133166649e-16
random_hermitian,2,91,1.0,1.0000000000000007,4.965079218091544e-16,1.1631301451425742e-15,3.9036927753852333e-16
random_hermitian,2,91,2.0,2.000000000000001,4.2998998360526115e-16,1.0746427068934476e-15,3.464807735963102e-16
random_hermitian,2,91,4.0,3.9999999999999316,4.652731847234842e-16,2.0676545524931424e-15,4.3965974793215425e-16
random_hermitian,2,92,0.25,0.2499999999999999,5.581017560900068e-16,6.582751481863606e-16,1.3464427287290887e-16
random_hermitian,2,92,0.5,0.5000000000000001,1.613327846476127e-16,6.530750009547915e-16,1.412075098168401e-16
random_hermitian,2,92,1.0,0.9999999999999996,4.0809710158237155e-16,8.177524630667143e-16,1.8465583361759018e-16
random_hermitian,2,92,2.0,1.9999999999999996,2.425627553456972e-16,8.232600896683515e-16,1.3132143494806055e-16
random_hermitian,2,92,4.0,3.9999999999999094,1.923094530326033e-16,5.175722715989452e-16,1.4762882703731968e-16
random_hermitian,2,93,0.25,0.24999999999999992,7.877758659452536e-16,9.355444245365977e-16,1.1777676026232448e-16
random_hermitian,2,93,0.5,0.4999999999999998,6.596518541380655e-16,6.075636121971565e-16,1.580813634304792e-16
random_hermitian,2,93,1.0,0.9999999999999996,6.135790176629452e-16,7.51242222974376e-16,1.7838183286455498e-16
random_hermitian,2,93,2.0,1.999999999999996,6.489663237286098e-16,6.631403350360245e-16,1.8047513228099263e-16
random_hermitian,2,93,4.0,3.9999999999997446,7.533417863700505e-16,1.8339788967877746e-15,3.2171984724716175e-16
random_hermitian,2,94,0.25,0.24999999999999994,4.4331527937849627e-16,4.0198825522254473e-16,8.773536042736426e-17
random_hermitian,2,94,0.5,0.5,8.064968588905476e-16,6.568696074990111e-16,2.0049283420013543e-16
random_hermitian,2,94,1.0,1.0,4.739327522387078e-16,7.975141202472365e-16,1.377705886965985e-16
random_hermitian,2,94,2.0,1.9999999999999998,1.2266387193504306e-16,5.107176627835572e-16,1.2450331419148992e-16
random_hermitian,2,94,4.0,3.9999999999999503,1.6243943869912055e-16,1.0622694781119355e-15,3.339210166045407e-16
random_hermitian,2,95,0.25,0.24999999999999994,4.1196866305545946e-16,1.4016977732890547e-15,3.9106291184067765e-16
random_hermitian,2,95,0.5,0.4999999999999999,1.4700770295910057e-16,8.201221550531341e-16,1.1046236824048906e-16
random_hermitian,2,95,1.0,1.0,3.524146664031801e-16,1.4040846637819781e-15,4.512924531927499e-16
random_hermitian,2,95,2.0,1.9999999999999984,1.6653510723174626e-16,9.767804262265462e-16,2.0229134072381438e-16
random_hermitian,2,95,4.0,3.99999999999987,1.7281885431821715e-16,1.3566448881931612e-15,2.0102801036815428e-16
random_hermitian,2,96,0.25,0.24999999999999978,7.138480890203615e-16,8.883324559135616e-16,2.119590327428132e-16
