model,dimension,seed,beta,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
random_hermitian,2,25,2.0,2.0000000000000018,3.498133775506234e-16,9.077511776266619e-16,1.9638801228411136e-16
random_hermitian,2,25,4.0,3.9999999999999925,2.6117592631198566e-16,8.42309548583174e-16,1.7826015196015372e-16
random_hermitian,2,26,0.25,0.2500000000000003,6.516116516372204e-16,8.336947291155765e-16,1.4317177303523936e-16
random_hermitian,2,26,0.5,0.4999999999999999,6.329455740330309e-16,6.107458425370898e-16,2.3621631780796567e-16
random_hermitian,2,26,1.0,1.0000000000000002,3.078750363710559e-16,3.5647797278033833e-16,7.667477763817487e-17
random_hermitian,2,26,2.0,1.999999999999999,3.684631467700916e-16,1.8961255923991314e-15,3.9239972897439353e-16
random_hermitian,2,26,4.0,3.9999999999999516,2.891964649931311e-16,5.736633910633193e-16,8.0513900703929e-17
random_hermitian,2,27,0.25,0.2500000000000001,3.342720342451193e-16,3.9355701499415767e-16,7.341581828977001e-17
random_hermitian,2,27,0.5,0.4999999999999999,2.8609853057686447e-16,7.430745799326169e-16,1.1236786696390135e-16
random_hermitian,2,27,1.0,1.0000000000000004,3.913662694131318e-16,6.713338907991062e-16,2.31969156893462e-16
random_hermitian,2,27,2.0,2.0000000000000036,2.2191219795067765e-16,7.752966435393252e-16,1.6614878390995887e-16
random_hermitian,2,27,4.0,3.999999999999992,1.7300594356379926e-16,9.095690821292733e-16,1.8864184809404865e-16
random_hermitian,2,28,0.25,0.25000000000000006,5.139513002839018e-16,9.058363822770133e-16,1.956056960837778e-16
random_hermitian,2,28,0.5,0.4999999999999999,4.086097251217491e-16,4.607376771181043e-16,1.2529911832518183e-16
random_hermitian,2,28,1.0,1.0,2.662529156124987e-16,9.29874407569336e-16,2.319184370734564e-16
random_hermitian,2,28,2.0,2.000000000000001,3.2133889746222684e-16,2.3118327218881242e-15,4.233263149468906e-16
random_hermitian,2,28,4.0,4.000000000000012,4.3620708981432914e-16,1.6063197565485325e-15,2.038834073695062e-16
random_hermitian,2,29,0.25,0.2500000000000002,7.283569940433417e-16,1.5636995694195167e-15,3.9388942261520474e-16
