control,dimension,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.3577819736495993,0.12189454637928035
gibbs_eigenvectors_rotated,4,0.0,1.0,1.7884279328806105,0.11126342348645961
incorrect_diagonal_observable_algebra,4,1.0,,1.7203594772170809e-15,2.609837259498482e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.3905485456990585,0.10869653839907367
gibbs_eigenvectors_rotated,4,0.0,1.0,1.5973186809727054,0.14496238072805387
incorrect_diagonal_observable_algebra,4,1.0,,4.150948702344364e-15,3.2240920003201443e-16
generic_non_gibbs_unrelated_H,4,0.09976159300811423,0.9933863258194293,1.5046379181567893,0.1374988544189793
gibbs_eigenvectors_rotated,4,0.3686179385097453,0.929580989160614,1.4120259997111237,0.0884412868172156
incorrect_diagonal_observable_algebra,4,1.0,,2.4047860325905625e-15,1.8751818674223041e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.2609566864418753,0.12159485256053755
gibbs_eigenvectors_rotated,4,0.09189978414877721,0.9957682610293462,1.3630506723720672,0.132888930557939
incorrect_diagonal_observable_algebra,4,1.0,,1.3007825350980035e-15,1.587597241170524e-16
generic_non_gibbs_unrelated_H,4,0.06965303125986608,0.9976920419216075,1.4697182960412944,0.13907701790103183
gibbs_eigenvectors_rotated,4,0.0,1.0,1.591807851214444,0.1484989975802735
incorrect_diagonal_observable_algebra,4,1.0,,1.4458391557135332e-15,1.3138361926179342e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.4768661352852837,0.06735675798626958
gibbs_eigenvectors_rotated,4,0.0,1.0,1.5711397544811319,0.12318626118551697
incorrect_diagonal_observable_algebra,4,1.0,,2.23857242918769e-15,2.638622827177972e-16
generic_non_gibbs_unrelated_H,8,0.06353122721309591,0.9982525387924239,1.659509415951645,0.06095512001783632
gibbs_eigenvectors_rotated,8,0.2164198410869464,0.9763003904454309,1.4196832056553335,0.05296842734460695
incorrect_diagonal_observable_algebra,8,1.0,,6.0392513084283195e-15,3.076772642001887e-16
generic_non_gibbs_unrelated_H,8,0.07990521758187619,0.9972857347390277,1.6136066359253305,0.06451110399004782
gibbs_eigenvectors_rotated,8,0.07615262450678036,0.9970961727841149,1.4133699840334255,0.06670879312737285
incorrect_diagonal_observable_algebra,8,1.0,,5.544830677330425e-15,2.9889615833929814e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.3323021013711314,0.06949092270445256
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4455043864196462,0.06523934829087369
incorrect_diagonal_observable_algebra,8,1.0,,3.861371520873665e-15,2.2200936835442552e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.4400578877836487,0.056682236622836404
gibbs_eigenvectors_rotated,8,0.021046891544921013,0.9997784896447294,1.3783659320208472,0.04730366970654529
incorrect_diagonal_observable_algebra,8,1.0,,4.1861024819011834e-15,1.814352831589947e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.6135442108898213,0.07802423727043155
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4541971227069512,0.05990617827491649
incorrect_diagonal_observable_algebra,8,1.0,,5.419115657995179e-15,2.7088706576255593e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.5287943009557294,0.06506933937393064
gibbs_eigenvectors_rotated,8,0.009807953017324527,0.999951900872042,1.4600910130310496,0.06466817697530355
incorrect_diagonal_observable_algebra,8,1.0,,6.310856035209101e-15,2.666706204544188e-16
generic_non_gibbs_unrelated_H,8,0.13106646341620037,0.9870583992152333,1.3248693433876015,0.0344014502122917
gibbs_eigenvectors_rotated,8,0.0,1.0,1.415160093719343,0.0691167737708559
incorrect_diagonal_observable_algebra,8,1.0,,5.600331811590673e-15,2.2094515615949518e-16
generic_non_gibbs_unrelated_H,8,0.04176552341780287,0.9993569935675655,1.484612610316292,0.07223013363826339
gibbs_eigenvectors_rotated,8,0.02143829929353411,0.9997701732515333,1.3466852448682727,0.05773850894287282
incorrect_diagonal_observable_algebra,8,1.0,,5.5168481076709024e-15,2.9461166452176093e-16
generic_non_gibbs_unrelated_H,8,0.2634417242104086,0.9868186770368957,1.6928887426844692,0.07571304121839412
gibbs_eigenvectors_rotated,8,0.008641272999911083,0.9999626635034633,1.3964624357136435,0.0637409240495129
incorrect_diagonal_observable_algebra,8,1.0,,5.364826766085667e-15,3.3789821391209603e-16
generic_non_gibbs_unrelated_H,8,0.01730078886645056,0.9998712813715817,1.4648944582899524,0.06765892544081172
gibbs_eigenvectors_rotated,8,0.038272712861114846,0.9992673313234304,1.413299175079766,0.05460691278877833
incorrect_diagonal_observable_algebra,8,1.0,,5.483208587497406e-15,3.8386923305842867e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.6752671088446482,0.08808844667501162
gibbs_eigenvectors_rotated,8,0.1745388609691251,0.9846502861481331,1.3703053561106466,0.05947607992770397
incorrect_diagonal_observable_algebra,8,1.0,,6.128049590237407e-15,3.1919729344767343e-16
generic_non_gibbs_unrelated_H,8,0.20386313698894337,0.9868357521812575,1.5403109108813693,0.07093313999889386
gibbs_eigenvectors_rotated,8,0.0,1.0,1.6284646082775025,0.05557036167152578
incorrect_diagonal_observable_algebra,8,1.0,,4.510801554859629e-15,3.524770273628818e-16
generic_non_gibbs_unrelated_H,8,0.15631696161324377,0.9893602639944324,1.4443042707811518,0.058534683160224324
gibbs_eigenvectors_rotated,8,0.0,1.0,1.3610173679818405,0.06518238983695132
incorrect_diagonal_observable_algebra,8,1.0,,4.9122447918007086e-15,1.6048496082401993e-16
generic_non_gibbs_unrelated_H,8,0.18664879805785226,0.9889862910598579,1.6253602158994103,0.060568723015098615
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4698108368088894,0.0661208533418561
incorrect_diagonal_observable_algebra,8,1.0,,5.2607954916789364e-15,2.6071703762640516e-16
generic_non_gibbs_unrelated_H,8,0.04027558516488024,0.9994044766096569,1.5781505140032586,0.05737386938024408
gibbs_eigenvectors_rotated,8,0.03143784772703197,0.999505708703203,1.4753828233982635,0.07494579080291315
incorrect_diagonal_observable_algebra,8,1.0,,4.928840490457849e-15,3.7778990818939505e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.1192661292015877,0.04783330521180866
gibbs_eigenvectors_rotated,8,0.10179051963016926,0.9948058554881047,1.4626071185686103,0.05686061516945895
incorrect_diagonal_observable_algebra,8,1.0,,5.052490322103656e-15,2.1454133296836855e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.527323275596108,0.06219314190079391
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4148021066755443,0.057085781864561466
incorrect_diagonal_observable_algebra,8,1.0,,5.172516866060113e-15,1.8332420898301913e-16
generic_non_gibbs_unrelated_H,8,0.11059545474816346,0.9947466532350531,1.6593836067989327,0.05785636997020397
gibbs_eigenvectors_rotated,8,0.06797988057235672,0.9976866922222468,1.4389585073037214,0.052559791036859246
incorrect_diagonal_observable_algebra,8,1.0,,5.459047517646147e-15,3.465574317318767e-16
generic_non_gibbs_unrelated_H,8,0.2111899554036612,0.9667125623356555,1.2051148327046752,0.05097517420300578
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4480562329798492,0.056617484682240204
incorrect_diagonal_observable_algebra,8,1.0,,3.819608930858769e-15,2.6257309857207615e-16
generic_non_gibbs_unrelated_H,8,0.08874817785623432,0.9953445924693308,1.4411187221284547,0.06888364762942896
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4125985928390834,0.05254929018597698
incorrect_diagonal_observable_algebra,8,1.0,,4.034524349991003e-15,2.3600416714645826e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.4478536273199054,0.073795853991365
gibbs_eigenvectors_rotated,8,0.0,1.0,1.3485179636347489,0.06124713118928117
incorrect_diagonal_observable_algebra,8,1.0,,5.09513715205479e-15,3.54394011153284e-16
generic_non_gibbs_unrelated_H,8,0.06338966126079995,0.9983572066956322,1.5544251181423008,0.07472872073042189
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4646208774402967,0.05612957155883462
incorrect_diagonal_observable_algebra,8,1.0,,4.0211641756211665e-15,2.7228111258714715e-16
generic_non_gibbs_unrelated_H,8,0.2709747710281819,0.9668538677777053,1.413593152500072,0.058967045380048586
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4294584076534873,0.060533873708198314
incorrect_diagonal_observable_algebra,8,1.0,,3.8089575971353746e-15,1.8559101738063735e-16
generic_non_gibbs_unrelated_H,8,0.03645670514300454,0.9992451960633839,1.460452093657755,0.050041986536636184
gibbs_eigenvectors_rotated,8,0.12063537773507793,0.9926968850755578,1.462585816148586,0.054692845574265694
incorrect_diagonal_observable_algebra,8,1.0,,4.4329559318551446e-15,1.5243069393516828e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.4446726616504055,0.0485983047052385
gibbs_eigenvectors_rotated,8,0.0,1.0,1.5276796515222364,0.052764637966908313
incorrect_diagonal_observable_algebra,8,1.0,,4.970993310222223e-15,4.0119139564295804e-16
generic_non_gibbs_unrelated_H,8,0.35904805793295874,0.9365745681725568,1.456405488525716,0.0691143523607783
gibbs_eigenvectors_rotated,8,0.18321933583935393,0.9830720599094381,1.3236100028439857,0.05982676901745306
incorrect_diagonal_observable_algebra,8,1.0,,4.728041672365212e-15,4.093787314078233e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.3597864081828586,0.03130864533291787
gibbs_eigenvectors_rotated,8,0.0793703389787865,0.9968451982581811,1.402442827009708,0.05404705783968004
incorrect_diagonal_observable_algebra,8,1.0,,5.5606963347758165e-15,4.887199581760428e-16
generic_non_gibbs_unrelated_H,8,0.046210713667641186,0.9987287371072658,1.3045137264432767,0.04142228753343851
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4174958646910079,0.06689638718766058
incorrect_diagonal_observable_algebra,8,1.0,,4.831622237824773e-15,2.493939435391571e-16
generic_non_gibbs_unrelated_H,8,0.20853737550795895,0.9865802734073601,1.5776088525963166,0.07843534852954824
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4313348284836938,0.06956559769581182
incorrect_diagonal_observable_algebra,8,1.0,,5.246160356717887e-15,3.053306864747628e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.5063250009342657,0.06283153224451346
gibbs_eigenvectors_rotated,8,0.0,1.0,1.353097010020958,0.0523999978611844
incorrect_diagonal_observable_algebra,8,1.0,,5.612731910785323e-15,3.232350995072347e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.6227618220909972,0.0757273327492344
gibbs_eigenvectors_rotated,8,0.0267105055579264,0.9996432107971523,1.424685816377531,0.06710457082868353
incorrect_diagonal_observable_algebra,8,1.0,,5.187039722000695e-15,2.61175663615696e-16
generic_non_gibbs_unrelated_H,8,0.22907877506577395,0.981594786819535,1.576131370427397,0.05124402133061695
gibbs_eigenvectors_rotated,8,0.17932048658611408,0.9837907110206517,1.362221931579812,0.052860267910441905
incorrect_diagonal_observable_algebra,8,1.0,,4.709980432093032e-15,3.364594437478898e-16
generic_non_gibbs_unrelated_H,8,0.03756900484775008,0.9993961636532632,1.4210200306514922,0.06726472534011364
gibbs_eigenvectors_rotated,8,0.023882310164581557,0.9997147769545086,1.3825703445546487,0.06565340284410855
incorrect_diagonal_observable_algebra,8,1.0,,4.637993008850922e-15,2.050906475626734e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.5550847433254509,0.039917209398888806
gibbs_eigenvectors_rotated,8,0.3293146911254226,0.9442202254818348,1.3115703966054006,0.054587493853458735
incorrect_diagonal_observable_algebra,8,1.0,,4.591255798297878e-15,1.499060275325821e-16
generic_non_gibbs_unrelated_H,8,0.04584978412744048,0.998713313692942,1.4294557137879362,0.04747802440435737
gibbs_eigenvectors_rotated,8,0.1484668896625325,0.9889173790938925,1.3717336721459998,0.058266621826028396
incorrect_diagonal_observable_algebra,8,1.0,,4.766515860286792e-15,2.68089654750954e-16
generic_non_gibbs_unrelated_H,8,0.06134438614250216,0.9982760605995157,1.4362866905889276,0.05861792506624678
gibbs_eigenvectors_rotated,8,0.10855320153953728,0.9940906409556005,1.5549450616811777,0.05549821049208341
incorrect_diagonal_observable_algebra,8,1.0,,5.237018807737333e-15,1.7461448682375838e-16
generic_non_gibbs_unrelated_H,8,0.16112772308655507,0.976343939601056,1.1912895059315087,0.041843888881125335
gibbs_eigenvectors_rotated,8,0.041560070705250994,0.9991360070195522,1.4375583163291807,0.06231541867086652
incorrect_diagonal_observable_algebra,8,1.0,,4.823540869557213e-15,2.411163987654091e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.0544462869845728,0.04451947212003099
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4969818444454197,0.052868708592006416
incorrect_diagonal_observable_algebra,8,1.0,,5.825547265768047e-15,3.3976024644004515e-16
generic_non_gibbs_unrelated_H,8,0.04993586542823631,0.9971871990960057,1.158151639760183,0.04791018532161514
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4162239631120672,0.0648461317578977
incorrect_diagonal_observable_algebra,8,1.0,,5.8934802358885426e-15,3.22331273000867e-16
generic_non_gibbs_unrelated_H,8,0.07899177709572937,0.9980920366866456,1.5027925074887882,0.06154356732622953
gibbs_eigenvectors_rotated,8,0.08471854979684133,0.9964049213649641,1.4070489529655061,0.05687603131375122
incorrect_diagonal_observable_algebra,8,1.0,,4.160188221426223e-15,1.7514142602024528e-16
generic_non_gibbs_unrelated_H,8,0.11850283732059218,0.9966979716072749,1.5764718228689267,0.06052283543707099
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4708796509865754,0.05262042517219571
incorrect_diagonal_observable_algebra,8,1.0,,4.478389487575902e-15,2.985445549628929e-16
generic_non_gibbs_unrelated_H,8,0.07085686077786053,0.9964721557069818,1.2911496086548906,0.04572215364467063
gibbs_eigenvectors_rotated,8,0.0,1.0,1.49032366330012,0.05981897752954596
incorrect_diagonal_observable_algebra,8,1.0,,4.0299697167138835e-15,2.0974297602546757e-16
generic_non_gibbs_unrelated_H,8,0.08544075136048263,0.9955008126308444,1.4084280831929974,0.05290618592757208
gibbs_eigenvectors_rotated,8,0.020450235878733902,0.9997908720590041,1.2945594178495166,0.05613625911476402
incorrect_diagonal_observable_algebra,8,1.0,,3.784609662935728e-15,2.0176629735458439e-16
generic_non_gibbs_unrelated_H,8,0.09392303572322726,0.9960173252054414,1.6317155500994862,0.05274891419260421
gibbs_eigenvectors_rotated,8,0.0,1.0,1.3343399835831578,0.05399806456565227
incorrect_diagonal_observable_algebra,8,1.0,,5.1330165595419106e-15,1.830353072205343e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.3670954793359948,0.05846083107343739
gibbs_eigenvectors_rotated,8,0.0,1.0,1.3410712051765012,0.05389427878781418
incorrect_diagonal_observable_algebra,8,1.0,,4.337124428275445e-15,4.1522385166694106e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.4508308390933666,0.061154000042768074
gibbs_eigenvectors_rotated,8,0.0,1.0,1.523580994945966,0.06711845260715885
incorrect_diagonal_observable_algebra,8,1.0,,4.654400740912854e-15,3.8925263565799804e-16
generic_non_gibbs_unrelated_H,8,0.01850502954092812,0.9997939910265711,1.3554202849132384,0.05664864167762105
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4474947170511592,0.06663850843024455
incorrect_diagonal_observable_algebra,8,1.0,,6.954373684347509e-15,2.3786082763263713e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.3818685915738012,0.04971074688376363
gibbs_eigenvectors_rotated,8,0.11591265534844816,0.9932594103908966,1.3791913705280927,0.05774171658159215
incorrect_diagonal_observable_algebra,8,1.0,,5.111474599808118e-15,2.6412333827214093e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.46160049475915,0.048668842945132754
gibbs_eigenvectors_rotated,8,0.0226257584370969,0.9997440047607921,1.3185920344293873,0.057164251866104875
incorrect_diagonal_observable_algebra,8,1.0,,4.438921971078055e-15,2.9185765336079373e-16
generic_non_gibbs_unrelated_H,8,0.0,1.0,1.500316359435818,0.07164396267284315
gibbs_eigenvectors_rotated,8,0.0,1.0,1.4801687371935803,0.06343463347358887
incorrect_diagonal_observable_algebra,8,1.0,,4.062647546025748e-15,2.271144359275272e-16
