control,dimension,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
gibbs_eigenvectors_rotated,4,0.4330061574196348,0.9013909626996945,1.4050821325181537,0.13458518372191983
incorrect_diagonal_observable_algebra,4,1.0,,3.270267091762504e-15,3.8354736053847204e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.1623220332905873,0.10164987638226863
gibbs_eigenvectors_rotated,4,0.31959583104225386,0.9475539587698483,1.323880216302723,0.1298971467756377
incorrect_diagonal_observable_algebra,4,1.0,,3.084015265571819e-15,4.974536407797991e-16
generic_non_gibbs_unrelated_H,4,0.20765869375693705,0.98200905583587,1.549879257814739,0.10630022839743318
gibbs_eigenvectors_rotated,4,0.1655384523104832,0.98620333644064,1.5388163827075287,0.11752036874933272
incorrect_diagonal_observable_algebra,4,1.0,,1.67106372548017e-15,1.415778301885884e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,0.7762812381975384,0.05674799973367698
gibbs_eigenvectors_rotated,4,0.0,1.0,1.677400853068277,0.08209290240263463
incorrect_diagonal_observable_algebra,4,1.0,,3.099595325720026e-15,1.9756331987030862e-16
generic_non_gibbs_unrelated_H,4,0.3742144928345839,0.7923284318766651,0.9425931562760619,0.04421390429219117
gibbs_eigenvectors_rotated,4,0.0,1.0,1.3566812971862963,0.11625894334845399
incorrect_diagonal_observable_algebra,4,1.0,,2.0301504418907043e-15,4.184813709754917e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.248610960450786,0.04734687191280661
gibbs_eigenvectors_rotated,4,0.07764485242015344,0.9969810815119075,1.4262533725321123,0.08758384122193637
incorrect_diagonal_observable_algebra,4,1.0,,2.4568114241982782e-15,2.645290670538758e-16
generic_non_gibbs_unrelated_H,4,0.04746361632264823,0.9990239879785148,1.7279547297153006,0.15039707889744913
gibbs_eigenvectors_rotated,4,0.0,1.0,1.3498331545249749,0.0694911680072926
incorrect_diagonal_observable_algebra,4,1.0,,1.8168559887277066e-15,1.5894403848637495e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.5293536876209788,0.07333144750256448
gibbs_eigenvectors_rotated,4,0.17668930959661644,0.9842666751822249,1.4401780914912576,0.1423547114758389
incorrect_diagonal_observable_algebra,4,1.0,,3.10305581337703e-15,3.3121292167259676e-16
