stage,seed,negative_class,metric,score,direct_edge,mechanism,T_iso,T_floor,T_pers
confirmatory,10031,matched_autocorrelation,linear_CKA,0.024912518681456917,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10031,matched_autocorrelation,VAR_ARX_predictive,0.03277006708103247,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10031,switching_mode,correlon_v1,0.0,False,switching_direct_edge,0.0067167670004707886,-0.009657041201590388,0.05357920453053444
confirmatory,10031,switching_mode,pearson,0.06772026640094013,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,mutual_information,0.013061894968146581,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,largest_covariance_eigenvalue,1.399986481929152,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,pca_rank1_explained_variance,0.11666554016076269,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,spectral_coherence,0.10950810580059064,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,autocorrelation_persistence,0.5999012842957876,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,linear_CKA,0.02695269052796542,False,switching_direct_edge,,,
confirmatory,10031,switching_mode,VAR_ARX_predictive,0.03815903152164979,False,switching_direct_edge,,,
confirmatory,10031,transient_mode,correlon_v1,0.12655457986520177,False,transient_direct_edge,0.04312499512072607,0.371386979639572,0.15929776403299334
confirmatory,10031,transient_mode,pearson,0.06886377658956545,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,mutual_information,0.013848654950843087,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,largest_covariance_eigenvalue,1.4257525271726876,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,pca_rank1_explained_variance,0.11881271059772398,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,spectral_coherence,0.1405557606659107,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,autocorrelation_persistence,0.5998412459113704,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,linear_CKA,0.027926616369851644,False,transient_direct_edge,,,
confirmatory,10031,transient_mode,VAR_ARX_predictive,0.03346602314641772,False,transient_direct_edge,,,
confirmatory,10031,nonstationary_drift,correlon_v1,0.025680753951429276,False,shared_deterministic_nonstationary_drift,0.0038072086782641873,0.17322431714316627,0.1354497617619319
confirmatory,10031,nonstationary_drift,pearson,0.2513289607407724,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,mutual_information,0.06699061184484001,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,largest_covariance_eigenvalue,3.5939090663524826,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,pca_rank1_explained_variance,0.2994924221960402,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,spectral_coherence,0.14591255622553623,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,autocorrelation_persistence,0.2618257319904109,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,linear_CKA,0.2973561745924885,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,nonstationary_drift,VAR_ARX_predictive,0.04593775597821109,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10031,finite_sample_spurious,correlon_v1,0.0,False,max_of_eight_independent_AR097_candidates,-0.013225439801715339,0.0006376115482359807,0.00485114661213093
confirmatory,10031,finite_sample_spurious,pearson,0.20236648553956707,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,mutual_information,0.11734958615547386,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,largest_covariance_eigenvalue,2.561105689460182,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,pca_rank1_explained_variance,0.21342547412168175,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,spectral_coherence,0.1283142650307386,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,autocorrelation_persistence,0.9599659260128255,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,linear_CKA,0.20880715018004123,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,finite_sample_spurious,VAR_ARX_predictive,0.03656784397651752,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10031,mixture_without_relational_mechanism,correlon_v1,0.4762917783651871,False,blockwise_changing_common_factor_mixture,0.2998327970233729,0.7566012137110824,0.4341226870305277
confirmatory,10031,mixture_without_relational_mechanism,pearson,0.13408040385104267,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,mutual_information,0.03413483906830417,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,largest_covariance_eigenvalue,2.298730856791369,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,pca_rank1_explained_variance,0.19156090473261408,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,spectral_coherence,0.1828740358134867,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,autocorrelation_persistence,0.16957932755715097,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,linear_CKA,0.09762021064742622,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10031,mixture_without_relational_mechanism,VAR_ARX_predictive,0.04296811243635035,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,independent_noise,correlon_v1,0.0,False,independent_noise,-0.026489526925552842,-0.04722148663649021,-0.009743394068164823
confirmatory,10032,independent_noise,pearson,0.06501742164134545,False,independent_noise,,,
confirmatory,10032,independent_noise,mutual_information,0.012495259420929883,False,independent_noise,,,
confirmatory,10032,independent_noise,largest_covariance_eigenvalue,1.4643718902882683,False,independent_noise,,,
confirmatory,10032,independent_noise,pca_rank1_explained_variance,0.12203099085735569,False,independent_noise,,,
confirmatory,10032,independent_noise,spectral_coherence,0.15495093901444312,False,independent_noise,,,
confirmatory,10032,independent_noise,autocorrelation_persistence,0.6995808445752059,False,independent_noise,,,
confirmatory,10032,independent_noise,linear_CKA,0.02461111864633761,False,independent_noise,,,
confirmatory,10032,independent_noise,VAR_ARX_predictive,0.027121284869271678,False,independent_noise,,,
confirmatory,10032,common_driver,correlon_v1,0.4565678768652321,False,latent_AR1_common_driver,0.23970840403767954,0.8696158443925854,0.6029178684552079
confirmatory,10032,common_driver,pearson,0.29797430584874257,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,mutual_information,0.09998895006908226,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,largest_covariance_eigenvalue,4.006407008734985,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,pca_rank1_explained_variance,0.3338672507279154,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,spectral_coherence,0.22101327430831544,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,autocorrelation_persistence,0.6863353470549933,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,linear_CKA,0.3909818786152614,False,latent_AR1_common_driver,,,
confirmatory,10032,common_driver,VAR_ARX_predictive,0.03832912425726698,False,latent_AR1_common_driver,,,
confirmatory,10032,matched_low_rank,correlon_v1,0.6115567582471305,False,iid_rank1_common_factor,0.43607671533144626,0.8576510861706386,0.6148892121836217
confirmatory,10032,matched_low_rank,pearson,0.33277992166194637,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,mutual_information,0.0866819286464997,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,largest_covariance_eigenvalue,4.519032299170107,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,pca_rank1_explained_variance,0.37658602493084226,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,spectral_coherence,0.6230241567865564,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,autocorrelation_persistence,0.02565503144166349,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,linear_CKA,0.4421961899092566,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_low_rank,VAR_ARX_predictive,0.03271172446975362,False,iid_rank1_common_factor,,,
confirmatory,10032,matched_spectrum,correlon_v1,0.0,False,independent_phase_randomized_target_spectra,-0.015352375732623463,-0.06392246684454232,-0.007350771182155491
confirmatory,10032,matched_spectrum,pearson,0.05798018256568712,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,mutual_information,0.010123833353274936,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,largest_covariance_eigenvalue,1.3255251475612748,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,pca_rank1_explained_variance,0.11046042896343954,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,spectral_coherence,0.11447762380628261,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,autocorrelation_persistence,0.6199529462657568,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,linear_CKA,0.019822287646035937,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_spectrum,VAR_ARX_predictive,0.033804914504539485,False,independent_phase_randomized_target_spectra,,,
confirmatory,10032,matched_autocorrelation,correlon_v1,0.057748796121904346,False,separate_VAR1_autocorrelation_match,0.017782191337454387,0.187542884352221,0.09185806086356357
confirmatory,10032,matched_autocorrelation,pearson,0.060568552180750794,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,mutual_information,0.010220044426999086,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,largest_covariance_eigenvalue,1.718521000518218,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,pca_rank1_explained_variance,0.14321008337651817,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,spectral_coherence,0.1385138572833621,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,autocorrelation_persistence,0.620469014359173,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,linear_CKA,0.020526111101400065,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,matched_autocorrelation,VAR_ARX_predictive,0.02817595616745866,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10032,switching_mode,correlon_v1,0.0,False,switching_direct_edge,0.0163700207614402,-0.018695645566568823,-0.05278209153227453
confirmatory,10032,switching_mode,pearson,0.0644389163906079,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,mutual_information,0.010878592692782685,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,largest_covariance_eigenvalue,1.5205113584459222,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,pca_rank1_explained_variance,0.12670927987049352,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,spectral_coherence,0.1350555152461133,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,autocorrelation_persistence,0.6284274596838367,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,linear_CKA,0.024334082467296743,False,switching_direct_edge,,,
confirmatory,10032,switching_mode,VAR_ARX_predictive,0.04555562595380097,False,switching_direct_edge,,,
confirmatory,10032,transient_mode,correlon_v1,0.05266038234471376,False,transient_direct_edge,0.032259323275283705,0.08596323751205699,0.08415490891771377
confirmatory,10032,transient_mode,pearson,0.05861904065446099,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,mutual_information,0.010632609847439745,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,largest_covariance_eigenvalue,1.4305417916992567,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,pca_rank1_explained_variance,0.11921181597493807,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,spectral_coherence,0.1282738785589172,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,autocorrelation_persistence,0.5900844729883402,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,linear_CKA,0.01995397320192067,False,transient_direct_edge,,,
confirmatory,10032,transient_mode,VAR_ARX_predictive,0.03552820015640945,False,transient_direct_edge,,,
confirmatory,10032,nonstationary_drift,correlon_v1,0.019463266640998112,False,shared_deterministic_nonstationary_drift,0.01719707284204569,0.022028094654132274,0.008733181538018553
confirmatory,10032,nonstationary_drift,pearson,0.2857672358197986,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,mutual_information,0.0650133879781285,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,largest_covariance_eigenvalue,4.0941742230683875,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,pca_rank1_explained_variance,0.34118118525569874,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,spectral_coherence,0.157350010961626,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,autocorrelation_persistence,0.2897143565422705,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,linear_CKA,0.34840889894788146,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,nonstationary_drift,VAR_ARX_predictive,0.051538687958808393,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10032,finite_sample_spurious,correlon_v1,0.0,False,max_of_eight_independent_AR097_candidates,-0.0011832381095245592,-0.018104452416039654,0.025034297157743468
confirmatory,10032,finite_sample_spurious,pearson,0.20236648553956707,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,mutual_information,0.11734958615547386,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,largest_covariance_eigenvalue,2.561105689460182,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,pca_rank1_explained_variance,0.21342547412168175,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,spectral_coherence,0.1283142650307386,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,autocorrelation_persistence,0.9599659260128255,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,linear_CKA,0.20880715018004123,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,finite_sample_spurious,VAR_ARX_predictive,0.03656784397651752,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10032,mixture_without_relational_mechanism,correlon_v1,0.3790238936936959,False,blockwise_changing_common_factor_mixture,0.251914197210357,0.5702700109068081,0.38246192647303356
confirmatory,10032,mixture_without_relational_mechanism,pearson,0.12398948527816346,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,mutual_information,0.03283129606720803,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,largest_covariance_eigenvalue,1.9526059919137113,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,pca_rank1_explained_variance,0.16271716599280928,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,spectral_coherence,0.17071747889587233,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,autocorrelation_persistence,0.15202855547248456,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,linear_CKA,0.08670463511504052,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10032,mixture_without_relational_mechanism,VAR_ARX_predictive,0.041485363418468035,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,independent_noise,correlon_v1,0.0,False,independent_noise,-0.029194562410271255,0.005710532540884664,-0.045018744835291225
confirmatory,10033,independent_noise,pearson,0.06720579162544926,False,independent_noise,,,
confirmatory,10033,independent_noise,mutual_information,0.013629894530618136,False,independent_noise,,,
confirmatory,10033,independent_noise,largest_covariance_eigenvalue,1.3990660569493854,False,independent_noise,,,
confirmatory,10033,independent_noise,pca_rank1_explained_variance,0.11658883807911541,False,independent_noise,,,
confirmatory,10033,independent_noise,spectral_coherence,0.11713580421187797,False,independent_noise,,,
confirmatory,10033,independent_noise,autocorrelation_persistence,0.6854440743267856,False,independent_noise,,,
confirmatory,10033,independent_noise,linear_CKA,0.02649902603434742,False,independent_noise,,,
confirmatory,10033,independent_noise,VAR_ARX_predictive,0.03001244411809223,False,independent_noise,,,
confirmatory,10033,common_driver,correlon_v1,0.5055743527488731,False,latent_AR1_common_driver,0.3363437585539597,0.759952934035002,0.5549808785747969
confirmatory,10033,common_driver,pearson,0.3448743310801642,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,mutual_information,0.10857170247211123,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,largest_covariance_eigenvalue,4.569469255806457,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,pca_rank1_explained_variance,0.380789104650538,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,spectral_coherence,0.23665643273248266,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,autocorrelation_persistence,0.686982994392141,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,linear_CKA,0.4741218513240385,False,latent_AR1_common_driver,,,
confirmatory,10033,common_driver,VAR_ARX_predictive,0.03547151124156572,False,latent_AR1_common_driver,,,
confirmatory,10033,matched_low_rank,correlon_v1,0.6071103022105343,False,iid_rank1_common_factor,0.43670900573951466,0.8440011866162801,0.6836820841948662
confirmatory,10033,matched_low_rank,pearson,0.30589078441481976,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,mutual_information,0.08454433472912326,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,largest_covariance_eigenvalue,4.2832828814878035,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,pca_rank1_explained_variance,0.35694024012398357,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,spectral_coherence,0.556047791143764,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,autocorrelation_persistence,0.035517391761724214,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,linear_CKA,0.38591770961674204,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_low_rank,VAR_ARX_predictive,0.030902650461610726,False,iid_rank1_common_factor,,,
confirmatory,10033,matched_spectrum,correlon_v1,0.0,False,independent_phase_randomized_target_spectra,-0.005610042294147563,0.019296108372807264,0.011090036948816107
confirmatory,10033,matched_spectrum,pearson,0.07143120876183111,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,mutual_information,0.014704867391850285,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,largest_covariance_eigenvalue,1.4827287113749328,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,pca_rank1_explained_variance,0.12356072594791105,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,spectral_coherence,0.15046086513575582,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,autocorrelation_persistence,0.6109917251698133,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,linear_CKA,0.029952225463006698,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_spectrum,VAR_ARX_predictive,0.033181774666081576,False,independent_phase_randomized_target_spectra,,,
confirmatory,10033,matched_autocorrelation,correlon_v1,0.0,False,separate_VAR1_autocorrelation_match,-0.03411447779289192,-0.046499245898613366,-0.033314542431838734
confirmatory,10033,matched_autocorrelation,pearson,0.061142975940337,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,mutual_information,0.01142172282143794,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,largest_covariance_eigenvalue,1.640779229208957,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,pca_rank1_explained_variance,0.13673160243407978,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,spectral_coherence,0.14644625598052274,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,autocorrelation_persistence,0.6086993311821921,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,linear_CKA,0.021001548880873886,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,matched_autocorrelation,VAR_ARX_predictive,0.032289258721538594,False,separate_VAR1_autocorrelation_match,,,
confirmatory,10033,switching_mode,correlon_v1,0.038776459141452425,False,switching_direct_edge,0.021688282362488626,0.06932839394185188,0.010515815358450309
confirmatory,10033,switching_mode,pearson,0.06904178248111237,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,mutual_information,0.014275726335640337,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,largest_covariance_eigenvalue,1.4072397795959952,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,pca_rank1_explained_variance,0.11726998163299963,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,spectral_coherence,0.09257436384615149,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,autocorrelation_persistence,0.6116667500681766,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,linear_CKA,0.028018663163859345,False,switching_direct_edge,,,
confirmatory,10033,switching_mode,VAR_ARX_predictive,0.03956387045667348,False,switching_direct_edge,,,
confirmatory,10033,transient_mode,correlon_v1,0.0,False,transient_direct_edge,-0.02909560363964228,-0.09791547130335056,-0.13938317606564868
confirmatory,10033,transient_mode,pearson,0.059577853704862384,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,mutual_information,0.010577581221267396,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,largest_covariance_eigenvalue,1.374923698702416,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,pca_rank1_explained_variance,0.11457697489186801,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,spectral_coherence,0.12941655065751362,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,autocorrelation_persistence,0.5973110249232786,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,linear_CKA,0.020837136684877258,False,transient_direct_edge,,,
confirmatory,10033,transient_mode,VAR_ARX_predictive,0.03043231901089294,False,transient_direct_edge,,,
confirmatory,10033,nonstationary_drift,correlon_v1,0.11581125890339881,False,shared_deterministic_nonstationary_drift,0.06026487254031977,0.22255498308432836,0.17102684045459837
confirmatory,10033,nonstationary_drift,pearson,0.2480354717645313,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,mutual_information,0.07454067472218429,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,largest_covariance_eigenvalue,3.4926982787549825,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,pca_rank1_explained_variance,0.29105818989624843,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,spectral_coherence,0.13742251633812586,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,autocorrelation_persistence,0.2379031004342956,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,linear_CKA,0.29840089745978343,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,nonstationary_drift,VAR_ARX_predictive,0.03890515523054361,False,shared_deterministic_nonstationary_drift,,,
confirmatory,10033,finite_sample_spurious,correlon_v1,0.06383182320633456,False,max_of_eight_independent_AR097_candidates,0.016636438349644067,0.24491430005701453,0.0785748869627883
confirmatory,10033,finite_sample_spurious,pearson,0.1779360380554113,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,mutual_information,0.10852043839231862,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,largest_covariance_eigenvalue,2.167550205207788,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,pca_rank1_explained_variance,0.18062918376731565,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,spectral_coherence,0.13889930074157783,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,autocorrelation_persistence,0.9612570707000218,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,linear_CKA,0.15574835619935187,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,finite_sample_spurious,VAR_ARX_predictive,0.036609070487987616,False,max_of_eight_independent_AR097_candidates,,,
confirmatory,10033,mixture_without_relational_mechanism,correlon_v1,0.1407298847916773,False,blockwise_changing_common_factor_mixture,0.22651018155544897,0.08743492384085434,0.2346395235229326
confirmatory,10033,mixture_without_relational_mechanism,pearson,0.14735576363944178,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,mutual_information,0.04293927741681902,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,largest_covariance_eigenvalue,2.272966973734719,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,pca_rank1_explained_variance,0.18941391447789319,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,spectral_coherence,0.16266969677628848,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,autocorrelation_persistence,0.16737286923481579,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,linear_CKA,0.12079358013050853,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10033,mixture_without_relational_mechanism,VAR_ARX_predictive,0.0456342649696469,False,blockwise_changing_common_factor_mixture,,,
confirmatory,10034,independent_noise,correlon_v1,0.0,False,independent_noise,-0.01133908865731327,-0.03065788532161422,-0.057132691363511984
confirmatory,10034,independent_noise,pearson,0.06351805455193663,False,independent_noise,,,
confirmatory,10034,independent_noise,mutual_information,0.012766426670354547,False,independent_noise,,,
confirmatory,10034,independent_noise,largest_covariance_eigenvalue,1.3829927552261192,False,independent_noise,,,
confirmatory,10034,independent_noise,pca_rank1_explained_variance,0.11524939626884328,False,independent_noise,,,
confirmatory,10034,independent_noise,spectral_coherence,0.12434615079496869,False,independent_noise,,,
confirmatory,10034,independent_noise,autocorrelation_persistence,0.6950304684862451,False,independent_noise,,,
confirmatory,10034,independent_noise,linear_CKA,0.023596595063498427,False,independent_noise,,,
confirmatory,10034,independent_noise,VAR_ARX_predictive,0.027247716827356994,False,independent_noise,,,
confirmatory,10034,common_driver,correlon_v1,0.581323704520108,False,latent_AR1_common_driver,0.3764817616627403,0.8976191780034024,0.6152850382352205
confirmatory,10034,common_driver,pearson,0.3564767662686631,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,mutual_information,0.10046418034219617,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,largest_covariance_eigenvalue,4.740780645382848,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,pca_rank1_explained_variance,0.39506505378190404,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,spectral_coherence,0.20470027826671777,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,autocorrelation_persistence,0.6961003623257965,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,linear_CKA,0.4836617736598475,False,latent_AR1_common_driver,,,
confirmatory,10034,common_driver,VAR_ARX_predictive,0.03380534698401022,False,latent_AR1_common_driver,,,
confirmatory,10034,matched_low_rank,correlon_v1,0.5933153807012139,False,iid_rank1_common_factor,0.39653475970012636,0.8877485071998196,0.7075569139017546
confirmatory,10034,matched_low_rank,pearson,0.3618606178502966,False,iid_rank1_common_factor,,,
confirmatory,10034,matched_low_rank,mutual_information,0.09285315095637747,False,iid_rank1_common_factor,,,
confirmatory,10034,matched_low_rank,largest_covariance_eigenvalue,4.8516949886801655,False,iid_rank1_common_factor,,,
